sentence,tokens,log_probs
The professor persuaded the students to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.4826316833496094|||-0.3943758010864258|||-4.452963829040527|||-5.962445259094238|||-0.023607254028320312|||-5.383857727050781|||-8.43545913696289|||-8.569031715393066
The professor persuaded the students to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.4826316833496094|||-0.3943758010864258|||-7.276036262512207|||-7.959673881530762|||-8.783655166625977|||-8.70207405090332
The professor persuaded the students to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.4826316833496094|||-0.3943758010864258|||-10.806171417236328|||-4.820347309112549|||-9.184635162353516|||-8.115133285522461
The professor persuaded the students to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.4826316833496094|||-0.3943758010864258|||-11.048205375671387|||-5.591701507568359|||-9.15661334991455|||-8.637935638427734
The professor persuaded the students to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.4826316833496094|||-0.3943758010864258|||-8.305322647094727|||-5.5554986000061035|||-10.675686836242676|||-8.960339546203613
The professor persuaded the children to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-5.950272560119629|||-0.4382801055908203|||-4.692872047424316|||-5.6738810539245605|||-0.026586532592773438|||-6.00737190246582|||-8.593478202819824|||-8.810084342956543
The professor persuaded the children to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-5.950272560119629|||-0.4382801055908203|||-7.848541736602783|||-7.58674430847168|||-8.843706130981445|||-8.982789993286133
The professor persuaded the children to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-5.950272560119629|||-0.4382801055908203|||-11.787440299987793|||-4.817760467529297|||-9.348602294921875|||-8.39118480682373
The professor persuaded the children to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-5.950272560119629|||-0.4382801055908203|||-11.036327362060547|||-6.184485912322998|||-9.231003761291504|||-8.933937072753906
The professor persuaded the children to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-5.950272560119629|||-0.4382801055908203|||-8.367996215820312|||-6.169422626495361|||-10.562232971191406|||-9.25979232788086
The professor forced the lawyers to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.568188667297363|||-0.43796634674072266|||-4.6700334548950195|||-9.376508712768555|||-0.011509895324707031|||-4.019114971160889|||-8.155945777893066|||-9.165399551391602
The professor forced the lawyers to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.568188667297363|||-0.43796634674072266|||-6.99678897857666|||-7.5094709396362305|||-8.395524978637695|||-9.177635192871094
The professor forced the lawyers to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.568188667297363|||-0.43796634674072266|||-11.164406776428223|||-5.510537147521973|||-8.363565444946289|||-8.726390838623047
The professor forced the lawyers to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.568188667297363|||-0.43796634674072266|||-11.681917190551758|||-4.28236722946167|||-8.440139770507812|||-9.125417709350586
The professor forced the lawyers to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.568188667297363|||-0.43796634674072266|||-10.941394805908203|||-4.837640285491943|||-9.140241622924805|||-9.378782272338867
The professor forced the artists to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.871745109558105|||-0.19991016387939453|||-3.5555286407470703|||-6.712466239929199|||-0.014346122741699219|||-3.6100473403930664|||-8.119544982910156|||-8.92824935913086
The professor forced the artists to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.871745109558105|||-0.19991016387939453|||-7.834438323974609|||-7.690245628356934|||-8.687260627746582|||-9.18140697479248
The professor forced the artists to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.871745109558105|||-0.19991016387939453|||-11.835078239440918|||-5.415157794952393|||-8.088808059692383|||-8.750595092773438
The professor forced the artists to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.871745109558105|||-0.19991016387939453|||-11.520792007446289|||-4.249762058258057|||-8.42711067199707|||-8.76382064819336
The professor forced the artists to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-9.871745109558105|||-0.19991016387939453|||-9.002130508422852|||-4.869831085205078|||-9.451415061950684|||-8.935300827026367
The professor forced the students to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3587827682495117|||-0.21788597106933594|||-4.788936614990234|||-5.548196315765381|||-0.011881828308105469|||-4.222243309020996|||-8.369348526000977|||-8.883560180664062
The professor forced the students to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3587827682495117|||-0.21788597106933594|||-7.227928161621094|||-8.160975456237793|||-8.56380844116211|||-8.916629791259766
The professor forced the students to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3587827682495117|||-0.21788597106933594|||-10.914251327514648|||-4.834411144256592|||-8.287866592407227|||-8.633600234985352
The professor forced the students to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3587827682495117|||-0.21788597106933594|||-11.377782821655273|||-4.968101501464844|||-8.716856002807617|||-8.828670501708984
The professor forced the students to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3587827682495117|||-0.21788597106933594|||-10.546148300170898|||-6.541570663452148|||-9.768301010131836|||-8.983660697937012
The professor forced the children to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.720751762390137|||-0.2594184875488281|||-4.974151611328125|||-5.223207950592041|||-0.013257980346679688|||-5.072426795959473|||-8.604568481445312|||-8.911117553710938
The professor forced the children to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.720751762390137|||-0.2594184875488281|||-7.923394203186035|||-7.5685648918151855|||-8.617050170898438|||-9.07234001159668
The professor forced the children to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.720751762390137|||-0.2594184875488281|||-12.057106018066406|||-4.919498920440674|||-8.345508575439453|||-8.755664825439453
The professor forced the children to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.720751762390137|||-0.2594184875488281|||-11.773536682128906|||-5.671377182006836|||-8.769044876098633|||-8.986337661743164
The professor forced the children to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.720751762390137|||-0.2594184875488281|||-10.715181350708008|||-6.486722469329834|||-9.793018341064453|||-9.212308883666992
The professor told the lawyers to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-8.30303955078125|||-2.7105865478515625|||-4.291341781616211|||-8.06829833984375|||-0.008633613586425781|||-5.460372447967529|||-8.249353408813477|||-9.021366119384766
The professor told the lawyers to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-8.30303955078125|||-2.7105865478515625|||-6.784840106964111|||-8.139419555664062|||-8.6676607131958|||-8.64360237121582
The professor told the lawyers to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-8.30303955078125|||-2.7105865478515625|||-11.606935501098633|||-6.317659854888916|||-8.240621566772461|||-8.39415168762207
The professor told the lawyers to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-8.30303955078125|||-2.7105865478515625|||-13.087836265563965|||-7.034640312194824|||-8.578962326049805|||-9.190813064575195
The professor told the lawyers to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-8.30303955078125|||-2.7105865478515625|||-12.131792068481445|||-4.299036502838135|||-9.681617736816406|||-8.977581024169922
The professor told the artists to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-11.151954650878906|||-1.5625238418579102|||-3.0051002502441406|||-6.177000522613525|||-0.045050621032714844|||-4.846409320831299|||-8.559309005737305|||-8.736278533935547
The professor told the artists to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-11.151954650878906|||-1.5625238418579102|||-7.782819747924805|||-8.101831436157227|||-9.130115509033203|||-8.5853271484375
The professor told the artists to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-11.151954650878906|||-1.5625238418579102|||-12.066771507263184|||-7.090871810913086|||-8.632719039916992|||-8.349677085876465
The professor told the artists to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-11.151954650878906|||-1.5625238418579102|||-13.234153747558594|||-4.901573657989502|||-8.796127319335938|||-8.951698303222656
The professor told the artists to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-11.151954650878906|||-1.5625238418579102|||-9.481986045837402|||-5.084285736083984|||-10.32988166809082|||-8.567204475402832
The professor told the students to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-2.9520998001098633|||-2.6029043197631836|||-4.511410713195801|||-4.999206066131592|||-0.012310028076171875|||-5.98291015625|||-8.543115615844727|||-8.471640586853027
The professor told the students to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-2.9520998001098633|||-2.6029043197631836|||-6.532586097717285|||-8.311107635498047|||-9.00947380065918|||-8.603160858154297
The professor told the students to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-2.9520998001098633|||-2.6029043197631836|||-10.837359428405762|||-6.4800591468811035|||-8.448058128356934|||-8.19739055633545
The professor told the students to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-2.9520998001098633|||-2.6029043197631836|||-12.438196182250977|||-5.963724613189697|||-8.788887023925781|||-8.714593887329102
The professor told the students to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-2.9520998001098633|||-2.6029043197631836|||-9.744401931762695|||-6.339956760406494|||-10.245475769042969|||-8.378320693969727
The professor told the children to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-6.820873260498047|||-2.300644874572754|||-4.613668441772461|||-5.254711151123047|||-0.013192176818847656|||-6.565563201904297|||-8.664144515991211|||-8.589655876159668
The professor told the children to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-6.820873260498047|||-2.300644874572754|||-7.196433067321777|||-7.935056686401367|||-9.009904861450195|||-8.566216468811035
The professor told the children to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-6.820873260498047|||-2.300644874572754|||-11.689825057983398|||-6.232961177825928|||-8.536856651306152|||-8.190277099609375
The professor told the children to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-6.820873260498047|||-2.300644874572754|||-12.418075561523438|||-6.639599323272705|||-8.830301284790039|||-8.75572681427002
The professor told the children to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-6.820873260498047|||-2.300644874572754|||-9.738813400268555|||-6.512644290924072|||-10.204264640808105|||-8.591604232788086
The lawyer persuaded the professors to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.385454177856445|||-0.45323753356933594|||-4.471521377563477|||-9.095992088317871|||-0.019824981689453125|||-5.070706367492676|||-8.055346488952637|||-8.389644622802734
The lawyer persuaded the professors to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.385454177856445|||-0.45323753356933594|||-7.732931613922119|||-8.66108512878418|||-8.65156364440918|||-8.399431228637695
The lawyer persuaded the professors to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.385454177856445|||-0.45323753356933594|||-11.113960266113281|||-5.902834415435791|||-9.246959686279297|||-7.913938045501709
The lawyer persuaded the professors to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.385454177856445|||-0.45323753356933594|||-11.662178039550781|||-6.250393867492676|||-8.766886711120605|||-8.436758041381836
The lawyer persuaded the professors to disguise himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.385454177856445|||-0.45323753356933594|||-9.69906997680664|||-5.055057525634766|||-10.280726432800293|||-8.817148208618164
The lawyer persuaded the artists to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.81237506866455|||-0.46042442321777344|||-4.0682525634765625|||-7.711690902709961|||-0.025254249572753906|||-5.126879692077637|||-8.004112243652344|||-8.445867538452148
The lawyer persuaded the artists to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.81237506866455|||-0.46042442321777344|||-9.9060640335083|||-7.9831461906433105|||-8.98917007446289|||-8.445518493652344
The lawyer persuaded the artists to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.81237506866455|||-0.46042442321777344|||-13.920368194580078|||-5.92268705368042|||-8.816508293151855|||-7.917521953582764
The lawyer persuaded the artists to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-10.81237506866455|||-0.46042442321777344|||-12.477789878845215|||-6.037387371063232|||-8.696560859680176|||-8.553176879882812
