sentence,tokens,log_probs
The lawyer promised to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-0.8773002624511719|||-11.063278198242188|||-2.2679595947265625|||-10.386917114257812|||-5.38861083984375
The lawyer guaranteed to make fun of himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-12.848220825195312|||-2.9527969360351562|||-3.7737197875976562|||-6.8726959228515625|||-0.0172576904296875|||-5.054779052734375|||-7.821830749511719|||-5.547904968261719
The lawyer guaranteed to examine himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-12.848220825195312|||-2.9527969360351562|||-7.867515563964844|||-7.199005126953125|||-8.578155517578125|||-6.354637145996094
The lawyer guaranteed to diagnose himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-12.848220825195312|||-2.9527969360351562|||-10.575996398925781|||-5.742156982421875|||-8.731132507324219|||-6.1252593994140625
The lawyer guaranteed to embarrass himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-12.848220825195312|||-2.9527969360351562|||-9.012153625488281|||-3.4676437377929688|||-8.539344787597656|||-5.962371826171875
The lawyer guaranteed to disguise himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-12.848220825195312|||-2.9527969360351562|||-10.219001770019531|||-1.4827041625976562|||-9.646286010742188|||-5.998237609863281
The lawyer offered to make fun of himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-8.393058776855469|||-2.054718017578125|||-4.4945068359375|||-9.018203735351562|||-0.010097503662109375|||-5.804450988769531|||-8.392105102539062|||-5.5485992431640625
The lawyer offered to examine himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-8.393058776855469|||-2.054718017578125|||-6.7789764404296875|||-7.766288757324219|||-9.13665771484375|||-6.08868408203125
The lawyer offered to diagnose himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-8.393058776855469|||-2.054718017578125|||-11.152725219726562|||-6.237159729003906|||-9.216766357421875|||-5.972618103027344
The lawyer offered to embarrass himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-8.393058776855469|||-2.054718017578125|||-11.422210693359375|||-4.766075134277344|||-9.518928527832031|||-5.903907775878906
The lawyer offered to disguise himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-8.393058776855469|||-2.054718017578125|||-10.540054321289062|||-1.60223388671875|||-10.835578918457031|||-5.827507019042969
The artist promised to make fun of himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.4456787109375|||-0.9852142333984375|||-2.7392044067382812|||-7.178352355957031|||-0.047580718994140625|||-4.518104553222656|||-7.458648681640625|||-4.807868957519531
The artist promised to examine himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.4456787109375|||-0.9852142333984375|||-9.063636779785156|||-7.190254211425781|||-9.22637939453125|||-5.172462463378906
The artist promised to diagnose himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.4456787109375|||-0.9852142333984375|||-13.335578918457031|||-5.596160888671875|||-8.711036682128906|||-4.924064636230469
The artist promised to embarrass himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.4456787109375|||-0.9852142333984375|||-10.944801330566406|||-3.111572265625|||-8.115402221679688|||-4.929603576660156
The artist promised to disguise himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.4456787109375|||-0.9852142333984375|||-9.553932189941406|||-2.03973388671875|||-9.923324584960938|||-4.940185546875
The artist guaranteed to make fun of himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-13.077919006347656|||-2.7181549072265625|||-2.5579605102539062|||-6.584320068359375|||-0.040653228759765625|||-3.796844482421875|||-7.375999450683594|||-5.022361755371094
The artist guaranteed to examine himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-13.077919006347656|||-2.7181549072265625|||-10.108573913574219|||-6.0782318115234375|||-8.814315795898438|||-5.712799072265625
The artist guaranteed to diagnose himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-13.077919006347656|||-2.7181549072265625|||-12.183853149414062|||-4.80316162109375|||-8.455978393554688|||-5.580535888671875
The artist guaranteed to embarrass himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-13.077919006347656|||-2.7181549072265625|||-8.017562866210938|||-2.8952484130859375|||-7.931434631347656|||-5.365486145019531
The artist guaranteed to disguise himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-13.077919006347656|||-2.7181549072265625|||-10.75445556640625|||-1.337921142578125|||-9.015167236328125|||-5.411277770996094
The artist offered to make fun of himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.725288391113281|||-2.7406158447265625|||-3.3225631713867188|||-7.264930725097656|||-0.037151336669921875|||-5.23541259765625|||-7.808830261230469|||-5.341033935546875
The artist offered to examine himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.725288391113281|||-2.7406158447265625|||-8.559730529785156|||-6.939155578613281|||-9.248176574707031|||-5.679405212402344
The artist offered to diagnose himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.725288391113281|||-2.7406158447265625|||-12.015678405761719|||-5.89031982421875|||-8.763557434082031|||-5.436241149902344
The artist offered to embarrass himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.725288391113281|||-2.7406158447265625|||-12.343437194824219|||-3.9335174560546875|||-8.5477294921875|||-5.4647064208984375
The artist offered to disguise himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.247947692871094|||-8.725288391113281|||-2.7406158447265625|||-9.706153869628906|||-1.590728759765625|||-10.308197021484375|||-5.428550720214844
The student promised to make fun of himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-9.247283935546875|||-0.7115058898925781|||-4.028480529785156|||-7.142082214355469|||-0.021053314208984375|||-3.6509628295898438|||-7.7871856689453125|||-5.323326110839844
The student promised to examine himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-9.247283935546875|||-0.7115058898925781|||-8.386634826660156|||-5.206275939941406|||-8.611396789550781|||-5.85888671875
The student promised to diagnose himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-9.247283935546875|||-0.7115058898925781|||-12.372077941894531|||-4.4880218505859375|||-8.630989074707031|||-5.5896759033203125
The student promised to embarrass himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-9.247283935546875|||-0.7115058898925781|||-10.034278869628906|||-2.5222015380859375|||-8.639694213867188|||-5.640830993652344
The student promised to disguise himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-9.247283935546875|||-0.7115058898925781|||-10.201087951660156|||-1.1383743286132812|||-10.432952880859375|||-5.559684753417969
The student guaranteed to make fun of himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-12.325752258300781|||-2.7396774291992188|||-3.7066802978515625|||-7.389183044433594|||-0.034534454345703125|||-3.55853271484375|||-7.685157775878906|||-5.797126770019531
The student guaranteed to examine himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-12.325752258300781|||-2.7396774291992188|||-10.439201354980469|||-4.949958801269531|||-8.429374694824219|||-6.557441711425781
The student guaranteed to diagnose himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-12.325752258300781|||-2.7396774291992188|||-12.189231872558594|||-4.6195220947265625|||-8.798110961914062|||-6.114341735839844
The student guaranteed to embarrass himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-12.325752258300781|||-2.7396774291992188|||-10.780563354492188|||-2.30059814453125|||-8.537872314453125|||-6.365531921386719
The student guaranteed to disguise himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-12.325752258300781|||-2.7396774291992188|||-12.521636962890625|||-0.903350830078125|||-9.877571105957031|||-6.027763366699219
The student offered to make fun of himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-7.971580505371094|||-2.0264968872070312|||-4.778373718261719|||-6.645904541015625|||-0.025112152099609375|||-4.6956329345703125|||-8.102096557617188|||-5.619606018066406
The student offered to examine himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-7.971580505371094|||-2.0264968872070312|||-7.246376037597656|||-5.58648681640625|||-8.698562622070312|||-6.201789855957031
The student offered to diagnose himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-7.971580505371094|||-2.0264968872070312|||-9.994178771972656|||-5.534507751464844|||-8.972297668457031|||-5.828071594238281
The student offered to embarrass himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-7.971580505371094|||-2.0264968872070312|||-11.299613952636719|||-3.4526138305664062|||-9.019271850585938|||-6.038383483886719
The student offered to disguise himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.360061645507812|||-7.971580505371094|||-2.0264968872070312|||-10.507575988769531|||-1.0726699829101562|||-10.925552368164062|||-5.7617645263671875
The child promised to make fun of himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.796096801757812|||-1.0653152465820312|||-3.93133544921875|||-6.708061218261719|||-0.02686309814453125|||-3.6539077758789062|||-7.131011962890625|||-5.519401550292969
The child promised to examine himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.796096801757812|||-1.0653152465820312|||-9.997535705566406|||-4.5267333984375|||-7.909698486328125|||-6.048248291015625
The child promised to diagnose himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.796096801757812|||-1.0653152465820312|||-12.481452941894531|||-4.006950378417969|||-8.111045837402344|||-5.870849609375
The child promised to embarrass himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.796096801757812|||-1.0653152465820312|||-10.174613952636719|||-3.0720901489257812|||-8.079269409179688|||-5.8812713623046875
The child promised to disguise himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.796096801757812|||-1.0653152465820312|||-10.162055969238281|||-1.0618743896484375|||-9.905738830566406|||-5.8014068603515625
The child guaranteed to make fun of himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-13.736640930175781|||-2.1367568969726562|||-3.850189208984375|||-7.4155120849609375|||-0.051624298095703125|||-3.5737152099609375|||-7.48260498046875|||-6.113883972167969
The child guaranteed to examine himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-13.736640930175781|||-2.1367568969726562|||-10.626937866210938|||-4.9496307373046875|||-8.22967529296875|||-6.908729553222656
The child guaranteed to diagnose himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-13.736640930175781|||-2.1367568969726562|||-11.398193359375|||-4.938941955566406|||-8.797004699707031|||-6.472846984863281
The child guaranteed to embarrass himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-13.736640930175781|||-2.1367568969726562|||-10.254776000976562|||-3.131500244140625|||-8.45556640625|||-6.7166748046875
The child guaranteed to disguise himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-13.736640930175781|||-2.1367568969726562|||-11.684066772460938|||-1.0383682250976562|||-9.646583557128906|||-6.4134979248046875
The child offered to make fun of himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.050491333007812|||-2.118988037109375|||-4.8131866455078125|||-6.262451171875|||-0.026729583740234375|||-4.725059509277344|||-7.861114501953125|||-5.936836242675781
The child offered to examine himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.050491333007812|||-2.118988037109375|||-7.83917236328125|||-5.507041931152344|||-8.474136352539062|||-6.5522613525390625
The child offered to diagnose himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.050491333007812|||-2.118988037109375|||-10.559501647949219|||-5.047111511230469|||-8.67388916015625|||-6.178916931152344
The child offered to embarrass himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.050491333007812|||-2.118988037109375|||-10.755126953125|||-3.8916549682617188|||-8.6943359375|||-6.324951171875
The child offered to disguise himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.599205017089844|||-10.050491333007812|||-2.118988037109375|||-9.790237426757812|||-1.09405517578125|||-10.393852233886719|||-6.0408172607421875
