sentence,tokens,log_probs
The lawyers promised to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-1.4093809127807617|||-6.514771461486816|||-9.640095710754395|||-8.314435958862305|||-8.734532356262207
The lawyers promised to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-1.4093809127807617|||-11.520397186279297|||-7.265276908874512|||-8.58576488494873|||-8.713319778442383
The lawyers promised to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-1.4093809127807617|||-12.763477325439453|||-8.336753845214844|||-8.118814468383789|||-9.453817367553711
The lawyers promised to disguise himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-1.4093809127807617|||-11.455394744873047|||-5.6777472496032715|||-9.57761001586914|||-9.672874450683594
The lawyers guaranteed to make fun of himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-12.81014347076416|||-2.8650264739990234|||-4.424700736999512|||-8.209617614746094|||-0.01717090606689453|||-8.743860244750977|||-8.647854804992676|||-8.663874626159668
The lawyers guaranteed to examine himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-12.81014347076416|||-2.8650264739990234|||-7.371597766876221|||-9.574952125549316|||-9.625588417053223|||-8.935333251953125
The lawyers guaranteed to diagnose himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-12.81014347076416|||-2.8650264739990234|||-11.069849014282227|||-9.515570640563965|||-8.815174102783203|||-8.450424194335938
The lawyers guaranteed to embarrass himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-12.81014347076416|||-2.8650264739990234|||-12.070149421691895|||-8.266155242919922|||-8.54916763305664|||-8.492175102233887
The lawyers guaranteed to disguise himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-12.81014347076416|||-2.8650264739990234|||-12.82046127319336|||-6.651655673980713|||-9.46156120300293|||-9.440885543823242
The lawyers offered to make fun of himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-8.703680992126465|||-1.632059097290039|||-4.700854301452637|||-8.476439476013184|||-0.02166461944580078|||-6.860916614532471|||-8.367393493652344|||-9.035933494567871
The lawyers offered to examine himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-8.703680992126465|||-1.632059097290039|||-7.654478549957275|||-9.377998352050781|||-8.484010696411133|||-8.78392219543457
The lawyers offered to diagnose himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-8.703680992126465|||-1.632059097290039|||-11.262446403503418|||-7.742362022399902|||-8.207310676574707|||-8.581193923950195
The lawyers offered to embarrass himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-8.703680992126465|||-1.632059097290039|||-12.830415725708008|||-7.676245212554932|||-8.283343315124512|||-9.503239631652832
The lawyers offered to disguise himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-8.703680992126465|||-1.632059097290039|||-12.275116920471191|||-5.478730201721191|||-10.292806625366211|||-9.096921920776367
The artists promised to make fun of himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.147109985351562|||-1.603114128112793|||-2.9447021484375|||-6.6987080574035645|||-0.0931997299194336|||-6.991839408874512|||-8.380424499511719|||-8.92340087890625
The artists promised to examine himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.147109985351562|||-1.603114128112793|||-9.493118286132812|||-11.273296356201172|||-9.456486701965332|||-8.550335884094238
The artists promised to diagnose himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.147109985351562|||-1.603114128112793|||-12.5020112991333|||-7.594320297241211|||-8.560464859008789|||-8.671197891235352
The artists promised to embarrass himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.147109985351562|||-1.603114128112793|||-12.731501579284668|||-6.064788341522217|||-7.882875919342041|||-9.172551155090332
The artists promised to disguise himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.147109985351562|||-1.603114128112793|||-10.581987380981445|||-5.849196434020996|||-10.143543243408203|||-8.88040542602539
The artists guaranteed to make fun of himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-12.341707229614258|||-1.9456472396850586|||-1.9908103942871094|||-7.761833190917969|||-0.10914421081542969|||-7.843963623046875|||-8.491191864013672|||-9.107362747192383
The artists guaranteed to examine himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-12.341707229614258|||-1.9456472396850586|||-11.026447296142578|||-8.636287689208984|||-8.68980598449707|||-8.287178039550781
The artists guaranteed to diagnose himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-12.341707229614258|||-1.9456472396850586|||-12.720611572265625|||-8.448955535888672|||-8.6196870803833|||-8.633788108825684
The artists guaranteed to embarrass himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-12.341707229614258|||-1.9456472396850586|||-8.648216247558594|||-7.338169097900391|||-8.410602569580078|||-9.048296928405762
The artists guaranteed to disguise himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-12.341707229614258|||-1.9456472396850586|||-12.343731880187988|||-6.927550315856934|||-9.365850448608398|||-9.384921073913574
The artists offered to make fun of himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.30960464477539|||-2.336994171142578|||-3.3342857360839844|||-7.093567371368408|||-0.19777679443359375|||-6.534332275390625|||-8.398624420166016|||-8.402046203613281
The artists offered to examine himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.30960464477539|||-2.336994171142578|||-9.06346321105957|||-8.36623764038086|||-8.779935836791992|||-8.27758502960205
The artists offered to diagnose himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.30960464477539|||-2.336994171142578|||-12.3004789352417|||-7.190121173858643|||-8.384964942932129|||-8.352699279785156
The artists offered to embarrass himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.30960464477539|||-2.336994171142578|||-12.829550743103027|||-5.301664352416992|||-8.237749099731445|||-8.720528602600098
The artists offered to disguise himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.237629890441895|||-9.30960464477539|||-2.336994171142578|||-11.136966705322266|||-5.1673903465271|||-10.525915145874023|||-8.1393461227417
The students promised to make fun of himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-9.401622772216797|||-0.6860857009887695|||-4.078522682189941|||-6.7511372566223145|||-0.0476837158203125|||-7.115130424499512|||-9.157710075378418|||-8.52006721496582
The students promised to examine himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-9.401622772216797|||-0.6860857009887695|||-8.31533432006836|||-9.740522384643555|||-9.465365409851074|||-8.140764236450195
The students promised to diagnose himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-9.401622772216797|||-0.6860857009887695|||-12.240483283996582|||-6.669250965118408|||-9.1171875|||-7.972864151000977
The students promised to embarrass himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-9.401622772216797|||-0.6860857009887695|||-11.091781616210938|||-8.17454719543457|||-8.745342254638672|||-8.872400283813477
The students promised to disguise himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-9.401622772216797|||-0.6860857009887695|||-10.446412086486816|||-5.902351379394531|||-10.672820091247559|||-8.535517692565918
The students guaranteed to make fun of himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-12.27560806274414|||-2.128373146057129|||-3.6822690963745117|||-8.263379096984863|||-0.07494544982910156|||-7.801898002624512|||-8.845266342163086|||-9.22739028930664
The students guaranteed to examine himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-12.27560806274414|||-2.128373146057129|||-10.135869026184082|||-8.195601463317871|||-8.625983238220215|||-9.165610313415527
The students guaranteed to diagnose himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-12.27560806274414|||-2.128373146057129|||-12.145337104797363|||-7.155083179473877|||-9.134880065917969|||-8.692465782165527
The students guaranteed to embarrass himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-12.27560806274414|||-2.128373146057129|||-10.400503158569336|||-6.878369331359863|||-8.752760887145996|||-8.90259075164795
The students guaranteed to disguise himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-12.27560806274414|||-2.128373146057129|||-13.266654014587402|||-6.937298774719238|||-9.565694808959961|||-9.974637985229492
The students offered to make fun of himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-8.334836959838867|||-2.7043447494506836|||-4.632724761962891|||-5.9084062576293945|||-0.10528850555419922|||-7.2723774909973145|||-8.623218536376953|||-8.863067626953125
The students offered to examine himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-8.334836959838867|||-2.7043447494506836|||-7.750272750854492|||-9.131692886352539|||-8.696627616882324|||-8.944952964782715
The students offered to diagnose himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-8.334836959838867|||-2.7043447494506836|||-11.26873779296875|||-7.346120357513428|||-8.753337860107422|||-8.742147445678711
The students offered to embarrass himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-8.334836959838867|||-2.7043447494506836|||-12.805395126342773|||-6.576114177703857|||-8.818222045898438|||-9.215359687805176
The students offered to disguise himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.857497215270996|||-8.334836959838867|||-2.7043447494506836|||-10.922857284545898|||-5.86865758895874|||-10.91823959350586|||-8.836814880371094
The children promised to make fun of himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-10.797651290893555|||-0.809173583984375|||-4.388028144836426|||-5.603847503662109|||-0.05905342102050781|||-8.46500301361084|||-8.514471054077148|||-8.941178321838379
The children promised to examine himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-10.797651290893555|||-0.809173583984375|||-9.823198318481445|||-8.22169303894043|||-8.482112884521484|||-8.5574312210083
The children promised to diagnose himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-10.797651290893555|||-0.809173583984375|||-13.510213851928711|||-6.725213527679443|||-8.627269744873047|||-8.485061645507812
The children promised to embarrass himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-10.797651290893555|||-0.809173583984375|||-11.754164695739746|||-8.93124771118164|||-8.381828308105469|||-9.138360977172852
The children promised to disguise himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-10.797651290893555|||-0.809173583984375|||-10.516847610473633|||-5.383906364440918|||-10.026044845581055|||-9.041627883911133
The children guaranteed to make fun of himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-14.221689224243164|||-1.4404449462890625|||-4.78122091293335|||-8.170907974243164|||-0.12731075286865234|||-8.361876487731934|||-8.406475067138672|||-9.796587944030762
The children guaranteed to examine himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-14.221689224243164|||-1.4404449462890625|||-11.289366722106934|||-8.681550025939941|||-8.383108139038086|||-9.520952224731445
The children guaranteed to diagnose himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-14.221689224243164|||-1.4404449462890625|||-12.943714141845703|||-6.971946716308594|||-8.986122131347656|||-9.182330131530762
The children guaranteed to embarrass himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-14.221689224243164|||-1.4404449462890625|||-12.026254653930664|||-7.653990268707275|||-8.259181022644043|||-9.636069297790527
The children guaranteed to disguise himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-14.221689224243164|||-1.4404449462890625|||-14.434113502502441|||-6.558517932891846|||-8.886741638183594|||-10.358652114868164
The children offered to make fun of himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-9.702286720275879|||-2.1659135818481445|||-5.376316070556641|||-5.602181911468506|||-0.1085500717163086|||-8.010048866271973|||-8.33359146118164|||-9.0068941116333
The children offered to examine himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-9.702286720275879|||-2.1659135818481445|||-8.694341659545898|||-9.467842102050781|||-8.35649299621582|||-9.064416885375977
The children offered to diagnose himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-9.702286720275879|||-2.1659135818481445|||-13.124567031860352|||-7.017801284790039|||-8.612299919128418|||-8.637248992919922
The children offered to embarrass himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-9.702286720275879|||-2.1659135818481445|||-12.936448097229004|||-7.787508964538574|||-8.534988403320312|||-9.218616485595703
The children offered to disguise himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.632148742675781|||-9.702286720275879|||-2.1659135818481445|||-11.09769344329834|||-5.584260940551758|||-10.140209197998047|||-8.795068740844727
