sentence,tokens,log_probs
The professors offered to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.843414306640625|||-8.878860473632812|||-7.64276123046875|||-8.732749938964844|||-6.6634063720703125
The professors offered to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.843414306640625|||-10.817626953125|||-6.916114807128906|||-8.796318054199219|||-6.48199462890625
The professors offered to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.843414306640625|||-10.7386474609375|||-5.3704376220703125|||-10.265861511230469|||-6.4401397705078125
The lawyers promised to make fun of himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-1.0507736206054688|||-3.957733154296875|||-9.202720642089844|||-0.01346588134765625|||-7.346748352050781|||-7.951087951660156|||-5.364265441894531
The lawyers promised to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-1.0507736206054688|||-6.132843017578125|||-9.939300537109375|||-9.175529479980469|||-6.0670166015625
The lawyers promised to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-1.0507736206054688|||-13.114303588867188|||-8.199394226074219|||-9.037284851074219|||-6.0074005126953125
The lawyers promised to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-1.0507736206054688|||-11.057479858398438|||-6.412818908691406|||-8.790809631347656|||-5.6355133056640625
The lawyers promised to disguise himself .,The|||Ġlawyers|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-1.0507736206054688|||-12.070281982421875|||-6.691925048828125|||-10.278770446777344|||-5.838653564453125
The lawyers guaranteed to make fun of himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-12.66925048828125|||-2.810760498046875|||-3.9681777954101562|||-6.82574462890625|||-0.020481109619140625|||-7.3940277099609375|||-7.780967712402344|||-5.730354309082031
The lawyers guaranteed to examine himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-12.66925048828125|||-2.810760498046875|||-7.2812347412109375|||-9.017646789550781|||-8.882957458496094|||-6.705352783203125
The lawyers guaranteed to diagnose himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-12.66925048828125|||-2.810760498046875|||-11.560928344726562|||-7.716583251953125|||-8.924537658691406|||-6.5005035400390625
The lawyers guaranteed to embarrass himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-12.66925048828125|||-2.810760498046875|||-9.571632385253906|||-6.3470001220703125|||-8.504806518554688|||-6.135223388671875
The lawyers guaranteed to disguise himself .,The|||Ġlawyers|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-12.66925048828125|||-2.810760498046875|||-11.198211669921875|||-5.188011169433594|||-9.447662353515625|||-6.3318023681640625
The lawyers offered to make fun of himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-7.4060211181640625|||-2.3190994262695312|||-4.645271301269531|||-8.779830932617188|||-0.012615203857421875|||-7.689186096191406|||-8.289085388183594|||-5.76220703125
The lawyers offered to examine himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-7.4060211181640625|||-2.3190994262695312|||-6.349998474121094|||-9.350570678710938|||-9.291793823242188|||-6.554237365722656
The lawyers offered to diagnose himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-7.4060211181640625|||-2.3190994262695312|||-11.495536804199219|||-8.027618408203125|||-9.320381164550781|||-6.349403381347656
The lawyers offered to embarrass himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-7.4060211181640625|||-2.3190994262695312|||-11.589714050292969|||-6.930473327636719|||-9.368324279785156|||-6.150421142578125
The lawyers offered to disguise himself .,The|||Ġlawyers|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-7.4060211181640625|||-2.3190994262695312|||-11.353462219238281|||-5.521949768066406|||-10.685455322265625|||-6.150093078613281
The artists promised to make fun of himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-9.004188537597656|||-1.0733261108398438|||-2.7302627563476562|||-6.592170715332031|||-0.04613494873046875|||-6.64599609375|||-7.536102294921875|||-5.09869384765625
The artists promised to examine himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-9.004188537597656|||-1.0733261108398438|||-9.153053283691406|||-9.492935180664062|||-9.350860595703125|||-5.741607666015625
The artists promised to diagnose himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-9.004188537597656|||-1.0733261108398438|||-13.601097106933594|||-7.661376953125|||-8.895790100097656|||-5.4605865478515625
The artists promised to embarrass himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-9.004188537597656|||-1.0733261108398438|||-11.370719909667969|||-5.989471435546875|||-8.312332153320312|||-5.2316131591796875
The artists promised to disguise himself .,The|||Ġartists|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-9.004188537597656|||-1.0733261108398438|||-9.780296325683594|||-5.9946746826171875|||-9.988136291503906|||-5.377830505371094
The artists guaranteed to make fun of himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-12.241264343261719|||-2.2894439697265625|||-2.3073501586914062|||-6.2109375|||-0.037906646728515625|||-6.8461151123046875|||-7.5625762939453125|||-5.292335510253906
The artists guaranteed to examine himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-12.241264343261719|||-2.2894439697265625|||-10.328514099121094|||-8.756538391113281|||-9.068534851074219|||-6.162101745605469
The artists guaranteed to diagnose himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-12.241264343261719|||-2.2894439697265625|||-12.70660400390625|||-7.3558197021484375|||-8.658248901367188|||-6.054145812988281
The artists guaranteed to embarrass himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-12.241264343261719|||-2.2894439697265625|||-8.637702941894531|||-6.3591766357421875|||-8.180595397949219|||-5.643043518066406
The artists guaranteed to disguise himself .,The|||Ġartists|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-12.241264343261719|||-2.2894439697265625|||-10.903106689453125|||-5.195587158203125|||-9.098075866699219|||-5.840507507324219
The artists offered to make fun of himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-8.326156616210938|||-3.1304779052734375|||-3.243896484375|||-6.686744689941406|||-0.048610687255859375|||-7.273643493652344|||-7.840843200683594|||-5.5122833251953125
The artists offered to examine himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-8.326156616210938|||-3.1304779052734375|||-8.666557312011719|||-9.467735290527344|||-9.152336120605469|||-6.167816162109375
The artists offered to diagnose himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-8.326156616210938|||-3.1304779052734375|||-12.284385681152344|||-8.316780090332031|||-8.915069580078125|||-5.847816467285156
The artists offered to embarrass himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-8.326156616210938|||-3.1304779052734375|||-12.614234924316406|||-6.731788635253906|||-8.746452331542969|||-5.732994079589844
The artists offered to disguise himself .,The|||Ġartists|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-10.037017822265625|||-8.326156616210938|||-3.1304779052734375|||-9.984382629394531|||-5.774299621582031|||-10.254585266113281|||-5.785186767578125
The students promised to make fun of himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-8.676025390625|||-0.7560882568359375|||-3.9955596923828125|||-6.2768402099609375|||-0.02072906494140625|||-6.808692932128906|||-7.7096099853515625|||-5.410346984863281
The students promised to examine himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-8.676025390625|||-0.7560882568359375|||-8.25933837890625|||-8.909225463867188|||-8.919944763183594|||-6.224151611328125
The students promised to diagnose himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-8.676025390625|||-0.7560882568359375|||-12.662445068359375|||-7.194877624511719|||-8.861885070800781|||-5.981903076171875
The students promised to embarrass himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-8.676025390625|||-0.7560882568359375|||-10.45135498046875|||-6.4455413818359375|||-8.626266479492188|||-5.770027160644531
The students promised to disguise himself .,The|||Ġstudents|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-8.676025390625|||-0.7560882568359375|||-10.953643798828125|||-5.716468811035156|||-10.329917907714844|||-5.8856048583984375
The students guaranteed to make fun of himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-12.359848022460938|||-2.2655258178710938|||-3.7060394287109375|||-5.571144104003906|||-0.03549957275390625|||-6.936424255371094|||-7.62982177734375|||-5.8921356201171875
The students guaranteed to examine himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-12.359848022460938|||-2.2655258178710938|||-10.028221130371094|||-8.537689208984375|||-8.620887756347656|||-6.8477325439453125
The students guaranteed to diagnose himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-12.359848022460938|||-2.2655258178710938|||-12.50030517578125|||-7.152854919433594|||-8.722190856933594|||-6.584136962890625
The students guaranteed to embarrass himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-12.359848022460938|||-2.2655258178710938|||-10.133125305175781|||-6.352081298828125|||-8.393821716308594|||-6.441886901855469
The students guaranteed to disguise himself .,The|||Ġstudents|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-12.359848022460938|||-2.2655258178710938|||-12.433433532714844|||-5.4678802490234375|||-9.569442749023438|||-6.4607696533203125
The students offered to make fun of himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-7.656867980957031|||-2.78485107421875|||-4.881988525390625|||-5.963768005371094|||-0.0294036865234375|||-7.656486511230469|||-8.430915832519531|||-5.944007873535156
The students offered to examine himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-7.656867980957031|||-2.78485107421875|||-7.1379852294921875|||-9.4669189453125|||-9.342964172363281|||-6.732673645019531
The students offered to diagnose himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-7.656867980957031|||-2.78485107421875|||-10.309867858886719|||-8.449142456054688|||-9.363937377929688|||-6.348747253417969
The students offered to embarrass himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-7.656867980957031|||-2.78485107421875|||-11.639366149902344|||-7.128181457519531|||-9.34326171875|||-6.4374847412109375
The students offered to disguise himself .,The|||Ġstudents|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.629615783691406|||-7.656867980957031|||-2.78485107421875|||-11.174522399902344|||-6.1642608642578125|||-10.615379333496094|||-6.2197113037109375
The children promised to make fun of himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-10.21173095703125|||-1.1413421630859375|||-4.060768127441406|||-5.951927185058594|||-0.028263092041015625|||-6.818412780761719|||-7.019187927246094|||-5.6851959228515625
The children promised to examine himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-10.21173095703125|||-1.1413421630859375|||-9.794639587402344|||-8.048362731933594|||-7.967689514160156|||-6.4789276123046875
The children promised to diagnose himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-10.21173095703125|||-1.1413421630859375|||-12.799942016601562|||-6.866981506347656|||-8.165115356445312|||-6.268013000488281
The children promised to embarrass himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-10.21173095703125|||-1.1413421630859375|||-10.956169128417969|||-6.400230407714844|||-7.957374572753906|||-6.047798156738281
The children promised to disguise himself .,The|||Ġchildren|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-10.21173095703125|||-1.1413421630859375|||-10.851531982421875|||-5.116722106933594|||-9.693458557128906|||-6.1562652587890625
The children guaranteed to make fun of himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-13.687644958496094|||-1.7135467529296875|||-4.119926452636719|||-6.059135437011719|||-0.052562713623046875|||-6.925971984863281|||-7.547981262207031|||-6.30615234375
The children guaranteed to examine himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-13.687644958496094|||-1.7135467529296875|||-10.586044311523438|||-8.515037536621094|||-8.448432922363281|||-7.227874755859375
The children guaranteed to diagnose himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-13.687644958496094|||-1.7135467529296875|||-12.40447998046875|||-7.6979522705078125|||-8.772140502929688|||-6.86163330078125
The children guaranteed to embarrass himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-13.687644958496094|||-1.7135467529296875|||-10.923263549804688|||-6.351646423339844|||-8.380508422851562|||-6.840858459472656
The children guaranteed to disguise himself .,The|||Ġchildren|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-13.687644958496094|||-1.7135467529296875|||-12.357048034667969|||-5.4595184326171875|||-9.417373657226562|||-6.771453857421875
The children offered to make fun of himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-9.547714233398438|||-2.5977706909179688|||-4.973777770996094|||-5.441246032714844|||-0.034320831298828125|||-7.677398681640625|||-8.083694458007812|||-6.268623352050781
The children offered to examine himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-9.547714233398438|||-2.5977706909179688|||-7.642356872558594|||-9.381843566894531|||-8.783027648925781|||-7.098533630371094
The children offered to diagnose himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-9.547714233398438|||-2.5977706909179688|||-10.831321716308594|||-8.391952514648438|||-8.937736511230469|||-6.669822692871094
The children offered to embarrass himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-9.547714233398438|||-2.5977706909179688|||-11.232856750488281|||-7.144134521484375|||-8.815536499023438|||-6.699989318847656
The children offered to disguise himself .,The|||Ġchildren|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-8.435050964355469|||-9.547714233398438|||-2.5977706909179688|||-10.400840759277344|||-5.770713806152344|||-10.10748291015625|||-6.479423522949219
