sentence,tokens,log_probs
The professor persuaded the student to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-3.4491424560546875|||-0.4612579345703125|||-4.7192840576171875|||-6.1014556884765625|||-0.006824493408203125|||-4.256614685058594|||-7.614906311035156|||-5.760589599609375
The professor persuaded the student to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-3.4491424560546875|||-0.4612579345703125|||-7.07421875|||-5.3692626953125|||-8.208724975585938|||-6.591209411621094
The professor persuaded the student to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-3.4491424560546875|||-0.4612579345703125|||-10.950592041015625|||-3.4213104248046875|||-8.982330322265625|||-6.35601806640625
The professor persuaded the student to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-3.4491424560546875|||-0.4612579345703125|||-10.825531005859375|||-2.6505584716796875|||-8.964576721191406|||-6.0909576416015625
The professor persuaded the student to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-3.4491424560546875|||-0.4612579345703125|||-9.405349731445312|||-1.5007896423339844|||-10.669609069824219|||-6.0973052978515625
The professor persuaded the child to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-7.01409912109375|||-0.6517868041992188|||-4.94696044921875|||-5.0557403564453125|||-0.01230621337890625|||-3.6574783325195312|||-7.713188171386719|||-6.034507751464844
The professor persuaded the child to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-7.01409912109375|||-0.6517868041992188|||-7.5700531005859375|||-4.41082763671875|||-8.264678955078125|||-6.702857971191406
The professor persuaded the child to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-7.01409912109375|||-0.6517868041992188|||-11.09271240234375|||-2.9594955444335938|||-8.985382080078125|||-6.5619659423828125
The professor persuaded the child to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-7.01409912109375|||-0.6517868041992188|||-10.61993408203125|||-2.3423080444335938|||-9.059646606445312|||-6.363349914550781
The professor persuaded the child to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-7.01409912109375|||-0.6517868041992188|||-8.8616943359375|||-1.3314437866210938|||-10.532402038574219|||-6.279335021972656
The professor forced the lawyer to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-8.915252685546875|||-0.41600799560546875|||-4.5536956787109375|||-7.4878387451171875|||-0.011867523193359375|||-4.0125579833984375|||-7.295135498046875|||-5.351837158203125
The professor forced the lawyer to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-8.915252685546875|||-0.41600799560546875|||-6.4368438720703125|||-4.844444274902344|||-8.283882141113281|||-6.11029052734375
The professor forced the lawyer to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-8.915252685546875|||-0.41600799560546875|||-10.999298095703125|||-3.4522247314453125|||-8.980499267578125|||-6.1024017333984375
The professor forced the lawyer to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-8.915252685546875|||-0.41600799560546875|||-10.362579345703125|||-1.1812286376953125|||-8.690925598144531|||-5.652824401855469
The professor forced the lawyer to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-8.915252685546875|||-0.41600799560546875|||-9.122634887695312|||-1.3127517700195312|||-10.226959228515625|||-5.674598693847656
The professor forced the artist to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.373695373535156|||-0.26085662841796875|||-4.001991271972656|||-6.6181640625|||-0.01569366455078125|||-3.4593887329101562|||-7.180442810058594|||-5.209175109863281
The professor forced the artist to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.373695373535156|||-0.26085662841796875|||-7.358726501464844|||-3.9621734619140625|||-8.186172485351562|||-5.8254547119140625
The professor forced the artist to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.373695373535156|||-0.26085662841796875|||-11.838874816894531|||-3.1080322265625|||-8.884773254394531|||-5.75372314453125
The professor forced the artist to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.373695373535156|||-0.26085662841796875|||-10.975837707519531|||-1.319061279296875|||-8.39630126953125|||-5.350868225097656
The professor forced the artist to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.373695373535156|||-0.26085662841796875|||-8.328147888183594|||-1.4738388061523438|||-10.015274047851562|||-5.414192199707031
The professor forced the student to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-3.1971588134765625|||-0.31688690185546875|||-4.965278625488281|||-6.761360168457031|||-0.01679229736328125|||-3.6316146850585938|||-7.6159820556640625|||-5.477813720703125
The professor forced the student to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-3.1971588134765625|||-0.31688690185546875|||-6.763092041015625|||-4.2750701904296875|||-8.475738525390625|||-6.0916900634765625
The professor forced the student to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-3.1971588134765625|||-0.31688690185546875|||-11.172653198242188|||-2.896759033203125|||-9.000534057617188|||-6.005195617675781
The professor forced the student to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-3.1971588134765625|||-0.31688690185546875|||-10.706771850585938|||-1.7039794921875|||-9.067146301269531|||-5.752593994140625
The professor forced the student to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-3.1971588134765625|||-0.31688690185546875|||-9.688201904296875|||-1.2889862060546875|||-10.625846862792969|||-5.723976135253906
The professor forced the child to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-6.789924621582031|||-0.4896240234375|||-5.6470184326171875|||-6.189971923828125|||-0.028301239013671875|||-3.2463302612304688|||-7.735862731933594|||-5.640205383300781
The professor forced the child to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-6.789924621582031|||-0.4896240234375|||-7.4708099365234375|||-4.2379608154296875|||-8.582725524902344|||-6.11053466796875
The professor forced the child to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-6.789924621582031|||-0.4896240234375|||-12.622116088867188|||-2.803741455078125|||-8.883697509765625|||-6.083106994628906
The professor forced the child to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-6.789924621582031|||-0.4896240234375|||-11.163841247558594|||-1.7473678588867188|||-9.118934631347656|||-5.9460601806640625
The professor forced the child to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-6.789924621582031|||-0.4896240234375|||-10.707626342773438|||-1.3680419921875|||-10.557830810546875|||-5.818412780761719
The professor told the lawyer to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.369140625|||-3.6840667724609375|||-4.7252044677734375|||-7.716796875|||-0.013095855712890625|||-4.4983367919921875|||-7.35467529296875|||-4.914619445800781
The professor told the lawyer to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.369140625|||-3.6840667724609375|||-6.9293365478515625|||-5.247459411621094|||-8.301780700683594|||-5.753883361816406
The professor told the lawyer to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.369140625|||-3.6840667724609375|||-13.563980102539062|||-3.924652099609375|||-8.475074768066406|||-5.6092071533203125
The professor told the lawyer to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.369140625|||-3.6840667724609375|||-10.7489013671875|||-2.1947250366210938|||-8.147781372070312|||-5.259986877441406
The professor told the lawyer to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.369140625|||-3.6840667724609375|||-9.724929809570312|||-1.286834716796875|||-9.916412353515625|||-5.2941131591796875
The professor told the artist to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-10.383232116699219|||-2.6464920043945312|||-3.60498046875|||-6.3447265625|||-0.036937713623046875|||-3.3292770385742188|||-7.261634826660156|||-4.68017578125
The professor told the artist to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-10.383232116699219|||-2.6464920043945312|||-7.815559387207031|||-3.9645004272460938|||-8.397712707519531|||-5.418403625488281
The professor told the artist to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-10.383232116699219|||-2.6464920043945312|||-13.772071838378906|||-3.5171356201171875|||-8.406013488769531|||-5.2802276611328125
The professor told the artist to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-10.383232116699219|||-2.6464920043945312|||-11.813163757324219|||-2.0486373901367188|||-7.98980712890625|||-5.047477722167969
The professor told the artist to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-10.383232116699219|||-2.6464920043945312|||-8.673164367675781|||-1.3883819580078125|||-9.815773010253906|||-5.148811340332031
The professor told the student to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-4.21954345703125|||-3.172882080078125|||-4.90228271484375|||-6.246726989746094|||-0.019336700439453125|||-3.5319671630859375|||-7.5013427734375|||-5.1301422119140625
The professor told the student to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-4.21954345703125|||-3.172882080078125|||-7.14398193359375|||-3.9121856689453125|||-8.197807312011719|||-5.896553039550781
The professor told the student to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-4.21954345703125|||-3.172882080078125|||-13.190460205078125|||-3.1786422729492188|||-8.386764526367188|||-5.671028137207031
The professor told the student to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-4.21954345703125|||-3.172882080078125|||-10.985504150390625|||-1.8395538330078125|||-8.400001525878906|||-5.507011413574219
The professor told the student to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-4.21954345703125|||-3.172882080078125|||-9.732147216796875|||-1.2536697387695312|||-10.159454345703125|||-5.51910400390625
The professor told the child to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-9.206016540527344|||-3.6013870239257812|||-5.273918151855469|||-5.626670837402344|||-0.0280914306640625|||-3.116607666015625|||-7.54022216796875|||-5.14935302734375
The professor told the child to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-9.206016540527344|||-3.6013870239257812|||-8.142997741699219|||-3.5453872680664062|||-8.246788024902344|||-5.7879180908203125
The professor told the child to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-9.206016540527344|||-3.6013870239257812|||-13.956657409667969|||-2.663330078125|||-8.3048095703125|||-5.644569396972656
The professor told the child to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-9.206016540527344|||-3.6013870239257812|||-10.915641784667969|||-1.737701416015625|||-8.378654479980469|||-5.531059265136719
The professor told the child to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-9.206016540527344|||-3.6013870239257812|||-9.955894470214844|||-1.1895828247070312|||-10.006721496582031|||-5.489677429199219
The lawyer persuaded the professor to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-8.639389038085938|||-0.5672836303710938|||-4.6060791015625|||-7.807060241699219|||-0.005130767822265625|||-4.820075988769531|||-7.456626892089844|||-5.609527587890625
The lawyer persuaded the professor to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-8.639389038085938|||-0.5672836303710938|||-6.6815032958984375|||-6.066383361816406|||-8.010063171386719|||-6.550300598144531
The lawyer persuaded the professor to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-8.639389038085938|||-0.5672836303710938|||-11.14019775390625|||-4.465675354003906|||-8.989128112792969|||-6.331298828125
The lawyer persuaded the professor to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-8.639389038085938|||-0.5672836303710938|||-11.649581909179688|||-2.5865020751953125|||-8.815109252929688|||-5.9520111083984375
The lawyer persuaded the professor to disguise himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-8.639389038085938|||-0.5672836303710938|||-10.40423583984375|||-1.6852493286132812|||-10.465415954589844|||-6.0222320556640625
The lawyer persuaded the artist to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-10.739044189453125|||-0.30045318603515625|||-3.6250762939453125|||-7.815620422363281|||-0.01422882080078125|||-4.5341796875|||-7.4623565673828125|||-5.418663024902344
The lawyer persuaded the artist to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-10.739044189453125|||-0.30045318603515625|||-8.705917358398438|||-5.646965026855469|||-8.520408630371094|||-6.075157165527344
The lawyer persuaded the artist to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-10.739044189453125|||-0.30045318603515625|||-13.491546630859375|||-4.0415802001953125|||-9.008743286132812|||-6.011962890625
The lawyer persuaded the artist to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-10.739044189453125|||-0.30045318603515625|||-12.487060546875|||-2.5073776245117188|||-8.632118225097656|||-5.696281433105469
