sentence,tokens,log_probs
The professor persuaded the children to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-5.903495788574219|||-0.5417556762695312|||-7.528350830078125|||-6.9018402099609375|||-8.088584899902344|||-6.858451843261719
The professor persuaded the children to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-5.903495788574219|||-0.5417556762695312|||-11.169021606445312|||-5.621437072753906|||-9.056129455566406|||-6.724464416503906
The professor persuaded the children to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-5.903495788574219|||-0.5417556762695312|||-11.100540161132812|||-4.909088134765625|||-8.813316345214844|||-6.4748382568359375
The professor persuaded the children to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-9.951057434082031|||-1.8152008056640625|||-5.903495788574219|||-0.5417556762695312|||-9.111953735351562|||-4.397300720214844|||-10.515220642089844|||-6.491661071777344
The professor forced the lawyers to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.50885009765625|||-0.40654754638671875|||-4.3236541748046875|||-7.410530090332031|||-0.010951995849609375|||-4.920814514160156|||-7.548492431640625|||-5.5637664794921875
The professor forced the lawyers to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.50885009765625|||-0.40654754638671875|||-6.0136566162109375|||-6.626762390136719|||-8.390068054199219|||-6.4750518798828125
The professor forced the lawyers to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.50885009765625|||-0.40654754638671875|||-11.354507446289062|||-5.227851867675781|||-9.130943298339844|||-6.395637512207031
The professor forced the lawyers to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.50885009765625|||-0.40654754638671875|||-10.659378051757812|||-2.9458465576171875|||-8.905288696289062|||-5.904205322265625
The professor forced the lawyers to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-9.50885009765625|||-0.40654754638671875|||-9.726531982421875|||-3.48321533203125|||-10.429840087890625|||-5.982444763183594
The professor forced the artists to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-10.868278503417969|||-0.30966949462890625|||-4.050392150878906|||-5.919769287109375|||-0.016216278076171875|||-4.5041351318359375|||-7.2679901123046875|||-5.405891418457031
The professor forced the artists to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-10.868278503417969|||-0.30966949462890625|||-7.725502014160156|||-5.97479248046875|||-8.125991821289062|||-6.1833648681640625
The professor forced the artists to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-10.868278503417969|||-0.30966949462890625|||-12.274085998535156|||-4.6117401123046875|||-9.040863037109375|||-6.021049499511719
The professor forced the artists to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-10.868278503417969|||-0.30966949462890625|||-11.201805114746094|||-3.2255401611328125|||-8.514747619628906|||-5.6203765869140625
The professor forced the artists to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-10.868278503417969|||-0.30966949462890625|||-8.366050720214844|||-3.649993896484375|||-10.093017578125|||-5.705085754394531
The professor forced the students to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-1.6754074096679688|||-0.240478515625|||-4.8303985595703125|||-5.6288909912109375|||-0.0152130126953125|||-4.798179626464844|||-7.590263366699219|||-5.6524810791015625
The professor forced the students to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-1.6754074096679688|||-0.240478515625|||-6.541595458984375|||-6.479034423828125|||-8.305931091308594|||-6.363616943359375
The professor forced the students to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-1.6754074096679688|||-0.240478515625|||-11.088973999023438|||-5.10809326171875|||-9.0943603515625|||-6.2796783447265625
The professor forced the students to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-1.6754074096679688|||-0.240478515625|||-11.082534790039062|||-3.8089752197265625|||-8.983795166015625|||-5.997337341308594
The professor forced the students to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-1.6754074096679688|||-0.240478515625|||-9.339035034179688|||-4.148811340332031|||-10.552688598632812|||-5.949638366699219
The professor forced the children to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-5.816246032714844|||-0.43354034423828125|||-5.431358337402344|||-5.0299224853515625|||-0.02610015869140625|||-4.803871154785156|||-7.478324890136719|||-5.759254455566406
The professor forced the children to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-5.816246032714844|||-0.43354034423828125|||-7.14813232421875|||-6.610557556152344|||-8.198554992675781|||-6.3697357177734375
The professor forced the children to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-5.816246032714844|||-0.43354034423828125|||-12.249137878417969|||-5.240303039550781|||-8.87603759765625|||-6.3437347412109375
The professor forced the children to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-5.816246032714844|||-0.43354034423828125|||-11.4718017578125|||-4.0087890625|||-8.837715148925781|||-6.1236572265625
The professor forced the children to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-10.230613708496094|||-2.2940292358398438|||-5.816246032714844|||-0.43354034423828125|||-10.079010009765625|||-4.2291259765625|||-10.368423461914062|||-6.03387451171875
The professor told the lawyers to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.962921142578125|||-3.6560592651367188|||-4.5421600341796875|||-7.646018981933594|||-0.011173248291015625|||-5.306427001953125|||-7.611854553222656|||-5.0881195068359375
The professor told the lawyers to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.962921142578125|||-3.6560592651367188|||-6.24005126953125|||-6.994964599609375|||-8.519683837890625|||-5.9447784423828125
The professor told the lawyers to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.962921142578125|||-3.6560592651367188|||-13.620040893554688|||-5.580352783203125|||-8.834197998046875|||-5.829071044921875
The professor told the lawyers to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.962921142578125|||-3.6560592651367188|||-11.140335083007812|||-3.5967559814453125|||-8.404289245605469|||-5.422691345214844
The professor told the lawyers to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-8.962921142578125|||-3.6560592651367188|||-10.658843994140625|||-3.7332687377929688|||-10.332237243652344|||-5.505882263183594
The professor told the artists to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-11.496475219726562|||-2.58685302734375|||-3.7042922973632812|||-5.527854919433594|||-0.0366973876953125|||-4.700782775878906|||-7.271537780761719|||-4.808204650878906
The professor told the artists to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-11.496475219726562|||-2.58685302734375|||-8.019477844238281|||-5.812042236328125|||-8.27398681640625|||-5.5657958984375
The professor told the artists to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-11.496475219726562|||-2.58685302734375|||-13.978797912597656|||-5.42999267578125|||-8.596961975097656|||-5.397666931152344
The professor told the artists to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-11.496475219726562|||-2.58685302734375|||-11.619590759277344|||-3.7223739624023438|||-8.011154174804688|||-5.137931823730469
The professor told the artists to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-11.496475219726562|||-2.58685302734375|||-8.795402526855469|||-3.9833145141601562|||-9.888984680175781|||-5.260490417480469
The professor told the students to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-3.53887939453125|||-2.76873779296875|||-4.724151611328125|||-5.3831634521484375|||-0.017078399658203125|||-5.188018798828125|||-7.6050567626953125|||-5.219886779785156
The professor told the students to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-3.53887939453125|||-2.76873779296875|||-6.75665283203125|||-6.584739685058594|||-8.3046875|||-5.990089416503906
The professor told the students to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-3.53887939453125|||-2.76873779296875|||-12.883270263671875|||-5.927154541015625|||-8.801162719726562|||-5.79376220703125
The professor told the students to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-3.53887939453125|||-2.76873779296875|||-11.583709716796875|||-4.185508728027344|||-8.482032775878906|||-5.6803131103515625
The professor told the students to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-3.53887939453125|||-2.76873779296875|||-9.497360229492188|||-4.687232971191406|||-10.456809997558594|||-5.635345458984375
The professor told the children to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-7.4666290283203125|||-2.8328704833984375|||-5.012336730957031|||-4.732566833496094|||-0.024990081787109375|||-5.146942138671875|||-7.510406494140625|||-5.176765441894531
The professor told the children to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-7.4666290283203125|||-2.8328704833984375|||-7.721977233886719|||-6.2712249755859375|||-8.1510009765625|||-5.929939270019531
The professor told the children to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-7.4666290283203125|||-2.8328704833984375|||-13.881629943847656|||-5.807975769042969|||-8.604217529296875|||-5.7937774658203125
The professor told the children to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-7.4666290283203125|||-2.8328704833984375|||-11.529106140136719|||-4.426948547363281|||-8.256088256835938|||-5.6825408935546875
The professor told the children to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-4.25213623046875|||-1.6700210571289062|||-7.4666290283203125|||-2.8328704833984375|||-9.604042053222656|||-4.5011138916015625|||-10.117515563964844|||-5.6261138916015625
The lawyer persuaded the professors to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-9.888076782226562|||-0.5160293579101562|||-4.6498870849609375|||-7.0153350830078125|||-0.005390167236328125|||-6.054313659667969|||-7.4802703857421875|||-5.880950927734375
The lawyer persuaded the professors to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-9.888076782226562|||-0.5160293579101562|||-6.5507965087890625|||-7.845703125|||-8.211624145507812|||-6.926902770996094
The lawyer persuaded the professors to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-9.888076782226562|||-0.5160293579101562|||-11.72369384765625|||-5.9423828125|||-9.196128845214844|||-6.6701812744140625
The lawyer persuaded the professors to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-9.888076782226562|||-0.5160293579101562|||-11.727569580078125|||-4.748268127441406|||-8.915672302246094|||-6.239219665527344
The lawyer persuaded the professors to disguise himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessors|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-9.888076782226562|||-0.5160293579101562|||-11.05401611328125|||-4.417724609375|||-10.658401489257812|||-6.428871154785156
The lawyer persuaded the artists to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-12.141937255859375|||-0.3686065673828125|||-3.960601806640625|||-7.20709228515625|||-0.013362884521484375|||-5.876945495605469|||-7.445075988769531|||-5.528297424316406
The lawyer persuaded the artists to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-12.141937255859375|||-0.3686065673828125|||-8.813812255859375|||-7.810882568359375|||-8.429779052734375|||-6.328590393066406
The lawyer persuaded the artists to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-12.141937255859375|||-0.3686065673828125|||-13.988937377929688|||-5.882667541503906|||-9.188865661621094|||-6.2027130126953125
The lawyer persuaded the artists to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-10.964668273925781|||-1.2310867309570312|||-12.141937255859375|||-0.3686065673828125|||-12.512405395507812|||-4.6749420166015625|||-8.706771850585938|||-5.824531555175781
