sentence,tokens,log_probs
The professors persuaded the child to diagnose himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-10.435161590576172|||-1.3161592483520508|||-7.078173637390137|||-0.7829570770263672|||-11.911998748779297|||-0.8644094467163086|||-9.400381088256836|||-8.372336387634277
The professors persuaded the child to embarrass himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-10.435161590576172|||-1.3161592483520508|||-7.078173637390137|||-0.7829570770263672|||-11.426987648010254|||-1.9712648391723633|||-9.64721393585205|||-8.908746719360352
The professors persuaded the child to disguise himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-10.435161590576172|||-1.3161592483520508|||-7.078173637390137|||-0.7829570770263672|||-9.211978912353516|||-0.6909246444702148|||-9.956321716308594|||-9.09109878540039
The professors forced the lawyer to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-9.37335205078125|||-0.580073356628418|||-4.708763122558594|||-8.486319541931152|||-0.009510040283203125|||-1.928055763244629|||-8.337921142578125|||-8.810322761535645
The professors forced the lawyer to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-9.37335205078125|||-0.580073356628418|||-7.8228960037231445|||-5.164855480194092|||-8.589567184448242|||-9.088760375976562
The professors forced the lawyer to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-9.37335205078125|||-0.580073356628418|||-11.21676254272461|||-3.169011116027832|||-8.34150505065918|||-8.616259574890137
The professors forced the lawyer to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-9.37335205078125|||-0.580073356628418|||-10.866266250610352|||-1.2468795776367188|||-8.34754753112793|||-9.000553131103516
The professors forced the lawyer to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-9.37335205078125|||-0.580073356628418|||-11.018797874450684|||-0.8262786865234375|||-9.092232704162598|||-9.08729362487793
The professors forced the artist to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-7.993988037109375|||-0.3521575927734375|||-3.635525703430176|||-7.43751335144043|||-0.013040542602539062|||-1.606832504272461|||-8.228391647338867|||-8.577341079711914
The professors forced the artist to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-7.993988037109375|||-0.3521575927734375|||-8.215829849243164|||-4.067682266235352|||-8.767081260681152|||-9.078733444213867
The professors forced the artist to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-7.993988037109375|||-0.3521575927734375|||-12.514772415161133|||-2.1810522079467773|||-8.436305046081543|||-8.446481704711914
The professors forced the artist to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-7.993988037109375|||-0.3521575927734375|||-11.650815963745117|||-0.8353996276855469|||-8.444711685180664|||-8.636632919311523
The professors forced the artist to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-7.993988037109375|||-0.3521575927734375|||-8.896960258483887|||-1.1568489074707031|||-9.237689018249512|||-8.71596908569336
The professors forced the student to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-3.3544721603393555|||-0.7480916976928711|||-4.989956378936768|||-7.2976908683776855|||-0.007457733154296875|||-2.037529945373535|||-8.849775314331055|||-8.732545852661133
The professors forced the student to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-3.3544721603393555|||-0.7480916976928711|||-8.714973449707031|||-5.526717185974121|||-9.05687427520752|||-9.231450080871582
The professors forced the student to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-3.3544721603393555|||-0.7480916976928711|||-11.602666854858398|||-1.6086902618408203|||-9.02485466003418|||-8.673266410827637
The professors forced the student to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-3.3544721603393555|||-0.7480916976928711|||-11.335674285888672|||-1.1246614456176758|||-9.242291450500488|||-9.051309585571289
The professors forced the student to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-3.3544721603393555|||-0.7480916976928711|||-11.251424789428711|||-1.1975479125976562|||-9.670583724975586|||-9.10552978515625
The professors forced the child to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-6.941810607910156|||-0.45988941192626953|||-5.143975734710693|||-6.265097141265869|||-0.008648872375488281|||-2.0296077728271484|||-8.692291259765625|||-8.494420051574707
The professors forced the child to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-6.941810607910156|||-0.45988941192626953|||-8.502298355102539|||-5.136349678039551|||-8.844858169555664|||-9.092133522033691
The professors forced the child to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-6.941810607910156|||-0.45988941192626953|||-12.273463249206543|||-1.3481416702270508|||-8.608782768249512|||-8.507946014404297
The professors forced the child to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-6.941810607910156|||-0.45988941192626953|||-11.486791610717773|||-1.4005317687988281|||-9.111400604248047|||-8.769510269165039
The professors forced the child to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.963961601257324|||-1.7736091613769531|||-6.941810607910156|||-0.45988941192626953|||-11.1683931350708|||-1.081070899963379|||-9.263167381286621|||-9.00507926940918
The professors told the lawyer to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.116889953613281|||-2.8372421264648438|||-4.349967002868652|||-8.410561561584473|||-0.010579109191894531|||-4.05356502532959|||-8.181587219238281|||-8.891260147094727
The professors told the lawyer to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.116889953613281|||-2.8372421264648438|||-7.387419700622559|||-7.542546272277832|||-8.426637649536133|||-8.706233978271484
The professors told the lawyer to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.116889953613281|||-2.8372421264648438|||-11.295332908630371|||-3.5332021713256836|||-8.165033340454102|||-8.566312789916992
The professors told the lawyer to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.116889953613281|||-2.8372421264648438|||-12.031730651855469|||-4.707867622375488|||-8.725740432739258|||-9.206798553466797
The professors told the lawyer to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.116889953613281|||-2.8372421264648438|||-11.107620239257812|||-1.7810745239257812|||-9.85043716430664|||-8.896584510803223
The professors told the artist to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-10.049766540527344|||-1.5753850936889648|||-3.1559009552001953|||-6.771010398864746|||-0.03558063507080078|||-2.3475608825683594|||-8.191200256347656|||-8.549546241760254
The professors told the artist to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-10.049766540527344|||-1.5753850936889648|||-8.209249496459961|||-4.663022041320801|||-8.768900871276855|||-8.552122116088867
The professors told the artist to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-10.049766540527344|||-1.5753850936889648|||-12.328726768493652|||-2.184393882751465|||-8.388492584228516|||-8.476029396057129
The professors told the artist to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-10.049766540527344|||-1.5753850936889648|||-12.870040893554688|||-1.357767105102539|||-8.795291900634766|||-8.95283317565918
The professors told the artist to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-10.049766540527344|||-1.5753850936889648|||-9.102119445800781|||-1.4291744232177734|||-9.999246597290039|||-8.685113906860352
The professors told the student to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-3.385089874267578|||-2.4138832092285156|||-4.907912254333496|||-6.53614616394043|||-0.010836601257324219|||-3.8723669052124023|||-8.571467399597168|||-8.386042594909668
The professors told the student to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-3.385089874267578|||-2.4138832092285156|||-7.9614176750183105|||-5.456944942474365|||-8.97201156616211|||-8.590365409851074
The professors told the student to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-3.385089874267578|||-2.4138832092285156|||-11.130107879638672|||-1.7062263488769531|||-8.613027572631836|||-8.453319549560547
The professors told the student to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-3.385089874267578|||-2.4138832092285156|||-12.267940521240234|||-2.45474910736084|||-9.401880264282227|||-8.886087417602539
The professors told the student to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-3.385089874267578|||-2.4138832092285156|||-10.595595359802246|||-1.7462615966796875|||-10.144150733947754|||-8.556719779968262
The professors told the child to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.106505393981934|||-2.3210573196411133|||-4.924255847930908|||-6.025930404663086|||-0.01265716552734375|||-3.4902801513671875|||-8.626588821411133|||-8.343036651611328
The professors told the child to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.106505393981934|||-2.3210573196411133|||-7.845984935760498|||-4.67119836807251|||-8.814598083496094|||-8.465241432189941
The professors told the child to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.106505393981934|||-2.3210573196411133|||-11.717101097106934|||-1.3983373641967773|||-8.530170440673828|||-8.210833549499512
The professors told the child to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.106505393981934|||-2.3210573196411133|||-11.710601806640625|||-2.535860061645508|||-9.260233879089355|||-8.650033950805664
The professors told the child to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-5.967410564422607|||-1.281747817993164|||-8.106505393981934|||-2.3210573196411133|||-10.218574523925781|||-1.3038196563720703|||-9.870293617248535|||-8.546792030334473
The lawyers persuaded the professor to make fun of himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-8.417573928833008|||-0.4764261245727539|||-4.568845748901367|||-9.991239547729492|||-0.019341468811035156|||-2.254824638366699|||-8.287843704223633|||-8.337465286254883
The lawyers persuaded the professor to examine himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-8.417573928833008|||-0.4764261245727539|||-8.160104751586914|||-6.476316928863525|||-8.521456718444824|||-8.550003051757812
The lawyers persuaded the professor to diagnose himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-8.417573928833008|||-0.4764261245727539|||-11.405942916870117|||-2.780938148498535|||-9.349190711975098|||-8.184097290039062
The lawyers persuaded the professor to embarrass himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-8.417573928833008|||-0.4764261245727539|||-11.845041275024414|||-2.3200769424438477|||-8.731715202331543|||-8.676567077636719
The lawyers persuaded the professor to disguise himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-8.417573928833008|||-0.4764261245727539|||-10.281872749328613|||-1.7708988189697266|||-9.917839050292969|||-8.71166706085205
The lawyers persuaded the artist to make fun of himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-9.147464752197266|||-0.623530387878418|||-3.9783849716186523|||-8.220638275146484|||-0.020450592041015625|||-1.7978572845458984|||-8.05069351196289|||-8.779709815979004
The lawyers persuaded the artist to examine himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-9.147464752197266|||-0.623530387878418|||-9.464945793151855|||-5.209074974060059|||-8.846305847167969|||-8.532727241516113
The lawyers persuaded the artist to diagnose himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-9.147464752197266|||-0.623530387878418|||-14.115405082702637|||-1.5874834060668945|||-9.0831937789917|||-8.187312126159668
The lawyers persuaded the artist to embarrass himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-9.147464752197266|||-0.623530387878418|||-12.679902076721191|||-1.713949203491211|||-8.735634803771973|||-8.94831371307373
The lawyers persuaded the artist to disguise himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-10.966826438903809|||-1.13604736328125|||-9.147464752197266|||-0.623530387878418|||-9.108748435974121|||-1.627725601196289|||-9.949959754943848|||-8.719554901123047
