sentence,tokens,log_probs
The professor promised the student to examine himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-4.586097717285156|||-3.5544509887695312|||-7.096946716308594|||-5.157768249511719|||-8.658218383789062|||-5.658073425292969
The professor promised the student to diagnose himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-4.586097717285156|||-3.5544509887695312|||-11.873497009277344|||-4.247123718261719|||-8.639419555664062|||-5.525321960449219
The professor promised the student to embarrass himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-4.586097717285156|||-3.5544509887695312|||-11.175010681152344|||-1.9505157470703125|||-8.735252380371094|||-5.3753814697265625
The professor promised the student to disguise himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-4.586097717285156|||-3.5544509887695312|||-10.291496276855469|||-1.43060302734375|||-10.116012573242188|||-5.379783630371094
The professor promised the child to make fun of himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-8.274856567382812|||-3.7555160522460938|||-4.710906982421875|||-6.551277160644531|||-0.0220489501953125|||-3.1232070922851562|||-7.951873779296875|||-5.069915771484375
The professor promised the child to examine himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-8.274856567382812|||-3.7555160522460938|||-8.31524658203125|||-4.157951354980469|||-8.54534912109375|||-5.4666748046875
The professor promised the child to diagnose himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-8.274856567382812|||-3.7555160522460938|||-12.275260925292969|||-3.7988967895507812|||-8.485092163085938|||-5.420967102050781
The professor promised the child to embarrass himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-8.274856567382812|||-3.7555160522460938|||-11.138137817382812|||-2.196746826171875|||-8.7412109375|||-5.2898406982421875
The professor promised the child to disguise himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.74444580078125|||-3.0758934020996094|||-8.274856567382812|||-3.7555160522460938|||-10.160964965820312|||-1.251556396484375|||-9.997085571289062|||-5.3088531494140625
The professor guaranteed the lawyer to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-9.358787536621094|||-4.1092529296875|||-3.6474990844726562|||-8.040565490722656|||-0.010875701904296875|||-4.818122863769531|||-7.3387908935546875|||-5.684356689453125
The professor guaranteed the lawyer to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-9.358787536621094|||-4.1092529296875|||-7.9097900390625|||-5.78271484375|||-8.491348266601562|||-6.578819274902344
The professor guaranteed the lawyer to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-9.358787536621094|||-4.1092529296875|||-10.897491455078125|||-5.1117706298828125|||-8.694366455078125|||-6.327110290527344
The professor guaranteed the lawyer to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-9.358787536621094|||-4.1092529296875|||-10.974349975585938|||-2.3941802978515625|||-8.285751342773438|||-6.01666259765625
The professor guaranteed the lawyer to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-9.358787536621094|||-4.1092529296875|||-10.39031982421875|||-1.1708221435546875|||-9.664077758789062|||-6.0742034912109375
The professor guaranteed the artist to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-10.721649169921875|||-4.442657470703125|||-3.0597610473632812|||-6.612800598144531|||-0.02392578125|||-4.1728363037109375|||-7.052391052246094|||-5.43121337890625
The professor guaranteed the artist to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-10.721649169921875|||-4.442657470703125|||-9.913505554199219|||-4.7185211181640625|||-8.387580871582031|||-6.132759094238281
The professor guaranteed the artist to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-10.721649169921875|||-4.442657470703125|||-12.776725769042969|||-4.500038146972656|||-8.427291870117188|||-5.8679046630859375
The professor guaranteed the artist to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-10.721649169921875|||-4.442657470703125|||-11.807823181152344|||-2.4833755493164062|||-7.955039978027344|||-5.639350891113281
The professor guaranteed the artist to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-10.721649169921875|||-4.442657470703125|||-10.303550720214844|||-1.6178817749023438|||-9.128677368164062|||-5.6695709228515625
The professor guaranteed the student to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-4.339363098144531|||-5.160491943359375|||-4.025352478027344|||-6.775199890136719|||-0.01584625244140625|||-3.6791839599609375|||-7.462249755859375|||-5.9777069091796875
The professor guaranteed the student to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-4.339363098144531|||-5.160491943359375|||-9.456153869628906|||-4.7261199951171875|||-8.433395385742188|||-6.601409912109375
The professor guaranteed the student to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-4.339363098144531|||-5.160491943359375|||-11.710975646972656|||-3.5461807250976562|||-8.64129638671875|||-6.349647521972656
The professor guaranteed the student to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-4.339363098144531|||-5.160491943359375|||-11.824882507324219|||-1.5673751831054688|||-8.447120666503906|||-6.2870941162109375
The professor guaranteed the student to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-4.339363098144531|||-5.160491943359375|||-12.296928405761719|||-1.262176513671875|||-9.761383056640625|||-6.1426239013671875
The professor guaranteed the child to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-7.685760498046875|||-4.790519714355469|||-4.742340087890625|||-6.420387268066406|||-0.028980255126953125|||-3.221038818359375|||-7.4580841064453125|||-6.005157470703125
The professor guaranteed the child to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-7.685760498046875|||-4.790519714355469|||-10.661834716796875|||-3.7606201171875|||-8.302520751953125|||-6.585105895996094
The professor guaranteed the child to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-7.685760498046875|||-4.790519714355469|||-12.629081726074219|||-3.4486083984375|||-8.511405944824219|||-6.389198303222656
The professor guaranteed the child to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-7.685760498046875|||-4.790519714355469|||-12.591567993164062|||-1.9900894165039062|||-8.414421081542969|||-6.346397399902344
The professor guaranteed the child to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-7.685760498046875|||-4.790519714355469|||-12.494094848632812|||-1.09442138671875|||-9.614982604980469|||-6.1906280517578125
The professor offered the lawyer to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-8.988731384277344|||-5.202178955078125|||-4.705253601074219|||-7.897003173828125|||-0.00930023193359375|||-5.136940002441406|||-7.6366729736328125|||-5.114982604980469
The professor offered the lawyer to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-8.988731384277344|||-5.202178955078125|||-5.113243103027344|||-6.017265319824219|||-8.402084350585938|||-5.8440704345703125
The professor offered the lawyer to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-8.988731384277344|||-5.202178955078125|||-11.070457458496094|||-5.130088806152344|||-8.707115173339844|||-5.7982177734375
The professor offered the lawyer to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-8.988731384277344|||-5.202178955078125|||-10.77044677734375|||-3.3451919555664062|||-8.501487731933594|||-5.427696228027344
The professor offered the lawyer to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-8.988731384277344|||-5.202178955078125|||-10.502952575683594|||-1.210693359375|||-10.135246276855469|||-5.5400238037109375
The professor offered the artist to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.449005126953125|||-5.283515930175781|||-3.9243392944335938|||-7.11737060546875|||-0.026020050048828125|||-4.4983978271484375|||-7.4403533935546875|||-4.9538116455078125
The professor offered the artist to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.449005126953125|||-5.283515930175781|||-6.962120056152344|||-5.2849273681640625|||-8.512527465820312|||-5.60284423828125
The professor offered the artist to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.449005126953125|||-5.283515930175781|||-11.240219116210938|||-4.5877685546875|||-8.500755310058594|||-5.516075134277344
The professor offered the artist to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.449005126953125|||-5.283515930175781|||-11.371162414550781|||-2.9647064208984375|||-8.388801574707031|||-5.2575531005859375
The professor offered the artist to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.449005126953125|||-5.283515930175781|||-9.809165954589844|||-1.30999755859375|||-9.897346496582031|||-5.334983825683594
The professor offered the student to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-5.680061340332031|||-4.812828063964844|||-4.894317626953125|||-6.5034332275390625|||-0.015148162841796875|||-4.231292724609375|||-7.7750091552734375|||-5.297233581542969
The professor offered the student to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-5.680061340332031|||-4.812828063964844|||-6.010871887207031|||-4.80841064453125|||-8.523162841796875|||-6.027091979980469
The professor offered the student to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-5.680061340332031|||-4.812828063964844|||-10.387046813964844|||-3.8964691162109375|||-8.747444152832031|||-5.8523406982421875
The professor offered the student to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-5.680061340332031|||-4.812828063964844|||-11.061195373535156|||-2.1625823974609375|||-8.818092346191406|||-5.672088623046875
The professor offered the student to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-5.680061340332031|||-4.812828063964844|||-10.038055419921875|||-1.0635757446289062|||-10.441108703613281|||-5.726478576660156
The professor offered the child to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-9.26800537109375|||-4.498512268066406|||-5.5473175048828125|||-5.089500427246094|||-0.016574859619140625|||-3.9944686889648438|||-7.834678649902344|||-5.2603607177734375
The professor offered the child to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-9.26800537109375|||-4.498512268066406|||-7.19384765625|||-4.138145446777344|||-8.618560791015625|||-5.824760437011719
The professor offered the child to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-9.26800537109375|||-4.498512268066406|||-11.826255798339844|||-3.773040771484375|||-8.569961547851562|||-5.802742004394531
The professor offered the child to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-9.26800537109375|||-4.498512268066406|||-11.137107849121094|||-2.7576217651367188|||-8.761054992675781|||-5.615226745605469
The professor offered the child to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-9.26800537109375|||-4.498512268066406|||-10.744529724121094|||-1.0737762451171875|||-10.304656982421875|||-5.654624938964844
The lawyer promised the professor to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-8.765052795410156|||-4.2856903076171875|||-4.2571563720703125|||-9.146133422851562|||-0.009410858154296875|||-4.428703308105469|||-7.709709167480469|||-4.736671447753906
The lawyer promised the professor to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-8.765052795410156|||-4.2856903076171875|||-7.399932861328125|||-5.402427673339844|||-8.239906311035156|||-5.2330474853515625
The lawyer promised the professor to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-8.765052795410156|||-4.2856903076171875|||-12.77447509765625|||-4.573158264160156|||-8.582038879394531|||-5.162101745605469
The lawyer promised the professor to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-8.765052795410156|||-4.2856903076171875|||-11.010299682617188|||-2.4585647583007812|||-8.403282165527344|||-4.9300537109375
The lawyer promised the professor to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-8.765052795410156|||-4.2856903076171875|||-10.417404174804688|||-1.6516189575195312|||-9.7618408203125|||-5.0248870849609375
The lawyer promised the artist to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.210525512695312|||-3.6916046142578125|||-3.97235107421875|||-8.164932250976562|||-0.02359771728515625|||-4.31878662109375|||-7.555870056152344|||-4.475715637207031
The lawyer promised the artist to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.210525512695312|||-3.6916046142578125|||-8.923065185546875|||-5.599517822265625|||-8.596748352050781|||-4.8161163330078125
The lawyer promised the artist to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.210525512695312|||-3.6916046142578125|||-13.910400390625|||-4.7410736083984375|||-8.667655944824219|||-4.776222229003906
The lawyer promised the artist to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.210525512695312|||-3.6916046142578125|||-11.631118774414062|||-2.8570556640625|||-8.421173095703125|||-4.642120361328125
