sentence,tokens,log_probs
The professors persuaded the student to make fun of himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-4.283042907714844|||-1.2584304809570312|||-4.8543548583984375|||-6.546745300292969|||-0.0066986083984375|||-4.931610107421875|||-7.701080322265625|||-6.053245544433594
The professors persuaded the student to examine himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-4.283042907714844|||-1.2584304809570312|||-7.375732421875|||-5.8646392822265625|||-8.366317749023438|||-7.051002502441406
The professors persuaded the student to diagnose himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-4.283042907714844|||-1.2584304809570312|||-11.129364013671875|||-3.4734268188476562|||-9.106193542480469|||-6.728553771972656
The professors persuaded the student to embarrass himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-4.283042907714844|||-1.2584304809570312|||-11.071029663085938|||-2.792572021484375|||-9.129692077636719|||-6.3936614990234375
The professors persuaded the student to disguise himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-4.283042907714844|||-1.2584304809570312|||-10.196060180664062|||-2.0589523315429688|||-10.617172241210938|||-6.428153991699219
The professors persuaded the child to make fun of himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-8.060562133789062|||-1.1184005737304688|||-4.960479736328125|||-5.4268798828125|||-0.01226043701171875|||-4.045501708984375|||-7.85931396484375|||-6.472618103027344
The professors persuaded the child to examine himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-8.060562133789062|||-1.1184005737304688|||-7.5388336181640625|||-4.7482147216796875|||-8.451385498046875|||-7.3267822265625
The professors persuaded the child to diagnose himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-8.060562133789062|||-1.1184005737304688|||-10.867218017578125|||-2.8846206665039062|||-9.077568054199219|||-7.071266174316406
The professors persuaded the child to embarrass himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-8.060562133789062|||-1.1184005737304688|||-10.724441528320312|||-2.1055221557617188|||-9.244194030761719|||-6.814140319824219
The professors persuaded the child to disguise himself .,The|||Ġprofessors|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.699920654296875|||-1.464874267578125|||-8.060562133789062|||-1.1184005737304688|||-9.159332275390625|||-1.4710159301757812|||-10.480049133300781|||-6.785736083984375
The professors forced the lawyer to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-9.815238952636719|||-0.5222854614257812|||-4.474609375|||-7.862464904785156|||-0.01001739501953125|||-4.389564514160156|||-7.45989990234375|||-5.627227783203125
The professors forced the lawyer to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-9.815238952636719|||-0.5222854614257812|||-6.7823638916015625|||-5.0917205810546875|||-8.436477661132812|||-6.584495544433594
The professors forced the lawyer to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-9.815238952636719|||-0.5222854614257812|||-10.743240356445312|||-3.4145584106445312|||-9.126693725585938|||-6.459014892578125
The professors forced the lawyer to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-9.815238952636719|||-0.5222854614257812|||-10.706039428710938|||-1.2535934448242188|||-8.911285400390625|||-5.949302673339844
The professors forced the lawyer to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-9.815238952636719|||-0.5222854614257812|||-9.34906005859375|||-1.3822021484375|||-10.348373413085938|||-6.000984191894531
The professors forced the artist to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-10.516143798828125|||-0.30736541748046875|||-3.8115234375|||-6.889228820800781|||-0.01308441162109375|||-3.7042922973632812|||-7.4129180908203125|||-5.5727081298828125
The professors forced the artist to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-10.516143798828125|||-0.30736541748046875|||-7.7082672119140625|||-4.365089416503906|||-8.424606323242188|||-6.3275146484375
The professors forced the artist to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-10.516143798828125|||-0.30736541748046875|||-11.901260375976562|||-3.0343475341796875|||-8.962295532226562|||-6.1222991943359375
The professors forced the artist to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-10.516143798828125|||-0.30736541748046875|||-11.415939331054688|||-1.3373336791992188|||-8.573715209960938|||-5.691673278808594
The professors forced the artist to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-10.516143798828125|||-0.30736541748046875|||-8.85406494140625|||-1.6191635131835938|||-10.083908081054688|||-5.7384796142578125
The professors forced the student to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-4.1171112060546875|||-0.5294723510742188|||-4.907493591308594|||-6.7533111572265625|||-0.01380157470703125|||-4.295745849609375|||-7.730812072753906|||-5.808815002441406
The professors forced the student to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-4.1171112060546875|||-0.5294723510742188|||-6.915336608886719|||-5.0335235595703125|||-8.627273559570312|||-6.639129638671875
The professors forced the student to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-4.1171112060546875|||-0.5294723510742188|||-10.780006408691406|||-3.0639801025390625|||-9.1263427734375|||-6.4086151123046875
The professors forced the student to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-4.1171112060546875|||-0.5294723510742188|||-10.921730041503906|||-2.077911376953125|||-9.215385437011719|||-6.120880126953125
The professors forced the student to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-4.1171112060546875|||-0.5294723510742188|||-9.817070007324219|||-1.8305816650390625|||-10.508865356445312|||-6.03558349609375
The professors forced the child to make fun of himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-8.080291748046875|||-0.4878692626953125|||-5.605415344238281|||-6.137825012207031|||-0.023288726806640625|||-3.7486343383789062|||-7.965362548828125|||-6.046173095703125
The professors forced the child to examine himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-8.080291748046875|||-0.4878692626953125|||-7.409698486328125|||-4.695884704589844|||-8.85565185546875|||-6.779075622558594
The professors forced the child to diagnose himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-8.080291748046875|||-0.4878692626953125|||-12.091590881347656|||-2.8667068481445312|||-9.035568237304688|||-6.6229095458984375
The professors forced the child to embarrass himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-8.080291748046875|||-0.4878692626953125|||-11.243453979492188|||-1.77349853515625|||-9.369598388671875|||-6.398414611816406
The professors forced the child to disguise himself .,The|||Ġprofessors|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-9.956245422363281|||-2.0233840942382812|||-8.080291748046875|||-0.4878692626953125|||-10.443473815917969|||-1.506683349609375|||-10.512153625488281|||-6.2599639892578125
The professors told the lawyer to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-7.967620849609375|||-2.7775039672851562|||-4.69061279296875|||-7.714118957519531|||-0.01053619384765625|||-5.078605651855469|||-7.5760040283203125|||-5.124931335449219
The professors told the lawyer to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-7.967620849609375|||-2.7775039672851562|||-6.8757171630859375|||-5.707191467285156|||-8.496742248535156|||-6.080070495605469
The professors told the lawyer to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-7.967620849609375|||-2.7775039672851562|||-13.625625610351562|||-4.211128234863281|||-8.715217590332031|||-5.946037292480469
The professors told the lawyer to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-7.967620849609375|||-2.7775039672851562|||-10.808059692382812|||-2.3611679077148438|||-8.506210327148438|||-5.44537353515625
The professors told the lawyer to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-7.967620849609375|||-2.7775039672851562|||-9.937881469726562|||-1.4517593383789062|||-10.10870361328125|||-5.5424957275390625
The professors told the artist to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-11.108001708984375|||-1.9420166015625|||-3.6317825317382812|||-6.36627197265625|||-0.030864715576171875|||-3.5505599975585938|||-7.552589416503906|||-5.017425537109375
The professors told the artist to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-11.108001708984375|||-1.9420166015625|||-7.881752014160156|||-4.1006927490234375|||-8.559913635253906|||-5.775550842285156
The professors told the artist to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-11.108001708984375|||-1.9420166015625|||-13.811653137207031|||-3.4904251098632812|||-8.582359313964844|||-5.6265411376953125
The professors told the artist to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-11.108001708984375|||-1.9420166015625|||-11.601783752441406|||-1.6956787109375|||-8.307685852050781|||-5.284523010253906
The professors told the artist to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-11.108001708984375|||-1.9420166015625|||-8.624794006347656|||-1.498504638671875|||-10.040596008300781|||-5.414886474609375
The professors told the student to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-4.260566711425781|||-3.0099258422851562|||-4.9528045654296875|||-6.3705291748046875|||-0.015735626220703125|||-3.9954910278320312|||-7.7130126953125|||-5.412193298339844
The professors told the student to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-4.260566711425781|||-3.0099258422851562|||-7.0944061279296875|||-4.253242492675781|||-8.336418151855469|||-6.264129638671875
The professors told the student to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-4.260566711425781|||-3.0099258422851562|||-13.039993286132812|||-3.27239990234375|||-8.644935607910156|||-6.0026702880859375
The professors told the student to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-4.260566711425781|||-3.0099258422851562|||-10.974212646484375|||-1.9863967895507812|||-8.698387145996094|||-5.738197326660156
The professors told the student to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-4.260566711425781|||-3.0099258422851562|||-9.916915893554688|||-1.6272430419921875|||-10.276931762695312|||-5.729576110839844
The professors told the child to make fun of himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-9.372871398925781|||-3.1441268920898438|||-5.29669189453125|||-5.697441101074219|||-0.02291107177734375|||-3.3744659423828125|||-7.871376037597656|||-5.5269622802734375
The professors told the child to examine himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-9.372871398925781|||-3.1441268920898438|||-7.9377593994140625|||-3.7277069091796875|||-8.488067626953125|||-6.286529541015625
The professors told the child to diagnose himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-9.372871398925781|||-3.1441268920898438|||-13.593429565429688|||-2.78912353515625|||-8.565139770507812|||-6.0901336669921875
The professors told the child to embarrass himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-9.372871398925781|||-3.1441268920898438|||-10.964752197265625|||-1.5786819458007812|||-8.742347717285156|||-5.8800048828125
The professors told the child to disguise himself .,The|||Ġprofessors|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-5.468574523925781|||-1.5601882934570312|||-9.372871398925781|||-3.1441268920898438|||-10.037185668945312|||-1.3077545166015625|||-10.158073425292969|||-5.82830810546875
The lawyers persuaded the professor to make fun of himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-9.211929321289062|||-0.690765380859375|||-4.7884063720703125|||-8.535003662109375|||-0.00586700439453125|||-4.764801025390625|||-7.717750549316406|||-5.7090301513671875
The lawyers persuaded the professor to examine himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-9.211929321289062|||-0.690765380859375|||-7.2086029052734375|||-6.476661682128906|||-8.320732116699219|||-6.78533935546875
The lawyers persuaded the professor to diagnose himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-9.211929321289062|||-0.690765380859375|||-11.70770263671875|||-4.609107971191406|||-9.291923522949219|||-6.531166076660156
The lawyers persuaded the professor to embarrass himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-9.211929321289062|||-0.690765380859375|||-12.429595947265625|||-2.159393310546875|||-8.955337524414062|||-6.013885498046875
The lawyers persuaded the professor to disguise himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-9.211929321289062|||-0.690765380859375|||-10.991378784179688|||-2.2270050048828125|||-10.575881958007812|||-6.171478271484375
The lawyers persuaded the artist to make fun of himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-11.283638000488281|||-0.3977508544921875|||-4.0395660400390625|||-8.108894348144531|||-0.015026092529296875|||-4.562385559082031|||-7.857940673828125|||-5.5431671142578125
The lawyers persuaded the artist to examine himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-11.283638000488281|||-0.3977508544921875|||-9.165069580078125|||-6.094642639160156|||-8.916618347167969|||-6.2337188720703125
The lawyers persuaded the artist to diagnose himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-11.283638000488281|||-0.3977508544921875|||-13.797821044921875|||-4.102027893066406|||-9.332107543945312|||-6.1381378173828125
The lawyers persuaded the artist to embarrass himself .,The|||Ġlawyers|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-10.012588500976562|||-1.0571746826171875|||-11.283638000488281|||-0.3977508544921875|||-12.915496826171875|||-2.1786880493164062|||-8.843589782714844|||-5.722465515136719
