sentence,tokens,log_probs
The professor promised the students to diagnose himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-1.9630756378173828|||-4.025796413421631|||-10.12628173828125|||-6.085753917694092|||-8.787611961364746|||-8.742799758911133
The professor promised the students to embarrass himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-1.9630756378173828|||-4.025796413421631|||-11.191751480102539|||-5.30692195892334|||-8.434164047241211|||-9.304593086242676
The professor promised the students to disguise himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-1.9630756378173828|||-4.025796413421631|||-9.690244674682617|||-2.37839412689209|||-9.915925979614258|||-9.016134262084961
The professor promised the children to make fun of himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-6.004005432128906|||-3.5079216957092285|||-3.4299449920654297|||-6.36116361618042|||-0.03716468811035156|||-6.417182445526123|||-8.250619888305664|||-9.110146522521973
The professor promised the children to examine himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-6.004005432128906|||-3.5079216957092285|||-7.964016914367676|||-7.525767803192139|||-8.612092971801758|||-8.863731384277344
The professor promised the children to diagnose himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-6.004005432128906|||-3.5079216957092285|||-11.277315139770508|||-5.6458539962768555|||-8.750723838806152|||-8.850109100341797
The professor promised the children to embarrass himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-6.004005432128906|||-3.5079216957092285|||-11.455949783325195|||-5.616971969604492|||-8.281100273132324|||-9.349903106689453
The professor promised the children to disguise himself .,The|||Ġprofessor|||Ġpromised|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-8.274272918701172|||-2.9152750968933105|||-6.004005432128906|||-3.5079216957092285|||-9.4142427444458|||-2.480483055114746|||-9.866386413574219|||-9.276885986328125
The professor guaranteed the lawyers to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.058006286621094|||-5.382683753967285|||-3.8936495780944824|||-8.146926879882812|||-0.03479290008544922|||-6.402150630950928|||-7.944602966308594|||-8.936132431030273
The professor guaranteed the lawyers to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.058006286621094|||-5.382683753967285|||-8.327325820922852|||-7.443819522857666|||-8.15489387512207|||-8.356195449829102
The professor guaranteed the lawyers to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.058006286621094|||-5.382683753967285|||-12.409162521362305|||-6.973747730255127|||-8.414834976196289|||-8.172901153564453
The professor guaranteed the lawyers to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.058006286621094|||-5.382683753967285|||-12.116033554077148|||-6.969254493713379|||-7.69976282119751|||-8.587260246276855
The professor guaranteed the lawyers to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.058006286621094|||-5.382683753967285|||-11.769871711730957|||-4.543112277984619|||-8.903193473815918|||-8.720467567443848
The professor guaranteed the artists to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.64872932434082|||-4.908048629760742|||-2.905470848083496|||-8.524870872497559|||-0.10084342956542969|||-5.0446696281433105|||-8.042261123657227|||-8.32364559173584
The professor guaranteed the artists to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.64872932434082|||-4.908048629760742|||-10.770201683044434|||-7.975254535675049|||-8.520837783813477|||-7.907496452331543
The professor guaranteed the artists to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.64872932434082|||-4.908048629760742|||-13.06216049194336|||-7.146343231201172|||-8.477334976196289|||-7.956238746643066
The professor guaranteed the artists to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.64872932434082|||-4.908048629760742|||-13.891944885253906|||-4.7222747802734375|||-7.770177364349365|||-8.306417465209961
The professor guaranteed the artists to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-9.64872932434082|||-4.908048629760742|||-12.855411529541016|||-4.820650100708008|||-9.141124725341797|||-8.150169372558594
The professor guaranteed the students to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.038193702697754|||-5.415450572967529|||-3.840989112854004|||-8.224560737609863|||-0.06747817993164062|||-5.923526287078857|||-8.194672584533691|||-8.389202117919922
The professor guaranteed the students to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.038193702697754|||-5.415450572967529|||-8.498970031738281|||-7.695450782775879|||-8.383623123168945|||-7.910341262817383
The professor guaranteed the students to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.038193702697754|||-5.415450572967529|||-11.002880096435547|||-6.18510627746582|||-8.713434219360352|||-7.851777076721191
The professor guaranteed the students to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.038193702697754|||-5.415450572967529|||-12.533169746398926|||-5.31021785736084|||-8.0068941116333|||-8.269235610961914
The professor guaranteed the students to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.038193702697754|||-5.415450572967529|||-12.506631851196289|||-4.496838569641113|||-9.476727485656738|||-8.248781204223633
The professor guaranteed the children to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-7.104325294494629|||-4.6791510581970215|||-4.291769981384277|||-7.766629219055176|||-0.04989051818847656|||-6.035068035125732|||-8.040472030639648|||-8.408930778503418
The professor guaranteed the children to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-7.104325294494629|||-4.6791510581970215|||-9.371615409851074|||-7.152764320373535|||-8.053281784057617|||-8.008363723754883
The professor guaranteed the children to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-7.104325294494629|||-4.6791510581970215|||-11.834677696228027|||-4.924359321594238|||-8.414754867553711|||-7.949236869812012
The professor guaranteed the children to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-7.104325294494629|||-4.6791510581970215|||-12.866621017456055|||-6.094282150268555|||-7.854733467102051|||-8.265236854553223
The professor guaranteed the children to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-7.104325294494629|||-4.6791510581970215|||-12.549753189086914|||-4.615177631378174|||-9.148299217224121|||-8.418898582458496
The professor offered the lawyers to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.972999572753906|||-5.424114227294922|||-4.703187465667725|||-8.079366683959961|||-0.027986526489257812|||-5.641032695770264|||-8.308046340942383|||-9.015012741088867
The professor offered the lawyers to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.972999572753906|||-5.424114227294922|||-6.395707130432129|||-7.642122268676758|||-8.182845115661621|||-8.607805252075195
The professor offered the lawyers to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.972999572753906|||-5.424114227294922|||-10.89229679107666|||-5.839512825012207|||-8.02879524230957|||-8.223947525024414
The professor offered the lawyers to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.972999572753906|||-5.424114227294922|||-12.174915313720703|||-6.739235877990723|||-8.101762771606445|||-9.283864974975586
The professor offered the lawyers to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.972999572753906|||-5.424114227294922|||-10.75798225402832|||-3.75093936920166|||-9.8779935836792|||-8.874581336975098
The professor offered the artists to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-10.352136611938477|||-5.384962558746338|||-3.145331382751465|||-7.176751136779785|||-0.20222187042236328|||-4.657395362854004|||-8.31100082397461|||-8.404118537902832
The professor offered the artists to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-10.352136611938477|||-5.384962558746338|||-7.720581531524658|||-7.391986846923828|||-8.555267333984375|||-8.185750961303711
The professor offered the artists to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-10.352136611938477|||-5.384962558746338|||-11.549647331237793|||-5.472004413604736|||-8.40372085571289|||-7.961555480957031
The professor offered the artists to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-10.352136611938477|||-5.384962558746338|||-12.575525283813477|||-3.7249584197998047|||-8.233826637268066|||-8.570343971252441
The professor offered the artists to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-10.352136611938477|||-5.384962558746338|||-10.125244140625|||-4.269771575927734|||-10.155289649963379|||-8.169464111328125
The professor offered the students to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-2.802122116088867|||-6.618143558502197|||-4.114331245422363|||-5.078710556030273|||-0.08414173126220703|||-5.1532440185546875|||-8.272648811340332|||-8.294219970703125
The professor offered the students to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-2.802122116088867|||-6.618143558502197|||-6.752460956573486|||-7.3459296226501465|||-8.31149673461914|||-8.11723518371582
The professor offered the students to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-2.802122116088867|||-6.618143558502197|||-10.189729690551758|||-4.978893756866455|||-8.198711395263672|||-7.711888313293457
The professor offered the students to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-2.802122116088867|||-6.618143558502197|||-11.975141525268555|||-4.224109649658203|||-8.45346450805664|||-8.569844245910645
The professor offered the students to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-2.802122116088867|||-6.618143558502197|||-9.968690872192383|||-4.048069953918457|||-10.440448760986328|||-8.072944641113281
The professor offered the children to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-6.7828216552734375|||-5.864995002746582|||-4.808581829071045|||-4.9280500411987305|||-0.07079505920410156|||-5.751520156860352|||-8.25204086303711|||-8.496832847595215
The professor offered the children to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-6.7828216552734375|||-5.864995002746582|||-7.664871692657471|||-7.274050712585449|||-8.066447257995605|||-8.352368354797363
The professor offered the children to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-6.7828216552734375|||-5.864995002746582|||-12.123908042907715|||-4.126916885375977|||-7.999736785888672|||-7.859775543212891
The professor offered the children to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-6.7828216552734375|||-5.864995002746582|||-12.563433647155762|||-5.357790470123291|||-8.153590202331543|||-8.76068115234375
The professor offered the children to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-6.7828216552734375|||-5.864995002746582|||-10.245736122131348|||-3.8912343978881836|||-10.308717727661133|||-8.495376586914062
The lawyer promised the professors to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.660539627075195|||-4.049315452575684|||-3.8015079498291016|||-8.373064041137695|||-0.017757415771484375|||-7.190311431884766|||-8.238935470581055|||-9.036351203918457
The lawyer promised the professors to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.660539627075195|||-4.049315452575684|||-7.0778093338012695|||-10.106613159179688|||-8.598625183105469|||-8.687480926513672
The lawyer promised the professors to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.660539627075195|||-4.049315452575684|||-11.240897178649902|||-6.853126525878906|||-8.663297653198242|||-8.794687271118164
The lawyer promised the professors to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.660539627075195|||-4.049315452575684|||-11.509710311889648|||-7.803395748138428|||-8.287348747253418|||-9.323211669921875
The lawyer promised the professors to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.660539627075195|||-4.049315452575684|||-10.57028865814209|||-3.426926612854004|||-9.509474754333496|||-9.327713012695312
The lawyer promised the artists to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.508556365966797|||-3.267597198486328|||-3.4307126998901367|||-7.871377944946289|||-0.040549278259277344|||-6.153794288635254|||-7.982264995574951|||-8.693058967590332
The lawyer promised the artists to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.508556365966797|||-3.267597198486328|||-8.21672248840332|||-10.54478931427002|||-8.6121187210083|||-8.16873836517334
The lawyer promised the artists to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.508556365966797|||-3.267597198486328|||-12.070204734802246|||-7.31165885925293|||-8.571300506591797|||-8.219937324523926
The lawyer promised the artists to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-10.508556365966797|||-3.267597198486328|||-12.723553657531738|||-7.023708343505859|||-7.9224853515625|||-9.082010269165039
