sentence,tokens,log_probs
The professors guaranteed the student to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-4.992652893066406|||-4.7442169189453125|||-9.526832580566406|||-5.1370849609375|||-8.423812866210938|||-7.114288330078125
The professors guaranteed the student to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-4.992652893066406|||-4.7442169189453125|||-11.722923278808594|||-3.5298843383789062|||-8.738433837890625|||-6.872581481933594
The professors guaranteed the student to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-4.992652893066406|||-4.7442169189453125|||-11.899864196777344|||-1.7881546020507812|||-8.467391967773438|||-6.6449127197265625
The professors guaranteed the student to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-4.992652893066406|||-4.7442169189453125|||-12.682518005371094|||-1.6140060424804688|||-9.630325317382812|||-6.5908355712890625
The professors guaranteed the child to make fun of himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-8.704818725585938|||-4.2716827392578125|||-4.805633544921875|||-6.024589538574219|||-0.028835296630859375|||-3.699005126953125|||-7.466163635253906|||-6.473884582519531
The professors guaranteed the child to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-8.704818725585938|||-4.2716827392578125|||-10.540237426757812|||-4.081855773925781|||-8.350662231445312|||-7.263740539550781
The professors guaranteed the child to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-8.704818725585938|||-4.2716827392578125|||-12.570991516113281|||-3.4178924560546875|||-8.577842712402344|||-7.0506439208984375
The professors guaranteed the child to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-8.704818725585938|||-4.2716827392578125|||-12.461257934570312|||-1.8785858154296875|||-8.491561889648438|||-6.8574371337890625
The professors guaranteed the child to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-12.130355834960938|||-2.5248336791992188|||-8.704818725585938|||-4.2716827392578125|||-12.689559936523438|||-1.2424545288085938|||-9.525184631347656|||-6.7947845458984375
The professors offered the lawyer to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-9.89892578125|||-5.065635681152344|||-5.0099639892578125|||-7.480224609375|||-0.009296417236328125|||-5.6545257568359375|||-7.67840576171875|||-5.504402160644531
The professors offered the lawyer to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-9.89892578125|||-5.065635681152344|||-5.665374755859375|||-6.3635406494140625|||-8.45892333984375|||-6.3591156005859375
The professors offered the lawyer to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-9.89892578125|||-5.065635681152344|||-11.114425659179688|||-5.3672027587890625|||-8.827949523925781|||-6.2302398681640625
The professors offered the lawyer to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-9.89892578125|||-5.065635681152344|||-10.859886169433594|||-3.6332473754882812|||-8.681167602539062|||-5.858161926269531
The professors offered the lawyer to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-9.89892578125|||-5.065635681152344|||-11.416763305664062|||-1.3362083435058594|||-10.337043762207031|||-5.9547882080078125
The professors offered the artist to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-11.782432556152344|||-5.290771484375|||-4.049858093261719|||-6.869132995605469|||-0.028411865234375|||-4.8246002197265625|||-7.5305633544921875|||-5.473091125488281
The professors offered the artist to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-11.782432556152344|||-5.290771484375|||-7.098976135253906|||-5.724090576171875|||-8.611785888671875|||-6.103157043457031
The professors offered the artist to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-11.782432556152344|||-5.290771484375|||-11.400474548339844|||-4.719337463378906|||-8.569915771484375|||-6.031158447265625
The professors offered the artist to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-11.782432556152344|||-5.290771484375|||-11.181343078613281|||-2.97833251953125|||-8.524581909179688|||-5.721870422363281
The professors offered the artist to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-11.782432556152344|||-5.290771484375|||-10.6898193359375|||-1.4802398681640625|||-10.003654479980469|||-5.765586853027344
The professors offered the student to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-6.045646667480469|||-5.062660217285156|||-5.033966064453125|||-6.4818115234375|||-0.01671600341796875|||-4.8492279052734375|||-7.836891174316406|||-5.732429504394531
The professors offered the student to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-6.045646667480469|||-5.062660217285156|||-6.2711334228515625|||-5.372077941894531|||-8.656074523925781|||-6.484367370605469
The professors offered the student to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-6.045646667480469|||-5.062660217285156|||-10.551345825195312|||-4.1233978271484375|||-8.910964965820312|||-6.289154052734375
The professors offered the student to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-6.045646667480469|||-5.062660217285156|||-11.0513916015625|||-2.3949508666992188|||-8.995979309082031|||-6.0735626220703125
The professors offered the student to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-6.045646667480469|||-5.062660217285156|||-10.835853576660156|||-1.563262939453125|||-10.434837341308594|||-6.061920166015625
The professors offered the child to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-10.017333984375|||-4.181427001953125|||-5.716331481933594|||-4.8469390869140625|||-0.01842498779296875|||-4.719673156738281|||-7.9715118408203125|||-5.7338409423828125
The professors offered the child to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-10.017333984375|||-4.181427001953125|||-7.471900939941406|||-4.734962463378906|||-8.770866394042969|||-6.384674072265625
The professors offered the child to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-10.017333984375|||-4.181427001953125|||-11.870086669921875|||-4.195137023925781|||-8.784309387207031|||-6.3156280517578125
The professors offered the child to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-10.017333984375|||-4.181427001953125|||-11.202659606933594|||-2.8150634765625|||-8.981369018554688|||-6.1056671142578125
The professors offered the child to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-11.098838806152344|||-6.9513397216796875|||-2.9253463745117188|||-10.017333984375|||-4.181427001953125|||-11.56597900390625|||-1.3199386596679688|||-10.38409423828125|||-6.07196044921875
The lawyers promised the professor to make fun of himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-9.042488098144531|||-4.347541809082031|||-4.332977294921875|||-9.704322814941406|||-0.0111083984375|||-4.465423583984375|||-7.914787292480469|||-5.1959228515625
The lawyers promised the professor to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-9.042488098144531|||-4.347541809082031|||-7.7541351318359375|||-5.832633972167969|||-8.455421447753906|||-5.882728576660156
The lawyers promised the professor to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-9.042488098144531|||-4.347541809082031|||-12.835968017578125|||-4.793220520019531|||-8.816253662109375|||-5.735008239746094
The lawyers promised the professor to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-9.042488098144531|||-4.347541809082031|||-11.521224975585938|||-2.2821121215820312|||-8.670631408691406|||-5.3791656494140625
The lawyers promised the professor to disguise himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-9.042488098144531|||-4.347541809082031|||-10.9248046875|||-2.1238555908203125|||-9.986236572265625|||-5.480262756347656
The lawyers promised the artist to make fun of himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-10.641830444335938|||-3.6428909301757812|||-4.1579437255859375|||-8.745582580566406|||-0.024417877197265625|||-4.4947662353515625|||-7.801704406738281|||-4.9528961181640625
The lawyers promised the artist to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-10.641830444335938|||-3.6428909301757812|||-9.196563720703125|||-6.0400543212890625|||-8.835121154785156|||-5.384529113769531
The lawyers promised the artist to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-10.641830444335938|||-3.6428909301757812|||-14.162506103515625|||-4.921897888183594|||-8.884368896484375|||-5.30914306640625
The lawyers promised the artist to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.971214294433594|||-8.820266723632812|||-2.9064865112304688|||-10.641830444335938|||-3.6428909301757812|||-12.145751953125|||-2.695343017578125|||-8.638839721679688|||-5.041313171386719
