sentence,tokens,log_probs
The professor guaranteed the lawyer to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.121841430664062|||-5.171558856964111|||-12.337274551391602|||-4.4506425857543945|||-7.238381862640381|||-8.389832496643066
The professor guaranteed the lawyer to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.121841430664062|||-5.171558856964111|||-11.965685844421387|||-1.9520988464355469|||-8.368057250976562|||-8.609618186950684
The professor guaranteed the artist to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.064495086669922|||-4.892899990081787|||-2.9170303344726562|||-9.017667770385742|||-0.06418418884277344|||-3.8476953506469727|||-7.901856899261475|||-8.301789283752441
The professor guaranteed the artist to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.064495086669922|||-4.892899990081787|||-10.012105941772461|||-5.879607677459717|||-8.337696075439453|||-8.212249755859375
The professor guaranteed the artist to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.064495086669922|||-4.892899990081787|||-12.10008430480957|||-4.848623752593994|||-8.273923873901367|||-8.131829261779785
The professor guaranteed the artist to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.064495086669922|||-4.892899990081787|||-13.203937530517578|||-2.4377994537353516|||-7.334254741668701|||-8.449102401733398
The professor guaranteed the artist to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-8.064495086669922|||-4.892899990081787|||-12.110033988952637|||-1.861556053161621|||-8.498902320861816|||-8.452646255493164
The professor guaranteed the student to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.3394856452941895|||-5.755960941314697|||-3.8137192726135254|||-9.407805442810059|||-0.04159259796142578|||-4.64298152923584|||-8.235044479370117|||-8.23017692565918
The professor guaranteed the student to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.3394856452941895|||-5.755960941314697|||-8.639034271240234|||-6.0185370445251465|||-8.331466674804688|||-8.021909713745117
The professor guaranteed the student to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.3394856452941895|||-5.755960941314697|||-10.66958236694336|||-4.185182571411133|||-8.639359474182129|||-7.740344047546387
The professor guaranteed the student to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.3394856452941895|||-5.755960941314697|||-12.776795387268066|||-3.424386978149414|||-7.895815372467041|||-8.243318557739258
The professor guaranteed the student to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-3.3394856452941895|||-5.755960941314697|||-12.61562442779541|||-1.629425048828125|||-9.113306045532227|||-8.291986465454102
The professor guaranteed the child to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-6.861723899841309|||-4.679992198944092|||-4.281972885131836|||-9.00108528137207|||-0.028138160705566406|||-4.489777565002441|||-8.03561782836914|||-8.362458229064941
The professor guaranteed the child to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-6.861723899841309|||-4.679992198944092|||-9.65771484375|||-5.522790431976318|||-8.110400199890137|||-8.252676010131836
The professor guaranteed the child to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-6.861723899841309|||-4.679992198944092|||-11.317010879516602|||-3.3896284103393555|||-8.466156005859375|||-7.953896522521973
The professor guaranteed the child to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-6.861723899841309|||-4.679992198944092|||-13.32213020324707|||-3.850849151611328|||-7.97204065322876|||-8.227190017700195
The professor guaranteed the child to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-12.309844970703125|||-2.4287986755371094|||-6.861723899841309|||-4.679992198944092|||-13.132360458374023|||-1.2756757736206055|||-8.46052360534668|||-8.566747665405273
The professor offered the lawyer to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-8.924524307250977|||-4.999543190002441|||-4.8448896408081055|||-7.834251403808594|||-0.02762317657470703|||-4.327787399291992|||-8.48381519317627|||-8.893388748168945
The professor offered the lawyer to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-8.924524307250977|||-4.999543190002441|||-6.441233158111572|||-6.11504602432251|||-8.138687133789062|||-8.62070083618164
The professor offered the lawyer to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-8.924524307250977|||-4.999543190002441|||-10.098615646362305|||-4.214364528656006|||-7.972914695739746|||-8.34096908569336
The professor offered the lawyer to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-8.924524307250977|||-4.999543190002441|||-11.943355560302734|||-5.733248233795166|||-8.190162658691406|||-9.270729064941406
The professor offered the lawyer to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-8.924524307250977|||-4.999543190002441|||-10.878571510314941|||-1.1261558532714844|||-9.766958236694336|||-8.859947204589844
The professor offered the artist to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.428951263427734|||-5.740636348724365|||-3.251371383666992|||-8.425689697265625|||-0.12000751495361328|||-2.853248119354248|||-8.437538146972656|||-8.430826187133789
The professor offered the artist to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.428951263427734|||-5.740636348724365|||-7.797831058502197|||-5.832554340362549|||-8.624285697937012|||-8.394250869750977
The professor offered the artist to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.428951263427734|||-5.740636348724365|||-11.344925880432129|||-3.5074610710144043|||-8.348434448242188|||-8.151103973388672
The professor offered the artist to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.428951263427734|||-5.740636348724365|||-12.457791328430176|||-2.98746395111084|||-8.356260299682617|||-8.779314041137695
The professor offered the artist to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-9.428951263427734|||-5.740636348724365|||-10.015865325927734|||-1.0385017395019531|||-10.02464485168457|||-8.326532363891602
The professor offered the student to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-3.888092041015625|||-6.036749362945557|||-4.29765510559082|||-6.122743129730225|||-0.050606727600097656|||-4.770720481872559|||-8.52721881866455|||-8.449895858764648
The professor offered the student to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-3.888092041015625|||-6.036749362945557|||-7.711331367492676|||-6.178974151611328|||-8.249227523803711|||-8.49639892578125
The professor offered the student to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-3.888092041015625|||-6.036749362945557|||-10.245771408081055|||-3.566657066345215|||-8.220091819763184|||-8.192007064819336
The professor offered the student to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-3.888092041015625|||-6.036749362945557|||-11.839256286621094|||-4.666482448577881|||-8.587615966796875|||-8.89402961730957
The professor offered the student to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-3.888092041015625|||-6.036749362945557|||-10.82588005065918|||-1.4728660583496094|||-10.212932586669922|||-8.502037048339844
The professor offered the child to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-7.197697639465332|||-4.331980228424072|||-5.55963134765625|||-5.29988956451416|||-0.031248092651367188|||-5.201883792877197|||-8.399866104125977|||-8.458844184875488
The professor offered the child to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-7.197697639465332|||-4.331980228424072|||-8.654253959655762|||-5.472443103790283|||-8.032363891601562|||-8.405156135559082
The professor offered the child to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-7.197697639465332|||-4.331980228424072|||-12.448657035827637|||-2.5558228492736816|||-8.090902328491211|||-8.018987655639648
The professor offered the child to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-7.197697639465332|||-4.331980228424072|||-12.80177116394043|||-5.568418025970459|||-8.249505043029785|||-8.81740665435791
The professor offered the child to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-7.007205009460449|||-2.2302589416503906|||-7.197697639465332|||-4.331980228424072|||-11.090252876281738|||-1.287099838256836|||-9.451024055480957|||-8.712174415588379
The lawyer promised the professor to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-7.992438793182373|||-3.9301791191101074|||-3.7518796920776367|||-7.847161293029785|||-0.01939868927001953|||-5.626829624176025|||-8.403924942016602|||-8.943408966064453
The lawyer promised the professor to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-7.992438793182373|||-3.9301791191101074|||-7.800319671630859|||-7.657955646514893|||-8.401956558227539|||-8.610897064208984
The lawyer promised the professor to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-7.992438793182373|||-3.9301791191101074|||-11.343716621398926|||-5.424535274505615|||-8.478498458862305|||-8.854307174682617
The lawyer promised the professor to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-7.992438793182373|||-3.9301791191101074|||-11.225820541381836|||-7.1269755363464355|||-8.165786743164062|||-9.35559368133545
The lawyer promised the professor to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-7.992438793182373|||-3.9301791191101074|||-10.180609703063965|||-2.074734687805176|||-9.382012367248535|||-9.19227123260498
The lawyer promised the artist to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-8.155534744262695|||-3.245866298675537|||-3.199064254760742|||-7.73263692855835|||-0.03242015838623047|||-4.919185161590576|||-8.3311767578125|||-8.825505256652832
The lawyer promised the artist to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-8.155534744262695|||-3.245866298675537|||-8.636621475219727|||-8.153926849365234|||-8.411767959594727|||-8.498483657836914
The lawyer promised the artist to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-8.155534744262695|||-3.245866298675537|||-12.270183563232422|||-5.490084171295166|||-8.483003616333008|||-8.586637496948242
The lawyer promised the artist to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-2.8728761672973633|||-8.155534744262695|||-3.245866298675537|||-12.007965087890625|||-6.4512505531311035|||-8.08523941040039|||-9.326897621154785
