sentence,tokens,log_probs
The professor persuaded the student to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.705587387084961|||-0.35093116760253906|||-4.620336532592773|||-7.874748229980469|||-0.012308120727539062|||-3.684030532836914|||-8.889984130859375|||-8.523090362548828
The professor persuaded the student to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.705587387084961|||-0.35093116760253906|||-8.289125442504883|||-6.079461574554443|||-8.786846160888672|||-8.920726776123047
The professor persuaded the student to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.705587387084961|||-0.35093116760253906|||-11.097990036010742|||-1.677896499633789|||-9.613656044006348|||-8.434158325195312
The professor persuaded the student to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.705587387084961|||-0.35093116760253906|||-10.968482971191406|||-1.9261903762817383|||-9.554640769958496|||-8.796799659729004
The professor persuaded the student to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-2.705587387084961|||-0.35093116760253906|||-8.905244827270508|||-1.1352157592773438|||-10.458322525024414|||-9.156440734863281
The professor persuaded the child to make fun of himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-6.011560916900635|||-0.5277910232543945|||-4.865419387817383|||-7.147006034851074|||-0.010638236999511719|||-3.16921329498291|||-8.711884498596191|||-8.628981590270996
The professor persuaded the child to examine himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-6.011560916900635|||-0.5277910232543945|||-8.266237258911133|||-4.982248306274414|||-8.835136413574219|||-8.906245231628418
The professor persuaded the child to diagnose himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-6.011560916900635|||-0.5277910232543945|||-11.921241760253906|||-1.1509809494018555|||-9.321243286132812|||-8.47961139678955
The professor persuaded the child to embarrass himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-6.011560916900635|||-0.5277910232543945|||-11.057334899902344|||-2.1745195388793945|||-9.547212600708008|||-8.916116714477539
The professor persuaded the child to disguise himself .,The|||Ġprofessor|||Ġpersuaded|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-10.367838859558105|||-1.47552490234375|||-6.011560916900635|||-0.5277910232543945|||-8.76805305480957|||-0.8924770355224609|||-10.006746292114258|||-9.276201248168945
The professor forced the lawyer to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-8.291993141174316|||-0.39110469818115234|||-4.761750221252441|||-8.05914306640625|||-0.007171630859375|||-2.2815093994140625|||-8.37600040435791|||-8.922676086425781
The professor forced the lawyer to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-8.291993141174316|||-0.39110469818115234|||-7.459374904632568|||-5.255826473236084|||-8.49977970123291|||-9.094564437866211
The professor forced the lawyer to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-8.291993141174316|||-0.39110469818115234|||-11.048018455505371|||-3.742283821105957|||-8.346433639526367|||-8.749286651611328
The professor forced the lawyer to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-8.291993141174316|||-0.39110469818115234|||-10.568740844726562|||-1.4006681442260742|||-8.434024810791016|||-9.023357391357422
The professor forced the lawyer to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-8.291993141174316|||-0.39110469818115234|||-10.869312286376953|||-0.9558696746826172|||-8.917839050292969|||-9.295063018798828
The professor forced the artist to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-7.659298419952393|||-0.2222585678100586|||-3.7924461364746094|||-7.1855268478393555|||-0.009679794311523438|||-1.5510549545288086|||-8.37110710144043|||-8.953080177307129
The professor forced the artist to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-7.659298419952393|||-0.2222585678100586|||-7.589656829833984|||-4.276612758636475|||-8.72604751586914|||-9.37327766418457
The professor forced the artist to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-7.659298419952393|||-0.2222585678100586|||-12.123342514038086|||-2.4503393173217773|||-8.342212677001953|||-8.866975784301758
The professor forced the artist to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-7.659298419952393|||-0.2222585678100586|||-11.001383781433105|||-0.7934932708740234|||-8.431367874145508|||-8.914053916931152
The professor forced the artist to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-7.659298419952393|||-0.2222585678100586|||-9.000515937805176|||-0.9865226745605469|||-9.204690933227539|||-9.22926139831543
The professor forced the student to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3448543548583984|||-0.25209522247314453|||-5.000986099243164|||-6.800084590911865|||-0.005228996276855469|||-2.536168098449707|||-8.92986011505127|||-8.776924133300781
The professor forced the student to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3448543548583984|||-0.25209522247314453|||-8.109661102294922|||-5.805228233337402|||-8.903617858886719|||-9.179768562316895
The professor forced the student to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3448543548583984|||-0.25209522247314453|||-11.296470642089844|||-2.3006668090820312|||-8.899821281433105|||-8.725752830505371
The professor forced the student to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3448543548583984|||-0.25209522247314453|||-10.942021369934082|||-1.5686416625976562|||-9.224333763122559|||-9.040571212768555
The professor forced the student to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-2.3448543548583984|||-0.25209522247314453|||-11.3494291305542|||-1.492691993713379|||-9.50078296661377|||-9.344505310058594
The professor forced the child to make fun of himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.344753742218018|||-0.3397493362426758|||-5.098731994628906|||-6.067605495452881|||-0.005606651306152344|||-2.5328636169433594|||-8.840453147888184|||-8.605731964111328
The professor forced the child to examine himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.344753742218018|||-0.3397493362426758|||-8.184408187866211|||-5.1049299240112305|||-8.836715698242188|||-9.06108283996582
The professor forced the child to diagnose himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.344753742218018|||-0.3397493362426758|||-12.023619651794434|||-1.9654541015625|||-8.691128730773926|||-8.660052299499512
The professor forced the child to embarrass himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.344753742218018|||-0.3397493362426758|||-11.099632263183594|||-1.9031906127929688|||-9.085906982421875|||-8.850011825561523
The professor forced the child to disguise himself .,The|||Ġprofessor|||Ġforced|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-9.464197158813477|||-2.246540069580078|||-5.344753742218018|||-0.3397493362426758|||-11.010149002075195|||-1.3389644622802734|||-9.29986572265625|||-9.243245124816895
The professor told the lawyer to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.705724239349365|||-2.6192054748535156|||-4.516759872436523|||-7.959002494812012|||-0.00836181640625|||-4.1738786697387695|||-8.211336135864258|||-9.020846366882324
The professor told the lawyer to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.705724239349365|||-2.6192054748535156|||-7.372040748596191|||-6.794727802276611|||-8.242888450622559|||-8.675061225891113
The professor told the lawyer to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.705724239349365|||-2.6192054748535156|||-11.604374885559082|||-3.8951096534729004|||-7.946874618530273|||-8.559427261352539
The professor told the lawyer to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.705724239349365|||-2.6192054748535156|||-12.210753440856934|||-4.838910102844238|||-8.578484535217285|||-9.328716278076172
The professor told the lawyer to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.705724239349365|||-2.6192054748535156|||-11.579499244689941|||-1.7300519943237305|||-9.433197021484375|||-8.961797714233398
The professor told the artist to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-9.963234901428223|||-1.5634660720825195|||-3.16226863861084|||-6.933733940124512|||-0.021867752075195312|||-2.095132827758789|||-8.361246109008789|||-8.858575820922852
The professor told the artist to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-9.963234901428223|||-1.5634660720825195|||-7.879785537719727|||-4.492483615875244|||-8.69587516784668|||-8.720647811889648
The professor told the artist to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-9.963234901428223|||-1.5634660720825195|||-12.250402450561523|||-2.1452293395996094|||-8.2822265625|||-8.54272747039795
The professor told the artist to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-9.963234901428223|||-1.5634660720825195|||-12.969551086425781|||-1.3251314163208008|||-8.7659273147583|||-9.197994232177734
The professor told the artist to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-9.963234901428223|||-1.5634660720825195|||-9.386388778686523|||-1.2309637069702148|||-9.985825538635254|||-8.887289047241211
The professor told the student to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-3.16409969329834|||-2.1826047897338867|||-5.072108745574951|||-6.209105968475342|||-0.008355140686035156|||-3.797210216522217|||-8.632967948913574|||-8.434343338012695
The professor told the student to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-3.16409969329834|||-2.1826047897338867|||-7.64204216003418|||-5.037289142608643|||-8.783576011657715|||-8.4935302734375
The professor told the student to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-3.16409969329834|||-2.1826047897338867|||-11.274598121643066|||-1.954371452331543|||-8.324847221374512|||-8.241493225097656
The professor told the student to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-3.16409969329834|||-2.1826047897338867|||-12.340044975280762|||-2.5225820541381836|||-9.255327224731445|||-8.80062198638916
The professor told the student to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-3.16409969329834|||-2.1826047897338867|||-10.998830795288086|||-1.8226909637451172|||-9.781970977783203|||-8.56699275970459
The professor told the child to make fun of himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.794451713562012|||-2.13265323638916|||-4.9647440910339355|||-5.9619975090026855|||-0.008051872253417969|||-3.73537540435791|||-8.581853866577148|||-8.447158813476562
The professor told the child to examine himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.794451713562012|||-2.13265323638916|||-7.755338668823242|||-4.637147903442383|||-8.696247100830078|||-8.343999862670898
The professor told the child to diagnose himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.794451713562012|||-2.13265323638916|||-11.849821090698242|||-1.521261215209961|||-8.323165893554688|||-8.109871864318848
The professor told the child to embarrass himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.794451713562012|||-2.13265323638916|||-11.752546310424805|||-2.6521005630493164|||-9.080772399902344|||-8.63109016418457
The professor told the child to disguise himself .,The|||Ġprofessor|||Ġtold|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-9.359249114990234|||-4.641692161560059|||-1.2557125091552734|||-7.794451713562012|||-2.13265323638916|||-10.437582015991211|||-1.3752098083496094|||-9.657453536987305|||-8.606241226196289
The lawyer persuaded the professor to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-7.835494518280029|||-0.35112571716308594|||-4.460503578186035|||-9.967203140258789|||-0.015905380249023438|||-2.4468917846679688|||-8.415058135986328|||-8.3279390335083
The lawyer persuaded the professor to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-7.835494518280029|||-0.35112571716308594|||-8.089110374450684|||-5.799815654754639|||-8.45779800415039|||-8.593570709228516
The lawyer persuaded the professor to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-7.835494518280029|||-0.35112571716308594|||-10.998926162719727|||-2.95819091796875|||-9.259923934936523|||-8.341571807861328
The lawyer persuaded the professor to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-7.835494518280029|||-0.35112571716308594|||-11.65112018585205|||-2.2222366333007812|||-8.841805458068848|||-8.602775573730469
The lawyer persuaded the professor to disguise himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-7.835494518280029|||-0.35112571716308594|||-10.064844131469727|||-1.2302818298339844|||-10.024336814880371|||-8.792712211608887
The lawyer persuaded the artist to make fun of himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-8.351068496704102|||-0.44139575958251953|||-3.901360511779785|||-8.23238754272461|||-0.016915321350097656|||-1.8107614517211914|||-8.168246269226074|||-8.84112548828125
The lawyer persuaded the artist to examine himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-8.351068496704102|||-0.44139575958251953|||-9.365267753601074|||-4.746192932128906|||-8.896729469299316|||-8.619486808776855
The lawyer persuaded the artist to diagnose himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-8.351068496704102|||-0.44139575958251953|||-13.918033599853516|||-1.7259407043457031|||-9.095476150512695|||-8.366924285888672
The lawyer persuaded the artist to embarrass himself .,The|||Ġlawyer|||Ġpersuaded|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-11.956218719482422|||-1.1653871536254883|||-8.351068496704102|||-0.44139575958251953|||-12.556689262390137|||-1.481292724609375|||-8.814300537109375|||-9.03132438659668
