sentence,tokens,log_probs
The professors promised the student to make fun of himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-4.183967113494873|||-4.038332939147949|||-3.584589958190918|||-6.716677665710449|||-0.0317535400390625|||-6.269282817840576|||-8.797607421875|||-8.785887718200684
The professors promised the student to examine himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-4.183967113494873|||-4.038332939147949|||-7.645723342895508|||-7.347539901733398|||-8.799844741821289|||-8.772611618041992
The professors promised the student to diagnose himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-4.183967113494873|||-4.038332939147949|||-10.779077529907227|||-5.021151542663574|||-8.852293968200684|||-8.608444213867188
The professors promised the student to embarrass himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-4.183967113494873|||-4.038332939147949|||-11.189449310302734|||-6.341494560241699|||-8.783241271972656|||-9.35374641418457
The professors promised the student to disguise himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-4.183967113494873|||-4.038332939147949|||-9.731555938720703|||-2.76241397857666|||-9.858461380004883|||-9.064515113830566
The professors promised the child to make fun of himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-7.891863822937012|||-3.7475247383117676|||-3.883122444152832|||-6.1310553550720215|||-0.04491710662841797|||-5.85315465927124|||-8.350591659545898|||-8.848628044128418
The professors promised the child to examine himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-7.891863822937012|||-3.7475247383117676|||-8.689648628234863|||-5.6700758934021|||-8.29151725769043|||-8.873099327087402
The professors promised the child to diagnose himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-7.891863822937012|||-3.7475247383117676|||-11.809613227844238|||-4.099997520446777|||-8.807003021240234|||-8.574759483337402
The professors promised the child to embarrass himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-7.891863822937012|||-3.7475247383117676|||-12.292499542236328|||-6.708093643188477|||-8.524335861206055|||-9.241730690002441
The professors promised the child to disguise himself .,The|||Ġprofessors|||Ġpromised|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-9.169292449951172|||-2.9821505546569824|||-7.891863822937012|||-3.7475247383117676|||-10.104537963867188|||-2.2173194885253906|||-9.404980659484863|||-9.067651748657227
The professors guaranteed the lawyer to make fun of himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.23539924621582|||-5.445289611816406|||-3.905726432800293|||-9.077412605285645|||-0.03429698944091797|||-5.237556457519531|||-7.8091278076171875|||-8.190040588378906
The professors guaranteed the lawyer to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.23539924621582|||-5.445289611816406|||-8.521656036376953|||-6.4803032875061035|||-8.008310317993164|||-8.175052642822266
The professors guaranteed the lawyer to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.23539924621582|||-5.445289611816406|||-11.893241882324219|||-4.815176010131836|||-8.230866432189941|||-8.01190185546875
The professors guaranteed the lawyer to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.23539924621582|||-5.445289611816406|||-12.872591972351074|||-4.959386348724365|||-7.3691935539245605|||-8.248300552368164
The professors guaranteed the lawyer to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.23539924621582|||-5.445289611816406|||-12.544511795043945|||-1.6109323501586914|||-8.771734237670898|||-8.413652420043945
The professors guaranteed the artist to make fun of himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.507699966430664|||-5.133247375488281|||-3.176783561706543|||-9.267675399780273|||-0.10552406311035156|||-3.498884677886963|||-8.070130348205566|||-7.8954057693481445
The professors guaranteed the artist to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.507699966430664|||-5.133247375488281|||-10.723267555236816|||-5.3094916343688965|||-8.608419418334961|||-7.94078254699707
The professors guaranteed the artist to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.507699966430664|||-5.133247375488281|||-13.108776092529297|||-4.201724529266357|||-8.67072582244873|||-7.814311981201172
The professors guaranteed the artist to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.507699966430664|||-5.133247375488281|||-14.211979866027832|||-2.3796443939208984|||-7.483000755310059|||-8.169575691223145
The professors guaranteed the artist to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-9.507699966430664|||-5.133247375488281|||-13.42607593536377|||-1.7069168090820312|||-8.934269905090332|||-8.140765190124512
The professors guaranteed the student to make fun of himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-4.389453411102295|||-5.443099021911621|||-4.138345241546631|||-9.656261444091797|||-0.059047698974609375|||-4.231191635131836|||-8.366086959838867|||-7.966785430908203
The professors guaranteed the student to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-4.389453411102295|||-5.443099021911621|||-9.200409889221191|||-6.13999605178833|||-8.608175277709961|||-8.11091423034668
The professors guaranteed the student to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-4.389453411102295|||-5.443099021911621|||-11.425539016723633|||-3.141172409057617|||-8.889331817626953|||-7.724696159362793
The professors guaranteed the student to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-4.389453411102295|||-5.443099021911621|||-13.282530784606934|||-3.3866820335388184|||-8.112305641174316|||-8.110595703125
The professors guaranteed the student to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-4.389453411102295|||-5.443099021911621|||-13.492762565612793|||-1.5310401916503906|||-9.353135108947754|||-8.269014358520508
The professors guaranteed the child to make fun of himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-8.211090087890625|||-4.91837739944458|||-4.96785306930542|||-9.053427696228027|||-0.04521751403808594|||-3.7067818641662598|||-8.264859199523926|||-8.199541091918945
The professors guaranteed the child to examine himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-8.211090087890625|||-4.91837739944458|||-10.032469749450684|||-5.623799800872803|||-8.470691680908203|||-8.304069519042969
The professors guaranteed the child to diagnose himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-8.211090087890625|||-4.91837739944458|||-11.973323822021484|||-2.7218337059020996|||-8.826022148132324|||-7.8874406814575195
The professors guaranteed the child to embarrass himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-8.211090087890625|||-4.91837739944458|||-14.60836410522461|||-4.03279972076416|||-8.351025581359863|||-8.191004753112793
The professors guaranteed the child to disguise himself .,The|||Ġprofessors|||Ġguaranteed|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-12.562948226928711|||-2.4045867919921875|||-8.211090087890625|||-4.91837739944458|||-13.872922897338867|||-1.2356576919555664|||-8.816394805908203|||-8.457928657531738
The professors offered the lawyer to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.024049758911133|||-4.976616859436035|||-5.242137908935547|||-7.861557960510254|||-0.03703498840332031|||-4.019481658935547|||-8.58344841003418|||-8.719724655151367
The professors offered the lawyer to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.024049758911133|||-4.976616859436035|||-6.231966495513916|||-6.868254661560059|||-8.624247550964355|||-8.432767868041992
The professors offered the lawyer to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.024049758911133|||-4.976616859436035|||-10.159404754638672|||-3.994041919708252|||-8.338458061218262|||-8.146531105041504
The professors offered the lawyer to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.024049758911133|||-4.976616859436035|||-12.464465141296387|||-6.204247951507568|||-8.316064834594727|||-9.128190994262695
The professors offered the lawyer to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġlawyer|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.024049758911133|||-4.976616859436035|||-11.572291374206543|||-0.8064680099487305|||-10.196374893188477|||-8.450714111328125
The professors offered the artist to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.061354637145996|||-6.068646430969238|||-3.258493423461914|||-8.452223777770996|||-0.18928241729736328|||-2.1996660232543945|||-8.483875274658203|||-8.170763969421387
The professors offered the artist to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.061354637145996|||-6.068646430969238|||-7.621767044067383|||-5.664855480194092|||-8.994359016418457|||-8.212531089782715
The professors offered the artist to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.061354637145996|||-6.068646430969238|||-11.560574531555176|||-2.7756757736206055|||-8.669500350952148|||-7.8885297775268555
The professors offered the artist to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.061354637145996|||-6.068646430969238|||-12.68953800201416|||-2.9118566513061523|||-8.527732849121094|||-8.574671745300293
The professors offered the artist to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġartist|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-10.061354637145996|||-6.068646430969238|||-10.342998504638672|||-0.7195291519165039|||-10.259418487548828|||-7.939497947692871
The professors offered the student to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-5.163224220275879|||-5.544610500335693|||-4.611482620239258|||-6.414123058319092|||-0.08498287200927734|||-3.998152732849121|||-8.651466369628906|||-8.286296844482422
The professors offered the student to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-5.163224220275879|||-5.544610500335693|||-7.767014503479004|||-6.380655765533447|||-8.608860969543457|||-8.406631469726562
The professors offered the student to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-5.163224220275879|||-5.544610500335693|||-10.49875545501709|||-2.7305564880371094|||-8.528654098510742|||-8.003680229187012
The professors offered the student to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-5.163224220275879|||-5.544610500335693|||-12.633916854858398|||-4.209813594818115|||-8.777304649353027|||-8.795108795166016
The professors offered the student to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġstudent|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-5.163224220275879|||-5.544610500335693|||-10.871152877807617|||-1.1331396102905273|||-10.308343887329102|||-8.109020233154297
The professors offered the child to make fun of himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-8.285274505615234|||-4.077873229980469|||-5.948517799377441|||-5.1457672119140625|||-0.05620098114013672|||-4.629751682281494|||-8.54005241394043|||-8.500651359558105
The professors offered the child to examine himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-8.285274505615234|||-4.077873229980469|||-9.18403434753418|||-5.992000579833984|||-8.26545238494873|||-8.535924911499023
The professors offered the child to diagnose himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-8.285274505615234|||-4.077873229980469|||-12.56581974029541|||-2.4020214080810547|||-8.451621055603027|||-8.017180442810059
The professors offered the child to embarrass himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-8.285274505615234|||-4.077873229980469|||-13.414130210876465|||-6.554643630981445|||-8.60257625579834|||-8.918193817138672
The professors offered the child to disguise himself .,The|||Ġprofessors|||Ġoffered|||Ġthe|||Ġchild|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-11.509071350097656|||-7.236444473266602|||-2.7437095642089844|||-8.285274505615234|||-4.077873229980469|||-11.531890869140625|||-1.5352935791015625|||-9.554411888122559|||-8.482532501220703
The lawyers promised the professor to make fun of himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.425369262695312|||-4.142881393432617|||-3.6907548904418945|||-7.92250394821167|||-0.024982452392578125|||-5.409801006317139|||-8.581710815429688|||-8.925575256347656
The lawyers promised the professor to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.425369262695312|||-4.142881393432617|||-7.690399169921875|||-7.807909965515137|||-8.7208890914917|||-8.628759384155273
The lawyers promised the professor to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.425369262695312|||-4.142881393432617|||-11.660966873168945|||-5.036444664001465|||-8.747777938842773|||-8.794334411621094
The lawyers promised the professor to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.425369262695312|||-4.142881393432617|||-11.561955451965332|||-7.361790657043457|||-8.412477493286133|||-9.515663146972656
The lawyers promised the professor to disguise himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġprofessor|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.425369262695312|||-4.142881393432617|||-10.05636978149414|||-2.8158674240112305|||-9.488019943237305|||-9.26307487487793
The lawyers promised the artist to make fun of himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.509718894958496|||-3.6649904251098633|||-3.157136917114258|||-7.665753364562988|||-0.03904247283935547|||-4.658558368682861|||-8.5062255859375|||-8.879220008850098
The lawyers promised the artist to examine himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.509718894958496|||-3.6649904251098633|||-8.823320388793945|||-8.293437957763672|||-8.551791191101074|||-8.48356819152832
The lawyers promised the artist to diagnose himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.509718894958496|||-3.6649904251098633|||-12.523904800415039|||-4.8852152824401855|||-8.694469451904297|||-8.564717292785645
The lawyers promised the artist to embarrass himself .,The|||Ġlawyers|||Ġpromised|||Ġthe|||Ġartist|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-10.09765625|||-9.177404403686523|||-2.7428293228149414|||-8.509718894958496|||-3.6649904251098633|||-12.5668306350708|||-6.468140125274658|||-8.195300102233887|||-9.524272918701172
