sentence,tokens,log_probs
The lawyer promised to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-1.0339241027832031|||-6.667842388153076|||-8.964274406433105|||-8.547260284423828|||-8.551660537719727
The lawyer promised to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-1.0339241027832031|||-11.334925651550293|||-5.991827487945557|||-8.437253952026367|||-8.696590423583984
The lawyer promised to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-1.0339241027832031|||-12.272767066955566|||-6.323333263397217|||-7.870697975158691|||-9.353618621826172
The lawyer promised to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.238205909729004|||-1.0339241027832031|||-11.613468170166016|||-2.603322982788086|||-9.48863410949707|||-9.246248245239258
The lawyer guaranteed to make fun of himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-13.609275817871094|||-2.516207695007324|||-3.6610069274902344|||-7.789409637451172|||-0.010951995849609375|||-6.028332710266113|||-8.420467376708984|||-8.993754386901855
The lawyer guaranteed to examine himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-13.609275817871094|||-2.516207695007324|||-8.392402648925781|||-8.297794342041016|||-9.471171379089355|||-8.70974349975586
The lawyer guaranteed to diagnose himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-13.609275817871094|||-2.516207695007324|||-11.553421974182129|||-7.882819652557373|||-8.41348648071289|||-8.681978225708008
The lawyer guaranteed to embarrass himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-13.609275817871094|||-2.516207695007324|||-10.242477416992188|||-5.292856216430664|||-8.329845428466797|||-8.724733352661133
The lawyer guaranteed to disguise himself .,The|||Ġlawyer|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-13.609275817871094|||-2.516207695007324|||-12.715597152709961|||-3.280825614929199|||-9.584203720092773|||-9.603830337524414
The lawyer offered to make fun of himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.09192943572998|||-1.3702239990234375|||-4.793600082397461|||-8.85349178314209|||-0.015044212341308594|||-5.618534088134766|||-8.421188354492188|||-8.98098087310791
The lawyer offered to examine himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.09192943572998|||-1.3702239990234375|||-7.69003438949585|||-8.536852836608887|||-8.557489395141602|||-8.73503303527832
The lawyer offered to diagnose himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.09192943572998|||-1.3702239990234375|||-11.23892879486084|||-6.153182029724121|||-7.868587493896484|||-8.736656188964844
The lawyer offered to embarrass himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.09192943572998|||-1.3702239990234375|||-12.814992904663086|||-5.666782855987549|||-8.378007888793945|||-9.58743667602539
The lawyer offered to disguise himself .,The|||Ġlawyer|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.81498908996582|||-10.09192943572998|||-1.3702239990234375|||-12.348932266235352|||-2.5238208770751953|||-10.413490295410156|||-9.063434600830078
The artist promised to make fun of himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.189191818237305|||-1.4073171615600586|||-2.703009605407715|||-7.2857513427734375|||-0.04584026336669922|||-4.192351341247559|||-8.028282165527344|||-9.406598091125488
The artist promised to examine himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.189191818237305|||-1.4073171615600586|||-8.89741325378418|||-7.315496444702148|||-8.940876007080078|||-8.925054550170898
The artist promised to diagnose himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.189191818237305|||-1.4073171615600586|||-11.98896598815918|||-4.107398986816406|||-8.2626953125|||-9.047802925109863
The artist promised to embarrass himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.189191818237305|||-1.4073171615600586|||-12.302021980285645|||-2.9966812133789062|||-7.670452117919922|||-9.54655933380127
The artist promised to disguise himself .,The|||Ġartist|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.189191818237305|||-1.4073171615600586|||-10.495299339294434|||-2.2476024627685547|||-9.524017333984375|||-9.310815811157227
The artist guaranteed to make fun of himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-13.834235191345215|||-2.1221799850463867|||-1.869441032409668|||-8.229779243469238|||-0.04742240905761719|||-4.555028438568115|||-7.9559831619262695|||-8.688678741455078
The artist guaranteed to examine himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-13.834235191345215|||-2.1221799850463867|||-11.001680374145508|||-7.073141098022461|||-8.68395709991455|||-8.464483261108398
The artist guaranteed to diagnose himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-13.834235191345215|||-2.1221799850463867|||-11.65355110168457|||-6.568831920623779|||-8.118101119995117|||-8.842672348022461
The artist guaranteed to embarrass himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-13.834235191345215|||-2.1221799850463867|||-7.596216201782227|||-4.277862071990967|||-8.276323318481445|||-8.816524505615234
The artist guaranteed to disguise himself .,The|||Ġartist|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-13.834235191345215|||-2.1221799850463867|||-11.70813274383545|||-3.4752964973449707|||-9.527706146240234|||-9.619424819946289
The artist offered to make fun of himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.494544982910156|||-2.0644025802612305|||-3.1941699981689453|||-8.329242706298828|||-0.10251998901367188|||-3.540229320526123|||-8.577540397644043|||-9.19874382019043
The artist offered to examine himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.494544982910156|||-2.0644025802612305|||-9.397848129272461|||-6.411154270172119|||-9.044567108154297|||-8.853838920593262
The artist offered to diagnose himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.494544982910156|||-2.0644025802612305|||-11.826757431030273|||-4.047722816467285|||-8.507916450500488|||-9.091323852539062
The artist offered to embarrass himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.494544982910156|||-2.0644025802612305|||-12.424636840820312|||-2.6783041954040527|||-8.816659927368164|||-9.479083061218262
The artist offered to disguise himself .,The|||Ġartist|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.501529693603516|||-9.494544982910156|||-2.0644025802612305|||-10.298920631408691|||-1.666748046875|||-10.601778030395508|||-8.99027156829834
The student promised to make fun of himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-10.881138801574707|||-0.6788673400878906|||-4.0012712478637695|||-7.700738906860352|||-0.020789146423339844|||-5.083902359008789|||-9.127191543579102|||-8.81530475616455
The student promised to examine himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-10.881138801574707|||-0.6788673400878906|||-8.45368766784668|||-6.198760986328125|||-9.291162490844727|||-8.502886772155762
The student promised to diagnose himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-10.881138801574707|||-0.6788673400878906|||-11.748788833618164|||-3.7955775260925293|||-9.179749488830566|||-8.453063011169434
The student promised to embarrass himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-10.881138801574707|||-0.6788673400878906|||-11.488727569580078|||-4.416158199310303|||-8.747064590454102|||-9.349543571472168
The student promised to disguise himself .,The|||Ġstudent|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-10.881138801574707|||-0.6788673400878906|||-10.689481735229492|||-0.8432750701904297|||-10.075154304504395|||-8.985391616821289
The student guaranteed to make fun of himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-11.375187873840332|||-2.1067256927490234|||-3.213320732116699|||-8.260726928710938|||-0.0283355712890625|||-3.2688117027282715|||-8.658452033996582|||-10.004098892211914
The student guaranteed to examine himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-11.375187873840332|||-2.1067256927490234|||-10.607057571411133|||-4.5675883293151855|||-8.200593948364258|||-9.563145637512207
The student guaranteed to diagnose himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-11.375187873840332|||-2.1067256927490234|||-11.823051452636719|||-3.8429431915283203|||-9.003366470336914|||-9.087339401245117
The student guaranteed to embarrass himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-11.375187873840332|||-2.1067256927490234|||-8.591008186340332|||-2.3044233322143555|||-8.442253112792969|||-9.18239974975586
The student guaranteed to disguise himself .,The|||Ġstudent|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-11.375187873840332|||-2.1067256927490234|||-12.555879592895508|||-0.7891111373901367|||-9.441877365112305|||-10.967799186706543
The student offered to make fun of himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-8.882523536682129|||-2.1579933166503906|||-4.586541652679443|||-7.387999534606934|||-0.03112316131591797|||-4.891232013702393|||-8.804174423217773|||-9.086185455322266
The student offered to examine himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-8.882523536682129|||-2.1579933166503906|||-8.47127914428711|||-6.829974174499512|||-8.803293228149414|||-9.106581687927246
The student offered to diagnose himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-8.882523536682129|||-2.1579933166503906|||-11.264894485473633|||-4.433427333831787|||-8.486889839172363|||-9.021245956420898
The student offered to embarrass himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-8.882523536682129|||-2.1579933166503906|||-11.9431734085083|||-3.168358325958252|||-8.948941230773926|||-9.824239730834961
The student offered to disguise himself .,The|||Ġstudent|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.672972679138184|||-8.882523536682129|||-2.1579933166503906|||-10.6482515335083|||-0.6356515884399414|||-10.802177429199219|||-9.331697463989258
The child promised to make fun of himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-10.880011558532715|||-0.6352405548095703|||-4.719731330871582|||-7.640761852264404|||-0.04365348815917969|||-5.051241397857666|||-8.54086685180664|||-9.1790132522583
The child promised to examine himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-10.880011558532715|||-0.6352405548095703|||-9.514193534851074|||-5.66826868057251|||-8.269670486450195|||-9.065421104431152
The child promised to diagnose himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-10.880011558532715|||-0.6352405548095703|||-13.13689136505127|||-3.5170035362243652|||-8.704713821411133|||-8.676583290100098
The child promised to embarrass himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-10.880011558532715|||-0.6352405548095703|||-12.052331924438477|||-4.359714031219482|||-8.560541152954102|||-9.335179328918457
The child promised to disguise himself .,The|||Ġchild|||Ġpromised|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-10.880011558532715|||-0.6352405548095703|||-11.240311622619629|||-0.7978458404541016|||-9.334983825683594|||-9.625086784362793
The child guaranteed to make fun of himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-15.13299560546875|||-1.1393747329711914|||-3.953709602355957|||-7.507364273071289|||-0.06176948547363281|||-3.949723243713379|||-8.375991821289062|||-10.31576919555664
The child guaranteed to examine himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-15.13299560546875|||-1.1393747329711914|||-11.05600357055664|||-4.748819351196289|||-8.510939598083496|||-9.674964904785156
The child guaranteed to diagnose himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-15.13299560546875|||-1.1393747329711914|||-11.957721710205078|||-3.0323572158813477|||-8.683321952819824|||-9.290742874145508
The child guaranteed to embarrass himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-15.13299560546875|||-1.1393747329711914|||-9.340581893920898|||-3.0202674865722656|||-8.243917465209961|||-9.547589302062988
The child guaranteed to disguise himself .,The|||Ġchild|||Ġguaranteed|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-15.13299560546875|||-1.1393747329711914|||-13.482205390930176|||-1.230422019958496|||-8.776105880737305|||-10.669482231140137
The child offered to make fun of himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-9.784893989562988|||-2.1707916259765625|||-5.535016059875488|||-7.135967254638672|||-0.038140296936035156|||-5.436546325683594|||-8.706790924072266|||-9.458834648132324
The child offered to examine himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-9.784893989562988|||-2.1707916259765625|||-9.21878719329834|||-6.891136169433594|||-8.68720531463623|||-9.208781242370605
The child offered to diagnose himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-9.784893989562988|||-2.1707916259765625|||-13.236618995666504|||-3.6479239463806152|||-8.629249572753906|||-8.836002349853516
The child offered to embarrass himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-9.784893989562988|||-2.1707916259765625|||-12.982823371887207|||-3.9207849502563477|||-8.904169082641602|||-9.67548656463623
The child offered to disguise himself .,The|||Ġchild|||Ġoffered|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-2.6872377395629883|||-8.611358642578125|||-9.784893989562988|||-2.1707916259765625|||-11.530938148498535|||-0.8256235122680664|||-9.626150131225586|||-9.495955467224121
