sentence,tokens,log_probs
The professor guaranteed the artists to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-11.180183410644531|||-4.676002502441406|||-13.42498779296875|||-5.999946594238281|||-8.541580200195312|||-6.1004638671875
The professor guaranteed the artists to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-11.180183410644531|||-4.676002502441406|||-11.715347290039062|||-3.99896240234375|||-7.9496002197265625|||-5.721275329589844
The professor guaranteed the artists to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-11.180183410644531|||-4.676002502441406|||-10.34600830078125|||-4.125328063964844|||-9.24517822265625|||-5.9416351318359375
The professor guaranteed the students to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-3.487701416015625|||-4.696449279785156|||-4.267936706542969|||-5.6730499267578125|||-0.015308380126953125|||-5.307373046875|||-7.264198303222656|||-5.90570068359375
The professor guaranteed the students to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-3.487701416015625|||-4.696449279785156|||-9.171257019042969|||-6.799736022949219|||-8.289329528808594|||-6.6046142578125
The professor guaranteed the students to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-3.487701416015625|||-4.696449279785156|||-11.948341369628906|||-5.853553771972656|||-8.604942321777344|||-6.435539245605469
The professor guaranteed the students to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-3.487701416015625|||-4.696449279785156|||-11.940437316894531|||-4.167289733886719|||-8.236259460449219|||-6.243507385253906
The professor guaranteed the students to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-3.487701416015625|||-4.696449279785156|||-12.093116760253906|||-4.377296447753906|||-9.660957336425781|||-6.272239685058594
The professor guaranteed the children to make fun of himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-6.808433532714844|||-4.3869476318359375|||-4.963775634765625|||-5.501686096191406|||-0.026500701904296875|||-5.367462158203125|||-7.2109832763671875|||-5.892204284667969
The professor guaranteed the children to examine himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-6.808433532714844|||-4.3869476318359375|||-10.372016906738281|||-6.262031555175781|||-8.044944763183594|||-6.535087585449219
The professor guaranteed the children to diagnose himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-6.808433532714844|||-4.3869476318359375|||-12.829452514648438|||-5.954795837402344|||-8.435455322265625|||-6.401832580566406
The professor guaranteed the children to embarrass himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-6.808433532714844|||-4.3869476318359375|||-12.914794921875|||-4.437309265136719|||-8.163177490234375|||-6.237007141113281
The professor guaranteed the children to disguise himself .,The|||Ġprofessor|||Ġguaranteed|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-12.605682373046875|||-2.6971359252929688|||-6.808433532714844|||-4.3869476318359375|||-12.355316162109375|||-4.0269927978515625|||-9.528984069824219|||-6.2611846923828125
The professor offered the lawyers to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.025489807128906|||-3.9908599853515625|||-4.8667449951171875|||-8.123222351074219|||-0.00836181640625|||-6.123313903808594|||-7.885223388671875|||-5.327239990234375
The professor offered the lawyers to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.025489807128906|||-3.9908599853515625|||-5.071296691894531|||-7.681495666503906|||-8.650184631347656|||-6.126495361328125
The professor offered the lawyers to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.025489807128906|||-3.9908599853515625|||-11.516372680664062|||-6.7628021240234375|||-8.939445495605469|||-6.0595550537109375
The professor offered the lawyers to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.025489807128906|||-3.9908599853515625|||-10.797157287597656|||-4.602821350097656|||-8.748329162597656|||-5.623710632324219
The professor offered the lawyers to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġlawyers|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-10.025489807128906|||-3.9908599853515625|||-11.493232727050781|||-3.298980712890625|||-10.379386901855469|||-5.783668518066406
The professor offered the artists to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-11.918304443359375|||-4.752479553222656|||-4.044792175292969|||-6.577751159667969|||-0.0256195068359375|||-5.6767578125|||-7.642143249511719|||-5.102500915527344
The professor offered the artists to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-11.918304443359375|||-4.752479553222656|||-7.2085723876953125|||-7.485649108886719|||-8.724197387695312|||-5.852012634277344
The professor offered the artists to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-11.918304443359375|||-4.752479553222656|||-11.591598510742188|||-6.591789245605469|||-8.819526672363281|||-5.7113037109375
The professor offered the artists to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-11.918304443359375|||-4.752479553222656|||-11.177070617675781|||-4.508583068847656|||-8.610771179199219|||-5.3744049072265625
The professor offered the artists to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġartists|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-11.918304443359375|||-4.752479553222656|||-10.125|||-3.7355270385742188|||-10.091560363769531|||-5.514251708984375
The professor offered the students to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-3.8145599365234375|||-4.608848571777344|||-4.719093322753906|||-5.884490966796875|||-0.0144500732421875|||-5.558616638183594|||-7.89959716796875|||-5.364288330078125
The professor offered the students to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-3.8145599365234375|||-4.608848571777344|||-5.82305908203125|||-7.322898864746094|||-8.716079711914062|||-6.150932312011719
The professor offered the students to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-3.8145599365234375|||-4.608848571777344|||-10.21588134765625|||-6.767768859863281|||-9.042869567871094|||-5.992698669433594
The professor offered the students to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-3.8145599365234375|||-4.608848571777344|||-11.09332275390625|||-4.299530029296875|||-8.991142272949219|||-5.804237365722656
The professor offered the students to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġstudents|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-3.8145599365234375|||-4.608848571777344|||-10.087074279785156|||-4.3020477294921875|||-10.555076599121094|||-5.847480773925781
The professor offered the children to make fun of himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-7.927734375|||-4.653656005859375|||-5.3101043701171875|||-4.563133239746094|||-0.018157958984375|||-5.5236663818359375|||-7.8094635009765625|||-5.318023681640625
The professor offered the children to examine himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-7.927734375|||-4.653656005859375|||-6.46258544921875|||-6.590873718261719|||-8.579063415527344|||-6.104461669921875
The professor offered the children to diagnose himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-7.927734375|||-4.653656005859375|||-11.712890625|||-6.598846435546875|||-8.771072387695312|||-6.027565002441406
The professor offered the children to embarrass himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-7.927734375|||-4.653656005859375|||-10.988807678222656|||-4.625091552734375|||-8.723495483398438|||-5.791526794433594
The professor offered the children to disguise himself .,The|||Ġprofessor|||Ġoffered|||Ġthe|||Ġchildren|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.112571716308594|||-7.1647796630859375|||-2.8468856811523438|||-7.927734375|||-4.653656005859375|||-10.436325073242188|||-3.60955810546875|||-10.278678894042969|||-5.870140075683594
The lawyer promised the professors to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.303855895996094|||-3.2671432495117188|||-4.1636962890625|||-8.449478149414062|||-0.008453369140625|||-5.834312438964844|||-7.6383209228515625|||-4.911689758300781
The lawyer promised the professors to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.303855895996094|||-3.2671432495117188|||-6.843902587890625|||-7.6400146484375|||-8.4041748046875|||-5.497764587402344
The lawyer promised the professors to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.303855895996094|||-3.2671432495117188|||-12.633697509765625|||-6.398963928222656|||-8.653114318847656|||-5.473045349121094
The lawyer promised the professors to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.303855895996094|||-3.2671432495117188|||-11.285919189453125|||-4.576179504394531|||-8.437263488769531|||-5.1721954345703125
The lawyer promised the professors to disguise himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġprofessors|||Ġto|||Ġdisguise|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.303855895996094|||-3.2671432495117188|||-11.066970825195312|||-4.750221252441406|||-9.899673461914062|||-5.321479797363281
The lawyer promised the artists to make fun of himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġmake|||Ġfun|||Ġof|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.444557189941406|||-3.2714767456054688|||-3.93060302734375|||-7.731178283691406|||-0.02063751220703125|||-5.6462554931640625|||-7.6005706787109375|||-4.5586090087890625
The lawyer promised the artists to examine himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġexamine|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.444557189941406|||-3.2714767456054688|||-8.925994873046875|||-7.779579162597656|||-8.605415344238281|||-5.009925842285156
The lawyer promised the artists to diagnose himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġdiagnose|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.444557189941406|||-3.2714767456054688|||-14.360580444335938|||-6.636466979980469|||-8.784812927246094|||-4.9539642333984375
The lawyer promised the artists to embarrass himself .,The|||Ġlawyer|||Ġpromised|||Ġthe|||Ġartists|||Ġto|||Ġembarrass|||Ġhimself|||Ġ.|||<|endoftext|>,-3.2781028747558594|||-9.222038269042969|||-9.16387939453125|||-3.0873489379882812|||-10.444557189941406|||-3.2714767456054688|||-11.90673828125|||-4.754615783691406|||-8.431381225585938|||-4.7760009765625
