verb,baseline_sentence,distractor_sentence,ungrammatical_sentence,baseline_pron_log_prob,distractor_pron_log_prob,ungrammatical_pron_log_prob,baseline_greater_than_ungrammatical,distractor_greater_than_ungrammatical,correct
persuaded,The professor persuaded the child to make fun of himself .,The professors persuaded the child to make fun of himself .,The professor persuaded the children to make fun of himself .,-3.6574783325195312,-4.045501708984375,-5.5147552490234375,1,1,1
persuaded,The professor persuaded the child to examine himself .,The professors persuaded the child to examine himself .,The professor persuaded the children to examine himself .,-4.41082763671875,-4.7482147216796875,-6.9018402099609375,1,1,1
persuaded,The professor persuaded the child to diagnose himself .,The professors persuaded the child to diagnose himself .,The professor persuaded the children to diagnose himself .,-2.9594955444335938,-2.8846206665039062,-5.621437072753906,1,1,1
persuaded,The professor persuaded the child to embarrass himself .,The professors persuaded the child to embarrass himself .,The professor persuaded the children to embarrass himself .,-2.3423080444335938,-2.1055221557617188,-4.909088134765625,1,1,1
persuaded,The professor persuaded the child to disguise himself .,The professors persuaded the child to disguise himself .,The professor persuaded the children to disguise himself .,-1.3314437866210938,-1.4710159301757812,-4.397300720214844,1,1,1
forced,The professor forced the lawyer to make fun of himself .,The professors forced the lawyer to make fun of himself .,The professor forced the lawyers to make fun of himself .,-4.0125579833984375,-4.389564514160156,-4.920814514160156,1,1,1
forced,The professor forced the lawyer to examine himself .,The professors forced the lawyer to examine himself .,The professor forced the lawyers to examine himself .,-4.844444274902344,-5.0917205810546875,-6.626762390136719,1,1,1
forced,The professor forced the lawyer to diagnose himself .,The professors forced the lawyer to diagnose himself .,The professor forced the lawyers to diagnose himself .,-3.4522247314453125,-3.4145584106445312,-5.227851867675781,1,1,1
forced,The professor forced the lawyer to embarrass himself .,The professors forced the lawyer to embarrass himself .,The professor forced the lawyers to embarrass himself .,-1.1812286376953125,-1.2535934448242188,-2.9458465576171875,1,1,1
forced,The professor forced the lawyer to disguise himself .,The professors forced the lawyer to disguise himself .,The professor forced the lawyers to disguise himself .,-1.3127517700195312,-1.3822021484375,-3.48321533203125,1,1,1
forced,The professor forced the artist to make fun of himself .,The professors forced the artist to make fun of himself .,The professor forced the artists to make fun of himself .,-3.4593887329101562,-3.7042922973632812,-4.5041351318359375,1,1,1
forced,The professor forced the artist to examine himself .,The professors forced the artist to examine himself .,The professor forced the artists to examine himself .,-3.9621734619140625,-4.365089416503906,-5.97479248046875,1,1,1
forced,The professor forced the artist to diagnose himself .,The professors forced the artist to diagnose himself .,The professor forced the artists to diagnose himself .,-3.1080322265625,-3.0343475341796875,-4.6117401123046875,1,1,1
forced,The professor forced the artist to embarrass himself .,The professors forced the artist to embarrass himself .,The professor forced the artists to embarrass himself .,-1.319061279296875,-1.3373336791992188,-3.2255401611328125,1,1,1
forced,The professor forced the artist to disguise himself .,The professors forced the artist to disguise himself .,The professor forced the artists to disguise himself .,-1.4738388061523438,-1.6191635131835938,-3.649993896484375,1,1,1
forced,The professor forced the student to make fun of himself .,The professors forced the student to make fun of himself .,The professor forced the students to make fun of himself .,-3.6316146850585938,-4.295745849609375,-4.798179626464844,1,1,1
forced,The professor forced the student to examine himself .,The professors forced the student to examine himself .,The professor forced the students to examine himself .,-4.2750701904296875,-5.0335235595703125,-6.479034423828125,1,1,1
forced,The professor forced the student to diagnose himself .,The professors forced the student to diagnose himself .,The professor forced the students to diagnose himself .,-2.896759033203125,-3.0639801025390625,-5.10809326171875,1,1,1
forced,The professor forced the student to embarrass himself .,The professors forced the student to embarrass himself .,The professor forced the students to embarrass himself .,-1.7039794921875,-2.077911376953125,-3.8089752197265625,1,1,1
forced,The professor forced the student to disguise himself .,The professors forced the student to disguise himself .,The professor forced the students to disguise himself .,-1.2889862060546875,-1.8305816650390625,-4.148811340332031,1,1,1
forced,The professor forced the child to make fun of himself .,The professors forced the child to make fun of himself .,The professor forced the children to make fun of himself .,-3.2463302612304688,-3.7486343383789062,-4.803871154785156,1,1,1
forced,The professor forced the child to examine himself .,The professors forced the child to examine himself .,The professor forced the children to examine himself .,-4.2379608154296875,-4.695884704589844,-6.610557556152344,1,1,1
forced,The professor forced the child to diagnose himself .,The professors forced the child to diagnose himself .,The professor forced the children to diagnose himself .,-2.803741455078125,-2.8667068481445312,-5.240303039550781,1,1,1
forced,The professor forced the child to embarrass himself .,The professors forced the child to embarrass himself .,The professor forced the children to embarrass himself .,-1.7473678588867188,-1.77349853515625,-4.0087890625,1,1,1
forced,The professor forced the child to disguise himself .,The professors forced the child to disguise himself .,The professor forced the children to disguise himself .,-1.3680419921875,-1.506683349609375,-4.2291259765625,1,1,1
told,The professor told the lawyer to make fun of himself .,The professors told the lawyer to make fun of himself .,The professor told the lawyers to make fun of himself .,-4.4983367919921875,-5.078605651855469,-5.306427001953125,1,1,1
told,The professor told the lawyer to examine himself .,The professors told the lawyer to examine himself .,The professor told the lawyers to examine himself .,-5.247459411621094,-5.707191467285156,-6.994964599609375,1,1,1
told,The professor told the lawyer to diagnose himself .,The professors told the lawyer to diagnose himself .,The professor told the lawyers to diagnose himself .,-3.924652099609375,-4.211128234863281,-5.580352783203125,1,1,1
told,The professor told the lawyer to embarrass himself .,The professors told the lawyer to embarrass himself .,The professor told the lawyers to embarrass himself .,-2.1947250366210938,-2.3611679077148438,-3.5967559814453125,1,1,1
told,The professor told the lawyer to disguise himself .,The professors told the lawyer to disguise himself .,The professor told the lawyers to disguise himself .,-1.286834716796875,-1.4517593383789062,-3.7332687377929688,1,1,1
told,The professor told the artist to make fun of himself .,The professors told the artist to make fun of himself .,The professor told the artists to make fun of himself .,-3.3292770385742188,-3.5505599975585938,-4.700782775878906,1,1,1
told,The professor told the artist to examine himself .,The professors told the artist to examine himself .,The professor told the artists to examine himself .,-3.9645004272460938,-4.1006927490234375,-5.812042236328125,1,1,1
told,The professor told the artist to diagnose himself .,The professors told the artist to diagnose himself .,The professor told the artists to diagnose himself .,-3.5171356201171875,-3.4904251098632812,-5.42999267578125,1,1,1
told,The professor told the artist to embarrass himself .,The professors told the artist to embarrass himself .,The professor told the artists to embarrass himself .,-2.0486373901367188,-1.6956787109375,-3.7223739624023438,1,1,1
told,The professor told the artist to disguise himself .,The professors told the artist to disguise himself .,The professor told the artists to disguise himself .,-1.3883819580078125,-1.498504638671875,-3.9833145141601562,1,1,1
told,The professor told the student to make fun of himself .,The professors told the student to make fun of himself .,The professor told the students to make fun of himself .,-3.5319671630859375,-3.9954910278320312,-5.188018798828125,1,1,1
told,The professor told the student to examine himself .,The professors told the student to examine himself .,The professor told the students to examine himself .,-3.9121856689453125,-4.253242492675781,-6.584739685058594,1,1,1
told,The professor told the student to diagnose himself .,The professors told the student to diagnose himself .,The professor told the students to diagnose himself .,-3.1786422729492188,-3.27239990234375,-5.927154541015625,1,1,1
told,The professor told the student to embarrass himself .,The professors told the student to embarrass himself .,The professor told the students to embarrass himself .,-1.8395538330078125,-1.9863967895507812,-4.185508728027344,1,1,1
told,The professor told the student to disguise himself .,The professors told the student to disguise himself .,The professor told the students to disguise himself .,-1.2536697387695312,-1.6272430419921875,-4.687232971191406,1,1,1
told,The professor told the child to make fun of himself .,The professors told the child to make fun of himself .,The professor told the children to make fun of himself .,-3.116607666015625,-3.3744659423828125,-5.146942138671875,1,1,1
told,The professor told the child to examine himself .,The professors told the child to examine himself .,The professor told the children to examine himself .,-3.5453872680664062,-3.7277069091796875,-6.2712249755859375,1,1,1
told,The professor told the child to diagnose himself .,The professors told the child to diagnose himself .,The professor told the children to diagnose himself .,-2.663330078125,-2.78912353515625,-5.807975769042969,1,1,1
told,The professor told the child to embarrass himself .,The professors told the child to embarrass himself .,The professor told the children to embarrass himself .,-1.737701416015625,-1.5786819458007812,-4.426948547363281,1,1,1
told,The professor told the child to disguise himself .,The professors told the child to disguise himself .,The professor told the children to disguise himself .,-1.1895828247070312,-1.3077545166015625,-4.5011138916015625,1,1,1
persuaded,The lawyer persuaded the professor to make fun of himself .,The lawyers persuaded the professor to make fun of himself .,The lawyer persuaded the professors to make fun of himself .,-4.820075988769531,-4.764801025390625,-6.054313659667969,1,1,1
persuaded,The lawyer persuaded the professor to examine himself .,The lawyers persuaded the professor to examine himself .,The lawyer persuaded the professors to examine himself .,-6.066383361816406,-6.476661682128906,-7.845703125,1,1,1
persuaded,The lawyer persuaded the professor to diagnose himself .,The lawyers persuaded the professor to diagnose himself .,The lawyer persuaded the professors to diagnose himself .,-4.465675354003906,-4.609107971191406,-5.9423828125,1,1,1
persuaded,The lawyer persuaded the professor to embarrass himself .,The lawyers persuaded the professor to embarrass himself .,The lawyer persuaded the professors to embarrass himself .,-2.5865020751953125,-2.159393310546875,-4.748268127441406,1,1,1
persuaded,The lawyer persuaded the professor to disguise himself .,The lawyers persuaded the professor to disguise himself .,The lawyer persuaded the professors to disguise himself .,-1.6852493286132812,-2.2270050048828125,-4.417724609375,1,1,1
persuaded,The lawyer persuaded the artist to make fun of himself .,The lawyers persuaded the artist to make fun of himself .,The lawyer persuaded the artists to make fun of himself .,-4.5341796875,-4.562385559082031,-5.876945495605469,1,1,1
persuaded,The lawyer persuaded the artist to examine himself .,The lawyers persuaded the artist to examine himself .,The lawyer persuaded the artists to examine himself .,-5.646965026855469,-6.094642639160156,-7.810882568359375,1,1,1
persuaded,The lawyer persuaded the artist to diagnose himself .,The lawyers persuaded the artist to diagnose himself .,The lawyer persuaded the artists to diagnose himself .,-4.0415802001953125,-4.102027893066406,-5.882667541503906,1,1,1
persuaded,The lawyer persuaded the artist to embarrass himself .,The lawyers persuaded the artist to embarrass himself .,The lawyer persuaded the artists to embarrass himself .,-2.5073776245117188,-2.1786880493164062,-4.6749420166015625,1,1,1
persuaded,The lawyer persuaded the artist to disguise himself .,The lawyers persuaded the artist to disguise himself .,The lawyer persuaded the artists to disguise himself .,-1.7374267578125,-2.18658447265625,-4.519264221191406,1,1,1
persuaded,The lawyer persuaded the student to make fun of himself .,The lawyers persuaded the student to make fun of himself .,The lawyer persuaded the students to make fun of himself .,-4.338531494140625,-4.543670654296875,-5.959747314453125,1,1,1
persuaded,The lawyer persuaded the student to examine himself .,The lawyers persuaded the student to examine himself .,The lawyer persuaded the students to examine himself .,-5.278160095214844,-5.979278564453125,-7.411613464355469,1,1,1
persuaded,The lawyer persuaded the student to diagnose himself .,The lawyers persuaded the student to diagnose himself .,The lawyer persuaded the students to diagnose himself .,-3.264495849609375,-3.3773727416992188,-5.835014343261719,1,1,1
persuaded,The lawyer persuaded the student to embarrass himself .,The lawyers persuaded the student to embarrass himself .,The lawyer persuaded the students to embarrass himself .,-2.617950439453125,-2.5688095092773438,-5.192596435546875,1,1,1
persuaded,The lawyer persuaded the student to disguise himself .,The lawyers persuaded the student to disguise himself .,The lawyer persuaded the students to disguise himself .,-1.6065177917480469,-2.1723175048828125,-4.655143737792969,1,1,1
persuaded,The lawyer persuaded the child to make fun of himself .,The lawyers persuaded the child to make fun of himself .,The lawyer persuaded the children to make fun of himself .,-3.8528060913085938,-4.160125732421875,-5.897544860839844,1,1,1
persuaded,The lawyer persuaded the child to examine himself .,The lawyers persuaded the child to examine himself .,The lawyer persuaded the children to examine himself .,-5.007667541503906,-5.63079833984375,-7.37274169921875,1,1,1
persuaded,The lawyer persuaded the child to diagnose himself .,The lawyers persuaded the child to diagnose himself .,The lawyer persuaded the children to diagnose himself .,-3.0439605712890625,-3.199554443359375,-5.960136413574219,1,1,1
persuaded,The lawyer persuaded the child to embarrass himself .,The lawyers persuaded the child to embarrass himself .,The lawyer persuaded the children to embarrass himself .,-2.4977340698242188,-2.5392837524414062,-5.353935241699219,1,1,1
persuaded,The lawyer persuaded the child to disguise himself .,The lawyers persuaded the child to disguise himself .,The lawyer persuaded the children to disguise himself .,-1.566162109375,-2.0476303100585938,-4.562858581542969,1,1,1
forced,The lawyer forced the professor to make fun of himself .,The lawyers forced the professor to make fun of himself .,The lawyer forced the professors to make fun of himself .,-3.9400558471679688,-3.84710693359375,-5.252288818359375,1,1,1
forced,The lawyer forced the professor to examine himself .,The lawyers forced the professor to examine himself .,The lawyer forced the professors to examine himself .,-4.4754791259765625,-5.099937438964844,-6.762397766113281,1,1,1
forced,The lawyer forced the professor to diagnose himself .,The lawyers forced the professor to diagnose himself .,The lawyer forced the professors to diagnose himself .,-3.1074752807617188,-3.3057327270507812,-5.053916931152344,1,1,1
forced,The lawyer forced the professor to embarrass himself .,The lawyers forced the professor to embarrass himself .,The lawyer forced the professors to embarrass himself .,-1.0559921264648438,-1.0925216674804688,-3.5977401733398438,1,1,1
forced,The lawyer forced the professor to disguise himself .,The lawyers forced the professor to disguise himself .,The lawyer forced the professors to disguise himself .,-1.6132965087890625,-2.1146621704101562,-4.285560607910156,1,1,1
forced,The lawyer forced the artist to make fun of himself .,The lawyers forced the artist to make fun of himself .,The lawyer forced the artists to make fun of himself .,-3.5988388061523438,-3.6697845458984375,-4.890464782714844,1,1,1
forced,The lawyer forced the artist to examine himself .,The lawyers forced the artist to examine himself .,The lawyer forced the artists to examine himself .,-4.383270263671875,-4.985939025878906,-6.659858703613281,1,1,1
forced,The lawyer forced the artist to diagnose himself .,The lawyers forced the artist to diagnose himself .,The lawyer forced the artists to diagnose himself .,-3.0903472900390625,-3.3218460083007812,-5.003517150878906,1,1,1
forced,The lawyer forced the artist to embarrass himself .,The lawyers forced the artist to embarrass himself .,The lawyer forced the artists to embarrass himself .,-1.1283645629882812,-1.2457122802734375,-3.5103302001953125,1,1,1
forced,The lawyer forced the artist to disguise himself .,The lawyers forced the artist to disguise himself .,The lawyer forced the artists to disguise himself .,-1.79779052734375,-2.303466796875,-4.231330871582031,1,1,1
forced,The lawyer forced the student to make fun of himself .,The lawyers forced the student to make fun of himself .,The lawyer forced the students to make fun of himself .,-3.6057815551757812,-3.9579544067382812,-5.197456359863281,1,1,1
forced,The lawyer forced the student to examine himself .,The lawyers forced the student to examine himself .,The lawyer forced the students to examine himself .,-4.4013519287109375,-5.103034973144531,-6.808769226074219,1,1,1
forced,The lawyer forced the student to diagnose himself .,The lawyers forced the student to diagnose himself .,The lawyer forced the students to diagnose himself .,-2.947418212890625,-3.23077392578125,-5.5023651123046875,1,1,1
forced,The lawyer forced the student to embarrass himself .,The lawyers forced the student to embarrass himself .,The lawyer forced the students to embarrass himself .,-1.4979934692382812,-1.8558807373046875,-4.150665283203125,1,1,1
forced,The lawyer forced the student to disguise himself .,The lawyers forced the student to disguise himself .,The lawyer forced the students to disguise himself .,-1.6161575317382812,-2.2099761962890625,-4.6771392822265625,1,1,1
forced,The lawyer forced the child to make fun of himself .,The lawyers forced the child to make fun of himself .,The lawyer forced the children to make fun of himself .,-3.3269500732421875,-3.7812347412109375,-5.1253814697265625,1,1,1
forced,The lawyer forced the child to examine himself .,The lawyers forced the child to examine himself .,The lawyer forced the children to examine himself .,-4.493919372558594,-5.071014404296875,-6.8355865478515625,1,1,1
forced,The lawyer forced the child to diagnose himself .,The lawyers forced the child to diagnose himself .,The lawyer forced the children to diagnose himself .,-2.96649169921875,-3.26806640625,-5.564826965332031,1,1,1
forced,The lawyer forced the child to embarrass himself .,The lawyers forced the child to embarrass himself .,The lawyer forced the children to embarrass himself .,-1.5488815307617188,-1.9754409790039062,-4.255699157714844,1,1,1
forced,The lawyer forced the child to disguise himself .,The lawyers forced the child to disguise himself .,The lawyer forced the children to disguise himself .,-1.6108932495117188,-2.0831756591796875,-4.569366455078125,1,1,1
told,The lawyer told the professor to make fun of himself .,The lawyers told the professor to make fun of himself .,The lawyer told the professors to make fun of himself .,-4.251609802246094,-4.203880310058594,-5.6045989990234375,1,1,1
told,The lawyer told the professor to examine himself .,The lawyers told the professor to examine himself .,The lawyer told the professors to examine himself .,-4.3589630126953125,-4.793731689453125,-6.60443115234375,1,1,1
told,The lawyer told the professor to diagnose himself .,The lawyers told the professor to diagnose himself .,The lawyer told the professors to diagnose himself .,-3.6018753051757812,-3.8277587890625,-5.3886871337890625,1,1,1
told,The lawyer told the professor to embarrass himself .,The lawyers told the professor to embarrass himself .,The lawyer told the professors to embarrass himself .,-1.773834228515625,-1.5009231567382812,-4.039314270019531,1,1,1
told,The lawyer told the professor to disguise himself .,The lawyers told the professor to disguise himself .,The lawyer told the professors to disguise himself .,-1.393646240234375,-1.7569427490234375,-3.9632797241210938,1,1,1
told,The lawyer told the artist to make fun of himself .,The lawyers told the artist to make fun of himself .,The lawyer told the artists to make fun of himself .,-3.6747665405273438,-3.7730712890625,-5.091522216796875,1,1,1
told,The lawyer told the artist to examine himself .,The lawyers told the artist to examine himself .,The lawyer told the artists to examine himself .,-4.280586242675781,-4.733146667480469,-6.194061279296875,1,1,1
told,The lawyer told the artist to diagnose himself .,The lawyers told the artist to diagnose himself .,The lawyer told the artists to diagnose himself .,-3.3732070922851562,-3.61138916015625,-5.335929870605469,1,1,1
told,The lawyer told the artist to embarrass himself .,The lawyers told the artist to embarrass himself .,The lawyer told the artists to embarrass himself .,-2.0213546752929688,-1.7125244140625,-4.023872375488281,1,1,1
told,The lawyer told the artist to disguise himself .,The lawyers told the artist to disguise himself .,The lawyer told the artists to disguise himself .,-1.3963623046875,-1.8164901733398438,-3.9354171752929688,1,1,1
told,The lawyer told the student to make fun of himself .,The lawyers told the student to make fun of himself .,The lawyer told the students to make fun of himself .,-3.670501708984375,-3.7694625854492188,-5.644157409667969,1,1,1
told,The lawyer told the student to examine himself .,The lawyers told the student to examine himself .,The lawyer told the students to examine himself .,-4.019020080566406,-4.547859191894531,-6.673835754394531,1,1,1
told,The lawyer told the student to diagnose himself .,The lawyers told the student to diagnose himself .,The lawyer told the students to diagnose himself .,-3.0089111328125,-3.247283935546875,-5.7335052490234375,1,1,1
told,The lawyer told the student to embarrass himself .,The lawyers told the student to embarrass himself .,The lawyer told the students to embarrass himself .,-1.965667724609375,-1.8693923950195312,-4.644493103027344,1,1,1
told,The lawyer told the student to disguise himself .,The lawyers told the student to disguise himself .,The lawyer told the students to disguise himself .,-1.2243423461914062,-1.6446075439453125,-4.5873260498046875,1,1,1
told,The lawyer told the child to make fun of himself .,The lawyers told the child to make fun of himself .,The lawyer told the children to make fun of himself .,-3.2913436889648438,-3.510101318359375,-5.412269592285156,1,1,1
told,The lawyer told the child to examine himself .,The lawyers told the child to examine himself .,The lawyer told the children to examine himself .,-3.788055419921875,-4.202186584472656,-6.60662841796875,1,1,1
told,The lawyer told the child to diagnose himself .,The lawyers told the child to diagnose himself .,The lawyer told the children to diagnose himself .,-2.6682815551757812,-3.04296875,-5.722930908203125,1,1,1
told,The lawyer told the child to embarrass himself .,The lawyers told the child to embarrass himself .,The lawyer told the children to embarrass himself .,-1.7856674194335938,-1.7803192138671875,-4.778266906738281,1,1,1
told,The lawyer told the child to disguise himself .,The lawyers told the child to disguise himself .,The lawyer told the children to disguise himself .,-1.266632080078125,-1.6606979370117188,-4.339591979980469,1,1,1
persuaded,The artist persuaded the professor to make fun of himself .,The artists persuaded the professor to make fun of himself .,The artist persuaded the professors to make fun of himself .,-4.354148864746094,-4.665016174316406,-5.4625396728515625,1,1,1
persuaded,The artist persuaded the professor to examine himself .,The artists persuaded the professor to examine himself .,The artist persuaded the professors to examine himself .,-5.879913330078125,-6.449058532714844,-7.338287353515625,1,1,1
persuaded,The artist persuaded the professor to diagnose himself .,The artists persuaded the professor to diagnose himself .,The artist persuaded the professors to diagnose himself .,-4.562400817871094,-4.75250244140625,-5.7966156005859375,1,1,1
persuaded,The artist persuaded the professor to embarrass himself .,The artists persuaded the professor to embarrass himself .,The artist persuaded the professors to embarrass himself .,-2.818511962890625,-2.7005691528320312,-4.669731140136719,1,1,1
persuaded,The artist persuaded the professor to disguise himself .,The artists persuaded the professor to disguise himself .,The artist persuaded the professors to disguise himself .,-1.4868659973144531,-1.7365036010742188,-3.9541168212890625,1,1,1
persuaded,The artist persuaded the lawyer to make fun of himself .,The artists persuaded the lawyer to make fun of himself .,The artist persuaded the lawyers to make fun of himself .,-4.901786804199219,-5.472724914550781,-5.722877502441406,1,1,1
persuaded,The artist persuaded the lawyer to examine himself .,The artists persuaded the lawyer to examine himself .,The artist persuaded the lawyers to examine himself .,-6.7021026611328125,-7.284210205078125,-8.023338317871094,1,1,1
persuaded,The artist persuaded the lawyer to diagnose himself .,The artists persuaded the lawyer to diagnose himself .,The artist persuaded the lawyers to diagnose himself .,-4.7344970703125,-4.997955322265625,-6.1743927001953125,1,1,1
persuaded,The artist persuaded the lawyer to embarrass himself .,The artists persuaded the lawyer to embarrass himself .,The artist persuaded the lawyers to embarrass himself .,-3.1213607788085938,-3.3266525268554688,-4.530891418457031,1,1,1
persuaded,The artist persuaded the lawyer to disguise himself .,The artists persuaded the lawyer to disguise himself .,The artist persuaded the lawyers to disguise himself .,-1.7409133911132812,-1.9704208374023438,-4.155296325683594,1,1,1
persuaded,The artist persuaded the student to make fun of himself .,The artists persuaded the student to make fun of himself .,The artist persuaded the students to make fun of himself .,-4.021209716796875,-4.697784423828125,-5.3845367431640625,1,1,1
persuaded,The artist persuaded the student to examine himself .,The artists persuaded the student to examine himself .,The artist persuaded the students to examine himself .,-5.206596374511719,-5.7507476806640625,-7.1109771728515625,1,1,1
persuaded,The artist persuaded the student to diagnose himself .,The artists persuaded the student to diagnose himself .,The artist persuaded the students to diagnose himself .,-3.5661239624023438,-3.7022323608398438,-5.7735748291015625,1,1,1
persuaded,The artist persuaded the student to embarrass himself .,The artists persuaded the student to embarrass himself .,The artist persuaded the students to embarrass himself .,-2.6646347045898438,-2.8296432495117188,-4.7075653076171875,1,1,1
persuaded,The artist persuaded the student to disguise himself .,The artists persuaded the student to disguise himself .,The artist persuaded the students to disguise himself .,-1.3238983154296875,-1.8039093017578125,-4.310478210449219,1,1,1
persuaded,The artist persuaded the child to make fun of himself .,The artists persuaded the child to make fun of himself .,The artist persuaded the children to make fun of himself .,-3.5406112670898438,-4.0694732666015625,-5.367103576660156,1,1,1
persuaded,The artist persuaded the child to examine himself .,The artists persuaded the child to examine himself .,The artist persuaded the children to examine himself .,-4.5614013671875,-4.988029479980469,-6.863365173339844,1,1,1
persuaded,The artist persuaded the child to diagnose himself .,The artists persuaded the child to diagnose himself .,The artist persuaded the children to diagnose himself .,-3.1076202392578125,-3.1944198608398438,-5.695838928222656,1,1,1
persuaded,The artist persuaded the child to embarrass himself .,The artists persuaded the child to embarrass himself .,The artist persuaded the children to embarrass himself .,-2.4194183349609375,-2.4325180053710938,-4.817558288574219,1,1,1
persuaded,The artist persuaded the child to disguise himself .,The artists persuaded the child to disguise himself .,The artist persuaded the children to disguise himself .,-1.1974029541015625,-1.4150238037109375,-4.340240478515625,1,1,1
forced,The artist forced the professor to make fun of himself .,The artists forced the professor to make fun of himself .,The artist forced the professors to make fun of himself .,-3.708343505859375,-3.8020401000976562,-5.019599914550781,1,1,1
forced,The artist forced the professor to examine himself .,The artists forced the professor to examine himself .,The artist forced the professors to examine himself .,-4.324653625488281,-4.574554443359375,-6.208641052246094,1,1,1
forced,The artist forced the professor to diagnose himself .,The artists forced the professor to diagnose himself .,The artist forced the professors to diagnose himself .,-3.2582778930664062,-3.2267532348632812,-4.881378173828125,1,1,1
forced,The artist forced the professor to embarrass himself .,The artists forced the professor to embarrass himself .,The artist forced the professors to embarrass himself .,-1.5378646850585938,-1.4030075073242188,-3.7335281372070312,1,1,1
forced,The artist forced the professor to disguise himself .,The artists forced the professor to disguise himself .,The artist forced the professors to disguise himself .,-1.1816253662109375,-1.3440475463867188,-3.673004150390625,1,1,1
forced,The artist forced the lawyer to make fun of himself .,The artists forced the lawyer to make fun of himself .,The artist forced the lawyers to make fun of himself .,-3.917816162109375,-4.2767486572265625,-4.955299377441406,1,1,1
forced,The artist forced the lawyer to examine himself .,The artists forced the lawyer to examine himself .,The artist forced the lawyers to examine himself .,-4.995033264160156,-5.189521789550781,-6.728126525878906,1,1,1
forced,The artist forced the lawyer to diagnose himself .,The artists forced the lawyer to diagnose himself .,The artist forced the lawyers to diagnose himself .,-3.5346832275390625,-3.5976791381835938,-5.4060516357421875,1,1,1
forced,The artist forced the lawyer to embarrass himself .,The artists forced the lawyer to embarrass himself .,The artist forced the lawyers to embarrass himself .,-1.3233566284179688,-1.4529800415039062,-3.216583251953125,1,1,1
forced,The artist forced the lawyer to disguise himself .,The artists forced the lawyer to disguise himself .,The artist forced the lawyers to disguise himself .,-1.3824310302734375,-1.5186080932617188,-3.6328125,1,1,1
forced,The artist forced the student to make fun of himself .,The artists forced the student to make fun of himself .,The artist forced the students to make fun of himself .,-3.3873291015625,-3.9336929321289062,-4.853492736816406,1,1,1
forced,The artist forced the student to examine himself .,The artists forced the student to examine himself .,The artist forced the students to examine himself .,-4.215827941894531,-4.792396545410156,-6.443901062011719,1,1,1
