verb,baseline_sentence,distractor_sentence,ungrammatical_sentence,baseline_pron_log_prob,distractor_pron_log_prob,ungrammatical_pron_log_prob,baseline_greater_than_ungrammatical,distractor_greater_than_ungrammatical,correct
promised,The lawyer promised the artist to diagnose himself .,The lawyer promised the artists to diagnose himself .,The lawyers promised the artist to diagnose himself .,-5.490084171295166,-7.31165885925293,-4.8852152824401855,0,0,0
promised,The lawyer promised the artist to embarrass himself .,The lawyer promised the artists to embarrass himself .,The lawyers promised the artist to embarrass himself .,-6.4512505531311035,-7.023708343505859,-6.468140125274658,1,0,0
promised,The lawyer promised the artist to disguise himself .,The lawyer promised the artists to disguise himself .,The lawyers promised the artist to disguise himself .,-2.629831314086914,-4.425937175750732,-2.8165969848632812,1,0,0
promised,The lawyer promised the student to make fun of himself .,The lawyer promised the students to make fun of himself .,The lawyers promised the student to make fun of himself .,-6.017834186553955,-6.955828666687012,-5.758472442626953,0,0,0
promised,The lawyer promised the student to examine himself .,The lawyer promised the students to examine himself .,The lawyers promised the student to examine himself .,-7.915347099304199,-10.606490135192871,-7.8169965744018555,0,0,0
promised,The lawyer promised the student to diagnose himself .,The lawyer promised the students to diagnose himself .,The lawyers promised the student to diagnose himself .,-5.264805793762207,-6.6412434577941895,-4.573158264160156,0,0,0
promised,The lawyer promised the student to embarrass himself .,The lawyer promised the students to embarrass himself .,The lawyers promised the student to embarrass himself .,-7.150987148284912,-7.538392066955566,-7.133789539337158,0,0,0
promised,The lawyer promised the student to disguise himself .,The lawyer promised the students to disguise himself .,The lawyers promised the student to disguise himself .,-2.6735639572143555,-3.115729331970215,-3.133176803588867,1,1,1
promised,The lawyer promised the child to make fun of himself .,The lawyer promised the children to make fun of himself .,The lawyers promised the child to make fun of himself .,-6.580087184906006,-7.295474052429199,-6.548792839050293,0,0,0
promised,The lawyer promised the child to examine himself .,The lawyer promised the children to examine himself .,The lawyers promised the child to examine himself .,-6.749860763549805,-8.15678596496582,-6.6671905517578125,0,0,0
promised,The lawyer promised the child to diagnose himself .,The lawyer promised the children to diagnose himself .,The lawyers promised the child to diagnose himself .,-4.381748676300049,-5.034158706665039,-4.241255283355713,0,0,0
promised,The lawyer promised the child to embarrass himself .,The lawyer promised the children to embarrass himself .,The lawyers promised the child to embarrass himself .,-7.598596572875977,-7.763679504394531,-8.191850662231445,1,1,1
promised,The lawyer promised the child to disguise himself .,The lawyer promised the children to disguise himself .,The lawyers promised the child to disguise himself .,-2.5771312713623047,-2.852921485900879,-3.2068872451782227,1,1,1
guaranteed,The lawyer guaranteed the professor to make fun of himself .,The lawyer guaranteed the professors to make fun of himself .,The lawyers guaranteed the professor to make fun of himself .,-4.655314922332764,-6.022665023803711,-4.278888702392578,0,0,0
guaranteed,The lawyer guaranteed the professor to examine himself .,The lawyer guaranteed the professors to examine himself .,The lawyers guaranteed the professor to examine himself .,-5.562717914581299,-7.991331577301025,-5.5459747314453125,0,0,0
guaranteed,The lawyer guaranteed the professor to diagnose himself .,The lawyer guaranteed the professors to diagnose himself .,The lawyers guaranteed the professor to diagnose himself .,-4.644078731536865,-6.801225662231445,-4.389945030212402,0,0,0
guaranteed,The lawyer guaranteed the professor to embarrass himself .,The lawyer guaranteed the professors to embarrass himself .,The lawyers guaranteed the professor to embarrass himself .,-4.495922088623047,-7.410160064697266,-4.705203056335449,1,0,0
guaranteed,The lawyer guaranteed the professor to disguise himself .,The lawyer guaranteed the professors to disguise himself .,The lawyers guaranteed the professor to disguise himself .,-1.972733497619629,-5.652158260345459,-2.293063163757324,1,0,0
guaranteed,The lawyer guaranteed the artist to make fun of himself .,The lawyer guaranteed the artists to make fun of himself .,The lawyers guaranteed the artist to make fun of himself .,-3.6592373847961426,-5.397662162780762,-3.0903048515319824,0,0,0
guaranteed,The lawyer guaranteed the artist to examine himself .,The lawyer guaranteed the artists to examine himself .,The lawyers guaranteed the artist to examine himself .,-5.645820617675781,-8.103233337402344,-5.02553653717041,0,0,0
guaranteed,The lawyer guaranteed the artist to diagnose himself .,The lawyer guaranteed the artists to diagnose himself .,The lawyers guaranteed the artist to diagnose himself .,-4.568967819213867,-7.071468353271484,-3.887930393218994,0,0,0
guaranteed,The lawyer guaranteed the artist to embarrass himself .,The lawyer guaranteed the artists to embarrass himself .,The lawyers guaranteed the artist to embarrass himself .,-3.7042794227600098,-6.62155294418335,-3.7250356674194336,1,0,0
guaranteed,The lawyer guaranteed the artist to disguise himself .,The lawyer guaranteed the artists to disguise himself .,The lawyers guaranteed the artist to disguise himself .,-2.1194896697998047,-5.334211349487305,-1.9740142822265625,0,0,0
guaranteed,The lawyer guaranteed the student to make fun of himself .,The lawyer guaranteed the students to make fun of himself .,The lawyers guaranteed the student to make fun of himself .,-4.287820339202881,-6.048051834106445,-4.02559232711792,0,0,0
guaranteed,The lawyer guaranteed the student to examine himself .,The lawyer guaranteed the students to examine himself .,The lawyers guaranteed the student to examine himself .,-5.176565170288086,-7.988392353057861,-4.947632789611816,0,0,0
guaranteed,The lawyer guaranteed the student to diagnose himself .,The lawyer guaranteed the students to diagnose himself .,The lawyers guaranteed the student to diagnose himself .,-3.7514448165893555,-6.615011692047119,-3.0201687812805176,0,0,0
guaranteed,The lawyer guaranteed the student to embarrass himself .,The lawyer guaranteed the students to embarrass himself .,The lawyers guaranteed the student to embarrass himself .,-4.2072367668151855,-7.818692207336426,-4.382635593414307,1,0,0
guaranteed,The lawyer guaranteed the student to disguise himself .,The lawyer guaranteed the students to disguise himself .,The lawyers guaranteed the student to disguise himself .,-1.9011878967285156,-5.446449279785156,-2.3295278549194336,1,0,0
guaranteed,The lawyer guaranteed the child to make fun of himself .,The lawyer guaranteed the children to make fun of himself .,The lawyers guaranteed the child to make fun of himself .,-4.825867652893066,-6.69536828994751,-4.785768508911133,0,0,0
guaranteed,The lawyer guaranteed the child to examine himself .,The lawyer guaranteed the children to examine himself .,The lawyers guaranteed the child to examine himself .,-5.104622840881348,-7.144885063171387,-4.920711040496826,0,0,0
guaranteed,The lawyer guaranteed the child to diagnose himself .,The lawyer guaranteed the children to diagnose himself .,The lawyers guaranteed the child to diagnose himself .,-3.603087902069092,-5.189300537109375,-3.344552993774414,0,0,0
guaranteed,The lawyer guaranteed the child to embarrass himself .,The lawyer guaranteed the children to embarrass himself .,The lawyers guaranteed the child to embarrass himself .,-5.532957077026367,-8.269048690795898,-6.257119655609131,1,0,0
guaranteed,The lawyer guaranteed the child to disguise himself .,The lawyer guaranteed the children to disguise himself .,The lawyers guaranteed the child to disguise himself .,-1.8709850311279297,-4.720128536224365,-2.614750862121582,1,0,0
offered,The lawyer offered the professor to make fun of himself .,The lawyer offered the professors to make fun of himself .,The lawyers offered the professor to make fun of himself .,-4.419858932495117,-5.845201015472412,-3.524892807006836,0,0,0
offered,The lawyer offered the professor to examine himself .,The lawyer offered the professors to examine himself .,The lawyers offered the professor to examine himself .,-5.973199844360352,-7.592294692993164,-6.168968677520752,1,0,0
offered,The lawyer offered the professor to diagnose himself .,The lawyer offered the professors to diagnose himself .,The lawyers offered the professor to diagnose himself .,-3.9296441078186035,-5.867703914642334,-3.5271902084350586,0,0,0
offered,The lawyer offered the professor to embarrass himself .,The lawyer offered the professors to embarrass himself .,The lawyers offered the professor to embarrass himself .,-5.988691806793213,-7.322444438934326,-6.09682559967041,1,0,0
offered,The lawyer offered the professor to disguise himself .,The lawyer offered the professors to disguise himself .,The lawyers offered the professor to disguise himself .,-1.4702568054199219,-4.256791114807129,-1.5629615783691406,1,0,0
offered,The lawyer offered the artist to make fun of himself .,The lawyer offered the artists to make fun of himself .,The lawyers offered the artist to make fun of himself .,-3.029134750366211,-5.061649799346924,-2.2617292404174805,0,0,0
offered,The lawyer offered the artist to examine himself .,The lawyer offered the artists to examine himself .,The lawyers offered the artist to examine himself .,-5.698566436767578,-7.498058795928955,-5.400964260101318,0,0,0
offered,The lawyer offered the artist to diagnose himself .,The lawyer offered the artists to diagnose himself .,The lawyers offered the artist to diagnose himself .,-3.565469741821289,-5.8477783203125,-2.8369083404541016,0,0,0
offered,The lawyer offered the artist to embarrass himself .,The lawyer offered the artists to embarrass himself .,The lawyers offered the artist to embarrass himself .,-4.749084949493408,-6.268377304077148,-4.709896564483643,0,0,0
offered,The lawyer offered the artist to disguise himself .,The lawyer offered the artists to disguise himself .,The lawyers offered the artist to disguise himself .,-1.4733819961547852,-4.565207481384277,-1.3371648788452148,0,0,0
offered,The lawyer offered the student to make fun of himself .,The lawyer offered the students to make fun of himself .,The lawyers offered the student to make fun of himself .,-4.932518005371094,-5.948243618011475,-4.212230205535889,0,0,0
offered,The lawyer offered the student to examine himself .,The lawyer offered the students to examine himself .,The lawyers offered the student to examine himself .,-6.881433486938477,-8.43349552154541,-6.235909938812256,0,0,0
offered,The lawyer offered the student to diagnose himself .,The lawyer offered the students to diagnose himself .,The lawyers offered the student to diagnose himself .,-3.9182987213134766,-5.626205921173096,-3.102428436279297,0,0,0
offered,The lawyer offered the student to embarrass himself .,The lawyer offered the students to embarrass himself .,The lawyers offered the student to embarrass himself .,-5.976829528808594,-6.418637275695801,-6.0837297439575195,1,0,0
offered,The lawyer offered the student to disguise himself .,The lawyer offered the students to disguise himself .,The lawyers offered the student to disguise himself .,-1.8034448623657227,-3.459461212158203,-1.827193260192871,1,0,0
offered,The lawyer offered the child to make fun of himself .,The lawyer offered the children to make fun of himself .,The lawyers offered the child to make fun of himself .,-6.38912296295166,-7.546514511108398,-6.062699317932129,0,0,0
offered,The lawyer offered the child to examine himself .,The lawyer offered the children to examine himself .,The lawyers offered the child to examine himself .,-6.068256378173828,-7.702140808105469,-5.436059951782227,0,0,0
offered,The lawyer offered the child to diagnose himself .,The lawyer offered the children to diagnose himself .,The lawyers offered the child to diagnose himself .,-3.5348381996154785,-4.7719268798828125,-3.438694953918457,0,0,0
offered,The lawyer offered the child to embarrass himself .,The lawyer offered the children to embarrass himself .,The lawyers offered the child to embarrass himself .,-7.4793243408203125,-8.44832706451416,-8.17431354522705,1,0,0
offered,The lawyer offered the child to disguise himself .,The lawyer offered the children to disguise himself .,The lawyers offered the child to disguise himself .,-2.2431507110595703,-3.493605613708496,-2.9069576263427734,1,0,0
promised,The artist promised the professor to make fun of himself .,The artist promised the professors to make fun of himself .,The artists promised the professor to make fun of himself .,-5.1742377281188965,-6.37645959854126,-5.216843605041504,1,0,0
promised,The artist promised the professor to examine himself .,The artist promised the professors to examine himself .,The artists promised the professor to examine himself .,-7.138949394226074,-8.586758613586426,-7.766748428344727,1,0,0
promised,The artist promised the professor to diagnose himself .,The artist promised the professors to diagnose himself .,The artists promised the professor to diagnose himself .,-4.951241970062256,-5.639955520629883,-5.192896842956543,1,0,0
promised,The artist promised the professor to embarrass himself .,The artist promised the professors to embarrass himself .,The artists promised the professor to embarrass himself .,-5.188762187957764,-5.017124176025391,-5.860318183898926,1,1,1
promised,The artist promised the professor to disguise himself .,The artist promised the professors to disguise himself .,The artists promised the professor to disguise himself .,-1.5664052963256836,-3.176858901977539,-2.1049842834472656,1,0,0
promised,The artist promised the lawyer to make fun of himself .,The artist promised the lawyers to make fun of himself .,The artists promised the lawyer to make fun of himself .,-5.207425594329834,-4.854421138763428,-5.776825428009033,1,1,1
promised,The artist promised the lawyer to examine himself .,The artist promised the lawyers to examine himself .,The artists promised the lawyer to examine himself .,-7.396145820617676,-7.885393142700195,-8.828985214233398,1,1,1
promised,The artist promised the lawyer to diagnose himself .,The artist promised the lawyers to diagnose himself .,The artists promised the lawyer to diagnose himself .,-4.995008945465088,-4.914852619171143,-5.499876499176025,1,1,1
promised,The artist promised the lawyer to embarrass himself .,The artist promised the lawyers to embarrass himself .,The artists promised the lawyer to embarrass himself .,-6.349891662597656,-5.843746662139893,-7.091774940490723,1,1,1
promised,The artist promised the lawyer to disguise himself .,The artist promised the lawyers to disguise himself .,The artists promised the lawyer to disguise himself .,-2.419994354248047,-3.290642738342285,-3.4936232566833496,1,1,1
promised,The artist promised the student to make fun of himself .,The artist promised the students to make fun of himself .,The artists promised the student to make fun of himself .,-5.49179220199585,-5.197097301483154,-5.891923427581787,1,1,1
promised,The artist promised the student to examine himself .,The artist promised the students to examine himself .,The artists promised the student to examine himself .,-7.398732662200928,-7.951057434082031,-7.671286582946777,1,0,0
promised,The artist promised the student to diagnose himself .,The artist promised the students to diagnose himself .,The artists promised the student to diagnose himself .,-5.726607322692871,-6.031354904174805,-5.612480640411377,0,0,0
promised,The artist promised the student to embarrass himself .,The artist promised the students to embarrass himself .,The artists promised the student to embarrass himself .,-5.565548896789551,-4.398551940917969,-5.90101957321167,1,1,1
promised,The artist promised the student to disguise himself .,The artist promised the students to disguise himself .,The artists promised the student to disguise himself .,-2.591785430908203,-3.4160537719726562,-3.0021533966064453,1,0,0
promised,The artist promised the child to make fun of himself .,The artist promised the children to make fun of himself .,The artists promised the child to make fun of himself .,-5.491451263427734,-5.728836536407471,-5.937177658081055,1,1,1
promised,The artist promised the child to examine himself .,The artist promised the children to examine himself .,The artists promised the child to examine himself .,-5.287703514099121,-6.706301212310791,-5.495657444000244,1,0,0
promised,The artist promised the child to diagnose himself .,The artist promised the children to diagnose himself .,The artists promised the child to diagnose himself .,-4.508347511291504,-5.538210391998291,-4.536789417266846,1,0,0
promised,The artist promised the child to embarrass himself .,The artist promised the children to embarrass himself .,The artists promised the child to embarrass himself .,-6.193049430847168,-4.935080528259277,-7.07583475112915,1,1,1
promised,The artist promised the child to disguise himself .,The artist promised the children to disguise himself .,The artists promised the child to disguise himself .,-2.0751476287841797,-3.2582664489746094,-2.139537811279297,1,0,0
guaranteed,The artist guaranteed the professor to make fun of himself .,The artist guaranteed the professors to make fun of himself .,The artists guaranteed the professor to make fun of himself .,-3.978814125061035,-4.861083984375,-3.823051929473877,0,0,0
guaranteed,The artist guaranteed the professor to examine himself .,The artist guaranteed the professors to examine himself .,The artists guaranteed the professor to examine himself .,-6.13083553314209,-7.391645431518555,-6.921608924865723,1,0,0
guaranteed,The artist guaranteed the professor to diagnose himself .,The artist guaranteed the professors to diagnose himself .,The artists guaranteed the professor to diagnose himself .,-4.755499362945557,-5.6152849197387695,-4.725488185882568,0,0,0
guaranteed,The artist guaranteed the professor to embarrass himself .,The artist guaranteed the professors to embarrass himself .,The artists guaranteed the professor to embarrass himself .,-2.5642499923706055,-4.343412399291992,-2.054825782775879,0,0,0
guaranteed,The artist guaranteed the professor to disguise himself .,The artist guaranteed the professors to disguise himself .,The artists guaranteed the professor to disguise himself .,-1.3394289016723633,-4.322037696838379,-1.2473230361938477,0,0,0
guaranteed,The artist guaranteed the lawyer to make fun of himself .,The artist guaranteed the lawyers to make fun of himself .,The artists guaranteed the lawyer to make fun of himself .,-4.21245002746582,-5.086619853973389,-4.733001708984375,1,0,0
guaranteed,The artist guaranteed the lawyer to examine himself .,The artist guaranteed the lawyers to examine himself .,The artists guaranteed the lawyer to examine himself .,-6.775485038757324,-6.958724498748779,-8.328923225402832,1,1,1
guaranteed,The artist guaranteed the lawyer to diagnose himself .,The artist guaranteed the lawyers to diagnose himself .,The artists guaranteed the lawyer to diagnose himself .,-5.3780741691589355,-5.814117908477783,-5.721280574798584,1,0,0
guaranteed,The artist guaranteed the lawyer to embarrass himself .,The artist guaranteed the lawyers to embarrass himself .,The artists guaranteed the lawyer to embarrass himself .,-4.16677188873291,-5.581709861755371,-4.513527870178223,1,0,0
guaranteed,The artist guaranteed the lawyer to disguise himself .,The artist guaranteed the lawyers to disguise himself .,The artists guaranteed the lawyer to disguise himself .,-2.311142921447754,-4.079570293426514,-2.489847183227539,1,0,0
