verb,baseline_sentence,distractor_sentence,ungrammatical_sentence,baseline_pron_log_prob,distractor_pron_log_prob,ungrammatical_pron_log_prob,baseline_greater_than_ungrammatical,distractor_greater_than_ungrammatical,correct
persuaded,The professor persuaded the student to make fun of himself .,The professors persuaded the student to make fun of himself .,The professor persuaded the students to make fun of himself .,-3.684030532836914,-3.3824939727783203,-5.383857727050781,1,1,1
persuaded,The professor persuaded the student to examine himself .,The professors persuaded the student to examine himself .,The professor persuaded the students to examine himself .,-6.079461574554443,-6.135592460632324,-7.959673881530762,1,1,1
persuaded,The professor persuaded the student to diagnose himself .,The professors persuaded the student to diagnose himself .,The professor persuaded the students to diagnose himself .,-1.677896499633789,-1.1295804977416992,-4.820347309112549,1,1,1
persuaded,The professor persuaded the student to embarrass himself .,The professors persuaded the student to embarrass himself .,The professor persuaded the students to embarrass himself .,-1.9261903762817383,-1.670027732849121,-5.591701507568359,1,1,1
persuaded,The professor persuaded the student to disguise himself .,The professors persuaded the student to disguise himself .,The professor persuaded the students to disguise himself .,-1.1352157592773438,-0.9438867568969727,-5.5554986000061035,1,1,1
persuaded,The professor persuaded the child to make fun of himself .,The professors persuaded the child to make fun of himself .,The professor persuaded the children to make fun of himself .,-3.16921329498291,-2.6892738342285156,-6.00737190246582,1,1,1
persuaded,The professor persuaded the child to examine himself .,The professors persuaded the child to examine himself .,The professor persuaded the children to examine himself .,-4.982248306274414,-4.714480400085449,-7.58674430847168,1,1,1
persuaded,The professor persuaded the child to diagnose himself .,The professors persuaded the child to diagnose himself .,The professor persuaded the children to diagnose himself .,-1.1509809494018555,-0.8644094467163086,-4.817760467529297,1,1,1
persuaded,The professor persuaded the child to embarrass himself .,The professors persuaded the child to embarrass himself .,The professor persuaded the children to embarrass himself .,-2.1745195388793945,-1.9712648391723633,-6.184485912322998,1,1,1
persuaded,The professor persuaded the child to disguise himself .,The professors persuaded the child to disguise himself .,The professor persuaded the children to disguise himself .,-0.8924770355224609,-0.6909246444702148,-6.169422626495361,1,1,1
forced,The professor forced the lawyer to make fun of himself .,The professors forced the lawyer to make fun of himself .,The professor forced the lawyers to make fun of himself .,-2.2815093994140625,-1.928055763244629,-4.019114971160889,1,1,1
forced,The professor forced the lawyer to examine himself .,The professors forced the lawyer to examine himself .,The professor forced the lawyers to examine himself .,-5.255826473236084,-5.164855480194092,-7.5094709396362305,1,1,1
forced,The professor forced the lawyer to diagnose himself .,The professors forced the lawyer to diagnose himself .,The professor forced the lawyers to diagnose himself .,-3.742283821105957,-3.169011116027832,-5.510537147521973,1,1,1
forced,The professor forced the lawyer to embarrass himself .,The professors forced the lawyer to embarrass himself .,The professor forced the lawyers to embarrass himself .,-1.4006681442260742,-1.2468795776367188,-4.28236722946167,1,1,1
forced,The professor forced the lawyer to disguise himself .,The professors forced the lawyer to disguise himself .,The professor forced the lawyers to disguise himself .,-0.9558696746826172,-0.8262786865234375,-4.837640285491943,1,1,1
forced,The professor forced the artist to make fun of himself .,The professors forced the artist to make fun of himself .,The professor forced the artists to make fun of himself .,-1.5510549545288086,-1.606832504272461,-3.6100473403930664,1,1,1
forced,The professor forced the artist to examine himself .,The professors forced the artist to examine himself .,The professor forced the artists to examine himself .,-4.276612758636475,-4.067682266235352,-7.690245628356934,1,1,1
forced,The professor forced the artist to diagnose himself .,The professors forced the artist to diagnose himself .,The professor forced the artists to diagnose himself .,-2.4503393173217773,-2.1810522079467773,-5.415157794952393,1,1,1
forced,The professor forced the artist to embarrass himself .,The professors forced the artist to embarrass himself .,The professor forced the artists to embarrass himself .,-0.7934932708740234,-0.8353996276855469,-4.249762058258057,1,1,1
forced,The professor forced the artist to disguise himself .,The professors forced the artist to disguise himself .,The professor forced the artists to disguise himself .,-0.9865226745605469,-1.1568489074707031,-4.869831085205078,1,1,1
forced,The professor forced the student to make fun of himself .,The professors forced the student to make fun of himself .,The professor forced the students to make fun of himself .,-2.536168098449707,-2.037529945373535,-4.222243309020996,1,1,1
forced,The professor forced the student to examine himself .,The professors forced the student to examine himself .,The professor forced the students to examine himself .,-5.805228233337402,-5.526717185974121,-8.160975456237793,1,1,1
forced,The professor forced the student to diagnose himself .,The professors forced the student to diagnose himself .,The professor forced the students to diagnose himself .,-2.3006668090820312,-1.6086902618408203,-4.834411144256592,1,1,1
forced,The professor forced the student to embarrass himself .,The professors forced the student to embarrass himself .,The professor forced the students to embarrass himself .,-1.5686416625976562,-1.1246614456176758,-4.968101501464844,1,1,1
forced,The professor forced the student to disguise himself .,The professors forced the student to disguise himself .,The professor forced the students to disguise himself .,-1.492691993713379,-1.1975479125976562,-6.541570663452148,1,1,1
forced,The professor forced the child to make fun of himself .,The professors forced the child to make fun of himself .,The professor forced the children to make fun of himself .,-2.5328636169433594,-2.0296077728271484,-5.072426795959473,1,1,1
forced,The professor forced the child to examine himself .,The professors forced the child to examine himself .,The professor forced the children to examine himself .,-5.1049299240112305,-5.136349678039551,-7.5685648918151855,1,1,1
forced,The professor forced the child to diagnose himself .,The professors forced the child to diagnose himself .,The professor forced the children to diagnose himself .,-1.9654541015625,-1.3481416702270508,-4.919498920440674,1,1,1
forced,The professor forced the child to embarrass himself .,The professors forced the child to embarrass himself .,The professor forced the children to embarrass himself .,-1.9031906127929688,-1.4005317687988281,-5.671377182006836,1,1,1
forced,The professor forced the child to disguise himself .,The professors forced the child to disguise himself .,The professor forced the children to disguise himself .,-1.3389644622802734,-1.081070899963379,-6.486722469329834,1,1,1
told,The professor told the lawyer to make fun of himself .,The professors told the lawyer to make fun of himself .,The professor told the lawyers to make fun of himself .,-4.1738786697387695,-4.05356502532959,-5.460372447967529,1,1,1
told,The professor told the lawyer to examine himself .,The professors told the lawyer to examine himself .,The professor told the lawyers to examine himself .,-6.794727802276611,-7.542546272277832,-8.139419555664062,1,1,1
told,The professor told the lawyer to diagnose himself .,The professors told the lawyer to diagnose himself .,The professor told the lawyers to diagnose himself .,-3.8951096534729004,-3.5332021713256836,-6.317659854888916,1,1,1
told,The professor told the lawyer to embarrass himself .,The professors told the lawyer to embarrass himself .,The professor told the lawyers to embarrass himself .,-4.838910102844238,-4.707867622375488,-7.034640312194824,1,1,1
told,The professor told the lawyer to disguise himself .,The professors told the lawyer to disguise himself .,The professor told the lawyers to disguise himself .,-1.7300519943237305,-1.7810745239257812,-4.299036502838135,1,1,1
told,The professor told the artist to make fun of himself .,The professors told the artist to make fun of himself .,The professor told the artists to make fun of himself .,-2.095132827758789,-2.3475608825683594,-4.846409320831299,1,1,1
told,The professor told the artist to examine himself .,The professors told the artist to examine himself .,The professor told the artists to examine himself .,-4.492483615875244,-4.663022041320801,-8.101831436157227,1,1,1
told,The professor told the artist to diagnose himself .,The professors told the artist to diagnose himself .,The professor told the artists to diagnose himself .,-2.1452293395996094,-2.184393882751465,-7.090871810913086,1,1,1
told,The professor told the artist to embarrass himself .,The professors told the artist to embarrass himself .,The professor told the artists to embarrass himself .,-1.3251314163208008,-1.357767105102539,-4.901573657989502,1,1,1
told,The professor told the artist to disguise himself .,The professors told the artist to disguise himself .,The professor told the artists to disguise himself .,-1.2309637069702148,-1.4291744232177734,-5.084285736083984,1,1,1
told,The professor told the student to make fun of himself .,The professors told the student to make fun of himself .,The professor told the students to make fun of himself .,-3.797210216522217,-3.8723669052124023,-5.98291015625,1,1,1
told,The professor told the student to examine himself .,The professors told the student to examine himself .,The professor told the students to examine himself .,-5.037289142608643,-5.456944942474365,-8.311107635498047,1,1,1
told,The professor told the student to diagnose himself .,The professors told the student to diagnose himself .,The professor told the students to diagnose himself .,-1.954371452331543,-1.7062263488769531,-6.4800591468811035,1,1,1
told,The professor told the student to embarrass himself .,The professors told the student to embarrass himself .,The professor told the students to embarrass himself .,-2.5225820541381836,-2.45474910736084,-5.963724613189697,1,1,1
told,The professor told the student to disguise himself .,The professors told the student to disguise himself .,The professor told the students to disguise himself .,-1.8226909637451172,-1.7462615966796875,-6.339956760406494,1,1,1
told,The professor told the child to make fun of himself .,The professors told the child to make fun of himself .,The professor told the children to make fun of himself .,-3.73537540435791,-3.4902801513671875,-6.565563201904297,1,1,1
told,The professor told the child to examine himself .,The professors told the child to examine himself .,The professor told the children to examine himself .,-4.637147903442383,-4.67119836807251,-7.935056686401367,1,1,1
told,The professor told the child to diagnose himself .,The professors told the child to diagnose himself .,The professor told the children to diagnose himself .,-1.521261215209961,-1.3983373641967773,-6.232961177825928,1,1,1
told,The professor told the child to embarrass himself .,The professors told the child to embarrass himself .,The professor told the children to embarrass himself .,-2.6521005630493164,-2.535860061645508,-6.639599323272705,1,1,1
told,The professor told the child to disguise himself .,The professors told the child to disguise himself .,The professor told the children to disguise himself .,-1.3752098083496094,-1.3038196563720703,-6.512644290924072,1,1,1
persuaded,The lawyer persuaded the professor to make fun of himself .,The lawyers persuaded the professor to make fun of himself .,The lawyer persuaded the professors to make fun of himself .,-2.4468917846679688,-2.254824638366699,-5.070706367492676,1,1,1
persuaded,The lawyer persuaded the professor to examine himself .,The lawyers persuaded the professor to examine himself .,The lawyer persuaded the professors to examine himself .,-5.799815654754639,-6.476316928863525,-8.66108512878418,1,1,1
persuaded,The lawyer persuaded the professor to diagnose himself .,The lawyers persuaded the professor to diagnose himself .,The lawyer persuaded the professors to diagnose himself .,-2.95819091796875,-2.780938148498535,-5.902834415435791,1,1,1
persuaded,The lawyer persuaded the professor to embarrass himself .,The lawyers persuaded the professor to embarrass himself .,The lawyer persuaded the professors to embarrass himself .,-2.2222366333007812,-2.3200769424438477,-6.250393867492676,1,1,1
persuaded,The lawyer persuaded the professor to disguise himself .,The lawyers persuaded the professor to disguise himself .,The lawyer persuaded the professors to disguise himself .,-1.2302818298339844,-1.7708988189697266,-5.055057525634766,1,1,1
persuaded,The lawyer persuaded the artist to make fun of himself .,The lawyers persuaded the artist to make fun of himself .,The lawyer persuaded the artists to make fun of himself .,-1.8107614517211914,-1.7978572845458984,-5.126879692077637,1,1,1
persuaded,The lawyer persuaded the artist to examine himself .,The lawyers persuaded the artist to examine himself .,The lawyer persuaded the artists to examine himself .,-4.746192932128906,-5.209074974060059,-7.9831461906433105,1,1,1
persuaded,The lawyer persuaded the artist to diagnose himself .,The lawyers persuaded the artist to diagnose himself .,The lawyer persuaded the artists to diagnose himself .,-1.7259407043457031,-1.5874834060668945,-5.92268705368042,1,1,1
persuaded,The lawyer persuaded the artist to embarrass himself .,The lawyers persuaded the artist to embarrass himself .,The lawyer persuaded the artists to embarrass himself .,-1.481292724609375,-1.713949203491211,-6.037387371063232,1,1,1
persuaded,The lawyer persuaded the artist to disguise himself .,The lawyers persuaded the artist to disguise himself .,The lawyer persuaded the artists to disguise himself .,-1.3488826751708984,-1.627725601196289,-5.165433883666992,1,1,1
persuaded,The lawyer persuaded the student to make fun of himself .,The lawyers persuaded the student to make fun of himself .,The lawyer persuaded the students to make fun of himself .,-2.8344907760620117,-2.654616355895996,-6.196509838104248,1,1,1
persuaded,The lawyer persuaded the student to examine himself .,The lawyers persuaded the student to examine himself .,The lawyer persuaded the students to examine himself .,-5.752387523651123,-5.950554847717285,-8.801012992858887,1,1,1
persuaded,The lawyer persuaded the student to diagnose himself .,The lawyers persuaded the student to diagnose himself .,The lawyer persuaded the students to diagnose himself .,-1.440220832824707,-1.2635078430175781,-5.8381805419921875,1,1,1
persuaded,The lawyer persuaded the student to embarrass himself .,The lawyers persuaded the student to embarrass himself .,The lawyer persuaded the students to embarrass himself .,-2.17437744140625,-2.310384750366211,-7.30575704574585,1,1,1
persuaded,The lawyer persuaded the student to disguise himself .,The lawyers persuaded the student to disguise himself .,The lawyer persuaded the students to disguise himself .,-1.3224153518676758,-1.6721820831298828,-6.158755779266357,1,1,1
persuaded,The lawyer persuaded the child to make fun of himself .,The lawyers persuaded the child to make fun of himself .,The lawyer persuaded the children to make fun of himself .,-3.583329200744629,-3.4543800354003906,-7.368895053863525,1,1,1
persuaded,The lawyer persuaded the child to examine himself .,The lawyers persuaded the child to examine himself .,The lawyer persuaded the children to examine himself .,-5.044816493988037,-5.110527992248535,-8.260814666748047,1,1,1
persuaded,The lawyer persuaded the child to diagnose himself .,The lawyers persuaded the child to diagnose himself .,The lawyer persuaded the children to diagnose himself .,-1.6620512008666992,-1.4783668518066406,-6.509034633636475,1,1,1
persuaded,The lawyer persuaded the child to embarrass himself .,The lawyers persuaded the child to embarrass himself .,The lawyer persuaded the children to embarrass himself .,-3.3677101135253906,-3.37847900390625,-8.111330032348633,1,1,1
persuaded,The lawyer persuaded the child to disguise himself .,The lawyers persuaded the child to disguise himself .,The lawyer persuaded the children to disguise himself .,-1.3897829055786133,-1.4835472106933594,-6.034529685974121,1,1,1
forced,The lawyer forced the professor to make fun of himself .,The lawyers forced the professor to make fun of himself .,The lawyer forced the professors to make fun of himself .,-1.7087621688842773,-1.5138921737670898,-4.079049110412598,1,1,1
forced,The lawyer forced the professor to examine himself .,The lawyers forced the professor to examine himself .,The lawyer forced the professors to examine himself .,-4.033555030822754,-4.551631927490234,-7.795269966125488,1,1,1
forced,The lawyer forced the professor to diagnose himself .,The lawyers forced the professor to diagnose himself .,The lawyer forced the professors to diagnose himself .,-3.135967254638672,-3.2297277450561523,-5.621679306030273,1,1,1
forced,The lawyer forced the professor to embarrass himself .,The lawyers forced the professor to embarrass himself .,The lawyer forced the professors to embarrass himself .,-0.9872560501098633,-1.2544784545898438,-5.0934271812438965,1,1,1
forced,The lawyer forced the professor to disguise himself .,The lawyers forced the professor to disguise himself .,The lawyer forced the professors to disguise himself .,-0.8755388259887695,-1.431375503540039,-5.305901050567627,1,1,1
forced,The lawyer forced the artist to make fun of himself .,The lawyers forced the artist to make fun of himself .,The lawyer forced the artists to make fun of himself .,-1.2710371017456055,-1.1487102508544922,-3.8557310104370117,1,1,1
forced,The lawyer forced the artist to examine himself .,The lawyers forced the artist to examine himself .,The lawyer forced the artists to examine himself .,-3.5115771293640137,-3.7482361793518066,-7.480780601501465,1,1,1
forced,The lawyer forced the artist to diagnose himself .,The lawyers forced the artist to diagnose himself .,The lawyer forced the artists to diagnose himself .,-2.162290573120117,-2.1540632247924805,-5.733470439910889,1,1,1
forced,The lawyer forced the artist to embarrass himself .,The lawyers forced the artist to embarrass himself .,The lawyer forced the artists to embarrass himself .,-0.9390678405761719,-1.2287836074829102,-4.989609718322754,1,1,1
forced,The lawyer forced the artist to disguise himself .,The lawyers forced the artist to disguise himself .,The lawyer forced the artists to disguise himself .,-1.0373058319091797,-1.5202007293701172,-4.923781394958496,1,1,1
forced,The lawyer forced the student to make fun of himself .,The lawyers forced the student to make fun of himself .,The lawyer forced the students to make fun of himself .,-2.0102901458740234,-1.6554479598999023,-4.504553318023682,1,1,1
forced,The lawyer forced the student to examine himself .,The lawyers forced the student to examine himself .,The lawyer forced the students to examine himself .,-4.71187162399292,-4.5797905921936035,-7.7422990798950195,1,1,1
forced,The lawyer forced the student to diagnose himself .,The lawyers forced the student to diagnose himself .,The lawyer forced the students to diagnose himself .,-1.8772048950195312,-1.781285285949707,-5.362336158752441,1,1,1
forced,The lawyer forced the student to embarrass himself .,The lawyers forced the student to embarrass himself .,The lawyer forced the students to embarrass himself .,-1.33270263671875,-1.432891845703125,-5.4170708656311035,1,1,1
forced,The lawyer forced the student to disguise himself .,The lawyers forced the student to disguise himself .,The lawyer forced the students to disguise himself .,-1.402669906616211,-1.7177114486694336,-6.472744464874268,1,1,1
forced,The lawyer forced the child to make fun of himself .,The lawyers forced the child to make fun of himself .,The lawyer forced the children to make fun of himself .,-2.6775388717651367,-2.501180648803711,-5.799988746643066,1,1,1
forced,The lawyer forced the child to examine himself .,The lawyers forced the child to examine himself .,The lawyer forced the children to examine himself .,-4.589154243469238,-4.536600589752197,-7.182234287261963,1,1,1
forced,The lawyer forced the child to diagnose himself .,The lawyers forced the child to diagnose himself .,The lawyer forced the children to diagnose himself .,-2.2156925201416016,-2.038698196411133,-5.964513778686523,1,1,1
forced,The lawyer forced the child to embarrass himself .,The lawyers forced the child to embarrass himself .,The lawyer forced the children to embarrass himself .,-2.4289350509643555,-2.2430248260498047,-6.597747325897217,1,1,1
forced,The lawyer forced the child to disguise himself .,The lawyers forced the child to disguise himself .,The lawyer forced the children to disguise himself .,-1.655731201171875,-1.8279476165771484,-6.158099174499512,1,1,1
told,The lawyer told the professor to make fun of himself .,The lawyers told the professor to make fun of himself .,The lawyer told the professors to make fun of himself .,-3.142428398132324,-2.88498592376709,-5.5797343254089355,1,1,1
told,The lawyer told the professor to examine himself .,The lawyers told the professor to examine himself .,The lawyer told the professors to examine himself .,-4.782223224639893,-5.51610803604126,-9.070232391357422,1,1,1
told,The lawyer told the professor to diagnose himself .,The lawyers told the professor to diagnose himself .,The lawyer told the professors to diagnose himself .,-2.3664493560791016,-2.5496559143066406,-6.642938137054443,1,1,1
told,The lawyer told the professor to embarrass himself .,The lawyers told the professor to embarrass himself .,The lawyer told the professors to embarrass himself .,-2.927339553833008,-3.2865304946899414,-6.81189489364624,1,1,1
told,The lawyer told the professor to disguise himself .,The lawyers told the professor to disguise himself .,The lawyer told the professors to disguise himself .,-1.5570507049560547,-2.032902717590332,-5.867249488830566,1,1,1
told,The lawyer told the artist to make fun of himself .,The lawyers told the artist to make fun of himself .,The lawyer told the artists to make fun of himself .,-1.8920059204101562,-2.0122690200805664,-5.306642532348633,1,1,1
told,The lawyer told the artist to examine himself .,The lawyers told the artist to examine himself .,The lawyer told the artists to examine himself .,-4.103129863739014,-4.716712474822998,-8.171445846557617,1,1,1
told,The lawyer told the artist to diagnose himself .,The lawyers told the artist to diagnose himself .,The lawyer told the artists to diagnose himself .,-1.9059991836547852,-2.039487838745117,-6.936431407928467,1,1,1
told,The lawyer told the artist to embarrass himself .,The lawyers told the artist to embarrass himself .,The lawyer told the artists to embarrass himself .,-2.0626564025878906,-2.370781898498535,-6.165164947509766,1,1,1
told,The lawyer told the artist to disguise himself .,The lawyers told the artist to disguise himself .,The lawyer told the artists to disguise himself .,-1.2373723983764648,-1.6195363998413086,-5.593142032623291,1,1,1
told,The lawyer told the student to make fun of himself .,The lawyers told the student to make fun of himself .,The lawyer told the students to make fun of himself .,-3.3252382278442383,-3.1923742294311523,-6.256462097167969,1,1,1
told,The lawyer told the student to examine himself .,The lawyers told the student to examine himself .,The lawyer told the students to examine himself .,-4.98813533782959,-5.593770503997803,-8.706130981445312,1,1,1
told,The lawyer told the student to diagnose himself .,The lawyers told the student to diagnose himself .,The lawyer told the students to diagnose himself .,-1.8030309677124023,-1.7656927108764648,-6.71100378036499,1,1,1
told,The lawyer told the student to embarrass himself .,The lawyers told the student to embarrass himself .,The lawyer told the students to embarrass himself .,-2.5665807723999023,-2.770768165588379,-6.704671382904053,1,1,1
told,The lawyer told the student to disguise himself .,The lawyers told the student to disguise himself .,The lawyer told the students to disguise himself .,-1.675572395324707,-1.9335803985595703,-7.028584003448486,1,1,1
told,The lawyer told the child to make fun of himself .,The lawyers told the child to make fun of himself .,The lawyer told the children to make fun of himself .,-4.083402633666992,-3.9680848121643066,-7.581895351409912,1,1,1
told,The lawyer told the child to examine himself .,The lawyers told the child to examine himself .,The lawyer told the children to examine himself .,-4.51212215423584,-4.832026958465576,-7.853471755981445,1,1,1
told,The lawyer told the child to diagnose himself .,The lawyers told the child to diagnose himself .,The lawyer told the children to diagnose himself .,-1.773580551147461,-1.8418865203857422,-6.6346964836120605,1,1,1
told,The lawyer told the child to embarrass himself .,The lawyers told the child to embarrass himself .,The lawyer told the children to embarrass himself .,-3.433953285217285,-3.4345788955688477,-7.692166328430176,1,1,1
told,The lawyer told the child to disguise himself .,The lawyers told the child to disguise himself .,The lawyer told the children to disguise himself .,-1.5509262084960938,-1.9463348388671875,-6.570432186126709,1,1,1
persuaded,The artist persuaded the professor to make fun of himself .,The artists persuaded the professor to make fun of himself .,The artist persuaded the professors to make fun of himself .,-2.370677947998047,-2.7753286361694336,-3.6428394317626953,1,1,1
persuaded,The artist persuaded the professor to examine himself .,The artists persuaded the professor to examine himself .,The artist persuaded the professors to examine himself .,-6.6047492027282715,-7.643354415893555,-7.177498817443848,1,0,0
persuaded,The artist persuaded the professor to diagnose himself .,The artists persuaded the professor to diagnose himself .,The artist persuaded the professors to diagnose himself .,-3.459775924682617,-3.4301228523254395,-4.271153450012207,1,1,1
persuaded,The artist persuaded the professor to embarrass himself .,The artists persuaded the professor to embarrass himself .,The artist persuaded the professors to embarrass himself .,-1.1020393371582031,-1.1473503112792969,-3.8905210494995117,1,1,1
persuaded,The artist persuaded the professor to disguise himself .,The artists persuaded the professor to disguise himself .,The artist persuaded the professors to disguise himself .,-1.0861682891845703,-1.2580204010009766,-3.5568456649780273,1,1,1
persuaded,The artist persuaded the lawyer to make fun of himself .,The artists persuaded the lawyer to make fun of himself .,The artist persuaded the lawyers to make fun of himself .,-2.687962532043457,-3.436166286468506,-2.9729042053222656,1,0,0
persuaded,The artist persuaded the lawyer to examine himself .,The artists persuaded the lawyer to examine himself .,The artist persuaded the lawyers to examine himself .,-6.9517502784729,-8.988304138183594,-7.265328884124756,1,0,0
persuaded,The artist persuaded the lawyer to diagnose himself .,The artists persuaded the lawyer to diagnose himself .,The artist persuaded the lawyers to diagnose himself .,-3.651163101196289,-3.974620819091797,-4.488313674926758,1,1,1
persuaded,The artist persuaded the lawyer to embarrass himself .,The artists persuaded the lawyer to embarrass himself .,The artist persuaded the lawyers to embarrass himself .,-2.6390275955200195,-3.251283645629883,-3.7338876724243164,1,1,1
persuaded,The artist persuaded the lawyer to disguise himself .,The artists persuaded the lawyer to disguise himself .,The artist persuaded the lawyers to disguise himself .,-1.601332664489746,-2.4367570877075195,-3.297429084777832,1,1,1
persuaded,The artist persuaded the student to make fun of himself .,The artists persuaded the student to make fun of himself .,The artist persuaded the students to make fun of himself .,-3.1592302322387695,-3.267085552215576,-4.301971435546875,1,1,1
persuaded,The artist persuaded the student to examine himself .,The artists persuaded the student to examine himself .,The artist persuaded the students to examine himself .,-5.834197521209717,-6.181163311004639,-7.125255107879639,1,1,1
persuaded,The artist persuaded the student to diagnose himself .,The artists persuaded the student to diagnose himself .,The artist persuaded the students to diagnose himself .,-2.4360475540161133,-1.9364919662475586,-4.742772579193115,1,1,1
persuaded,The artist persuaded the student to embarrass himself .,The artists persuaded the student to embarrass himself .,The artist persuaded the students to embarrass himself .,-1.9492254257202148,-1.5847625732421875,-5.314266681671143,1,1,1
persuaded,The artist persuaded the student to disguise himself .,The artists persuaded the student to disguise himself .,The artist persuaded the students to disguise himself .,-1.37054443359375,-1.0716800689697266,-4.5010576248168945,1,1,1
persuaded,The artist persuaded the child to make fun of himself .,The artists persuaded the child to make fun of himself .,The artist persuaded the children to make fun of himself .,-2.5635814666748047,-2.4316253662109375,-4.928277492523193,1,1,1
persuaded,The artist persuaded the child to examine himself .,The artists persuaded the child to examine himself .,The artist persuaded the children to examine himself .,-4.8733601570129395,-5.023930549621582,-7.021954536437988,1,1,1
persuaded,The artist persuaded the child to diagnose himself .,The artists persuaded the child to diagnose himself .,The artist persuaded the children to diagnose himself .,-1.357029914855957,-1.1502466201782227,-4.971885681152344,1,1,1
persuaded,The artist persuaded the child to embarrass himself .,The artists persuaded the child to embarrass himself .,The artist persuaded the children to embarrass himself .,-2.1270389556884766,-1.9269685745239258,-6.250288963317871,1,1,1
persuaded,The artist persuaded the child to disguise himself .,The artists persuaded the child to disguise himself .,The artist persuaded the children to disguise himself .,-1.248708724975586,-1.0825681686401367,-5.244986534118652,1,1,1
forced,The artist forced the professor to make fun of himself .,The artists forced the professor to make fun of himself .,The artist forced the professors to make fun of himself .,-2.205648422241211,-2.6631650924682617,-3.593014717102051,1,1,1
forced,The artist forced the professor to examine himself .,The artists forced the professor to examine himself .,The artist forced the professors to examine himself .,-4.398096084594727,-4.063620567321777,-6.813101291656494,1,1,1
forced,The artist forced the professor to diagnose himself .,The artists forced the professor to diagnose himself .,The artist forced the professors to diagnose himself .,-3.586122989654541,-3.1499176025390625,-4.561620712280273,1,1,1
forced,The artist forced the professor to embarrass himself .,The artists forced the professor to embarrass himself .,The artist forced the professors to embarrass himself .,-1.0654411315917969,-0.8737077713012695,-4.413909912109375,1,1,1
forced,The artist forced the professor to disguise himself .,The artists forced the professor to disguise himself .,The artist forced the professors to disguise himself .,-0.6513576507568359,-0.4501314163208008,-4.376423358917236,1,1,1
forced,The artist forced the lawyer to make fun of himself .,The artists forced the lawyer to make fun of himself .,The artist forced the lawyers to make fun of himself .,-2.353194236755371,-2.916407585144043,-3.4328107833862305,1,1,1
forced,The artist forced the lawyer to examine himself .,The artists forced the lawyer to examine himself .,The artist forced the lawyers to examine himself .,-4.962488651275635,-5.544033050537109,-6.90635871887207,1,1,1
forced,The artist forced the lawyer to diagnose himself .,The artists forced the lawyer to diagnose himself .,The artist forced the lawyers to diagnose himself .,-4.000150203704834,-3.966630458831787,-5.278671741485596,1,1,1
forced,The artist forced the lawyer to embarrass himself .,The artists forced the lawyer to embarrass himself .,The artist forced the lawyers to embarrass himself .,-1.504378318786621,-1.3605194091796875,-3.7282776832580566,1,1,1
forced,The artist forced the lawyer to disguise himself .,The artists forced the lawyer to disguise himself .,The artist forced the lawyers to disguise himself .,-1.0011482238769531,-0.9879865646362305,-4.106071949005127,1,1,1
forced,The artist forced the student to make fun of himself .,The artists forced the student to make fun of himself .,The artist forced the students to make fun of himself .,-2.651137351989746,-2.7014198303222656,-3.675105094909668,1,1,1
forced,The artist forced the student to examine himself .,The artists forced the student to examine himself .,The artist forced the students to examine himself .,-4.760899543762207,-4.415839195251465,-7.615603446960449,1,1,1
