verb,baseline_sentence,distractor_sentence,ungrammatical_sentence,baseline_pron_log_prob,distractor_pron_log_prob,ungrammatical_pron_log_prob,baseline_greater_than_ungrammatical,distractor_greater_than_ungrammatical,correct
guaranteed,The lawyer guaranteed the professor to disguise himself .,The lawyer guaranteed the professors to disguise himself .,The lawyers guaranteed the professor to disguise himself .,-1.478057861328125,-4.381919860839844,-1.896942138671875,1,0,0
guaranteed,The lawyer guaranteed the artist to make fun of himself .,The lawyer guaranteed the artists to make fun of himself .,The lawyers guaranteed the artist to make fun of himself .,-4.0697479248046875,-5.602081298828125,-4.164253234863281,1,0,0
guaranteed,The lawyer guaranteed the artist to examine himself .,The lawyer guaranteed the artists to examine himself .,The lawyers guaranteed the artist to examine himself .,-4.565086364746094,-6.869880676269531,-4.8396759033203125,1,0,0
guaranteed,The lawyer guaranteed the artist to diagnose himself .,The lawyer guaranteed the artists to diagnose himself .,The lawyers guaranteed the artist to diagnose himself .,-4.336753845214844,-6.394233703613281,-4.3963775634765625,1,0,0
guaranteed,The lawyer guaranteed the artist to embarrass himself .,The lawyer guaranteed the artists to embarrass himself .,The lawyers guaranteed the artist to embarrass himself .,-2.31671142578125,-4.452362060546875,-2.1848678588867188,0,0,0
guaranteed,The lawyer guaranteed the artist to disguise himself .,The lawyer guaranteed the artists to disguise himself .,The lawyers guaranteed the artist to disguise himself .,-1.8512115478515625,-4.686149597167969,-2.2294692993164062,1,0,0
guaranteed,The lawyer guaranteed the student to make fun of himself .,The lawyer guaranteed the students to make fun of himself .,The lawyers guaranteed the student to make fun of himself .,-3.730499267578125,-5.753059387207031,-4.074554443359375,1,0,0
guaranteed,The lawyer guaranteed the student to examine himself .,The lawyer guaranteed the students to examine himself .,The lawyers guaranteed the student to examine himself .,-3.8000030517578125,-6.4569854736328125,-4.337440490722656,1,0,0
guaranteed,The lawyer guaranteed the student to diagnose himself .,The lawyer guaranteed the students to diagnose himself .,The lawyers guaranteed the student to diagnose himself .,-3.5387191772460938,-6.3055267333984375,-3.6696701049804688,1,0,0
guaranteed,The lawyer guaranteed the student to embarrass himself .,The lawyer guaranteed the students to embarrass himself .,The lawyers guaranteed the student to embarrass himself .,-1.8263320922851562,-4.810859680175781,-1.8833236694335938,1,0,0
guaranteed,The lawyer guaranteed the student to disguise himself .,The lawyer guaranteed the students to disguise himself .,The lawyers guaranteed the student to disguise himself .,-1.440155029296875,-4.77520751953125,-1.8690948486328125,1,0,0
guaranteed,The lawyer guaranteed the child to make fun of himself .,The lawyer guaranteed the children to make fun of himself .,The lawyers guaranteed the child to make fun of himself .,-3.4755859375,-5.643119812011719,-3.86346435546875,1,0,0
guaranteed,The lawyer guaranteed the child to examine himself .,The lawyer guaranteed the children to examine himself .,The lawyers guaranteed the child to examine himself .,-4.031044006347656,-6.6229705810546875,-4.342864990234375,1,0,0
guaranteed,The lawyer guaranteed the child to diagnose himself .,The lawyer guaranteed the children to diagnose himself .,The lawyers guaranteed the child to diagnose himself .,-3.6325836181640625,-6.508842468261719,-3.8282699584960938,1,0,0
guaranteed,The lawyer guaranteed the child to embarrass himself .,The lawyer guaranteed the children to embarrass himself .,The lawyers guaranteed the child to embarrass himself .,-2.3172836303710938,-5.084259033203125,-2.379486083984375,1,0,0
guaranteed,The lawyer guaranteed the child to disguise himself .,The lawyer guaranteed the children to disguise himself .,The lawyers guaranteed the child to disguise himself .,-1.3436355590820312,-4.293128967285156,-1.7329788208007812,1,0,0
offered,The lawyer offered the professor to make fun of himself .,The lawyer offered the professors to make fun of himself .,The lawyers offered the professor to make fun of himself .,-4.753089904785156,-6.1268310546875,-4.675788879394531,0,0,0
offered,The lawyer offered the professor to examine himself .,The lawyer offered the professors to examine himself .,The lawyers offered the professor to examine himself .,-5.236885070800781,-7.226593017578125,-5.624481201171875,1,0,0
offered,The lawyer offered the professor to diagnose himself .,The lawyer offered the professors to diagnose himself .,The lawyers offered the professor to diagnose himself .,-4.1329345703125,-6.123138427734375,-4.346733093261719,1,0,0
offered,The lawyer offered the professor to embarrass himself .,The lawyer offered the professors to embarrass himself .,The lawyers offered the professor to embarrass himself .,-2.5678787231445312,-4.855621337890625,-2.402496337890625,0,0,0
offered,The lawyer offered the professor to disguise himself .,The lawyer offered the professors to disguise himself .,The lawyers offered the professor to disguise himself .,-1.0389785766601562,-3.8159027099609375,-1.2990264892578125,1,0,0
offered,The lawyer offered the artist to make fun of himself .,The lawyer offered the artists to make fun of himself .,The lawyers offered the artist to make fun of himself .,-4.595634460449219,-5.967193603515625,-4.6294403076171875,1,0,0
offered,The lawyer offered the artist to examine himself .,The lawyer offered the artists to examine himself .,The lawyers offered the artist to examine himself .,-5.042579650878906,-7.007804870605469,-5.36956787109375,1,0,0
offered,The lawyer offered the artist to diagnose himself .,The lawyer offered the artists to diagnose himself .,The lawyers offered the artist to diagnose himself .,-4.277000427246094,-6.288185119628906,-4.453208923339844,1,0,0
offered,The lawyer offered the artist to embarrass himself .,The lawyer offered the artists to embarrass himself .,The lawyers offered the artist to embarrass himself .,-3.0858688354492188,-5.077117919921875,-2.8904800415039062,0,0,0
offered,The lawyer offered the artist to disguise himself .,The lawyer offered the artists to disguise himself .,The lawyers offered the artist to disguise himself .,-1.3731460571289062,-3.9985885620117188,-1.7178955078125,1,0,0
offered,The lawyer offered the student to make fun of himself .,The lawyer offered the students to make fun of himself .,The lawyers offered the student to make fun of himself .,-4.308494567871094,-5.983734130859375,-4.6023406982421875,1,0,0
offered,The lawyer offered the student to examine himself .,The lawyer offered the students to examine himself .,The lawyers offered the student to examine himself .,-4.29058837890625,-6.4290924072265625,-4.898284912109375,1,0,0
offered,The lawyer offered the student to diagnose himself .,The lawyer offered the students to diagnose himself .,The lawyers offered the student to diagnose himself .,-3.6555709838867188,-6.3932037353515625,-4.027442932128906,1,0,0
offered,The lawyer offered the student to embarrass himself .,The lawyer offered the students to embarrass himself .,The lawyers offered the student to embarrass himself .,-2.5633010864257812,-5.0703887939453125,-2.5960464477539062,1,0,0
offered,The lawyer offered the student to disguise himself .,The lawyer offered the students to disguise himself .,The lawyers offered the student to disguise himself .,-1.0517654418945312,-4.2055511474609375,-1.48516845703125,1,0,0
offered,The lawyer offered the child to make fun of himself .,The lawyer offered the children to make fun of himself .,The lawyers offered the child to make fun of himself .,-4.173271179199219,-5.8374176025390625,-4.8580169677734375,1,0,0
offered,The lawyer offered the child to examine himself .,The lawyer offered the children to examine himself .,The lawyers offered the child to examine himself .,-4.689048767089844,-6.530616760253906,-5.1865081787109375,1,0,0
offered,The lawyer offered the child to diagnose himself .,The lawyer offered the children to diagnose himself .,The lawyers offered the child to diagnose himself .,-3.9841690063476562,-6.5886993408203125,-4.502418518066406,1,0,0
offered,The lawyer offered the child to embarrass himself .,The lawyer offered the children to embarrass himself .,The lawyers offered the child to embarrass himself .,-3.2919158935546875,-5.565116882324219,-3.5281753540039062,1,0,0
offered,The lawyer offered the child to disguise himself .,The lawyer offered the children to disguise himself .,The lawyers offered the child to disguise himself .,-1.2089004516601562,-3.4749603271484375,-1.616241455078125,1,0,0
promised,The artist promised the professor to make fun of himself .,The artist promised the professors to make fun of himself .,The artists promised the professor to make fun of himself .,-4.147735595703125,-5.456451416015625,-4.532440185546875,1,0,0
promised,The artist promised the professor to examine himself .,The artist promised the professors to examine himself .,The artists promised the professor to examine himself .,-5.640411376953125,-7.136711120605469,-6.342094421386719,1,0,0
promised,The artist promised the professor to diagnose himself .,The artist promised the professors to diagnose himself .,The artists promised the professor to diagnose himself .,-4.689491271972656,-6.200836181640625,-4.962799072265625,1,0,0
promised,The artist promised the professor to embarrass himself .,The artist promised the professors to embarrass himself .,The artists promised the professor to embarrass himself .,-2.9204788208007812,-4.5057525634765625,-3.02032470703125,1,0,0
promised,The artist promised the professor to disguise himself .,The artist promised the professors to disguise himself .,The artists promised the professor to disguise himself .,-1.2557296752929688,-4.042655944824219,-1.5099945068359375,1,0,0
promised,The artist promised the lawyer to make fun of himself .,The artist promised the lawyers to make fun of himself .,The artists promised the lawyer to make fun of himself .,-4.982856750488281,-5.876136779785156,-5.715263366699219,1,0,0
promised,The artist promised the lawyer to examine himself .,The artist promised the lawyers to examine himself .,The artists promised the lawyer to examine himself .,-6.7138519287109375,-7.9879150390625,-7.491386413574219,1,0,0
promised,The artist promised the lawyer to diagnose himself .,The artist promised the lawyers to diagnose himself .,The artists promised the lawyer to diagnose himself .,-5.6025238037109375,-6.817909240722656,-6.158988952636719,1,0,0
promised,The artist promised the lawyer to embarrass himself .,The artist promised the lawyers to embarrass himself .,The artists promised the lawyer to embarrass himself .,-3.350341796875,-4.431610107421875,-3.8536529541015625,1,0,0
promised,The artist promised the lawyer to disguise himself .,The artist promised the lawyers to disguise himself .,The artists promised the lawyer to disguise himself .,-1.728179931640625,-4.112579345703125,-1.9816665649414062,1,0,0
promised,The artist promised the student to make fun of himself .,The artist promised the students to make fun of himself .,The artists promised the student to make fun of himself .,-3.7994766235351562,-5.2917022705078125,-4.4771270751953125,1,0,0
promised,The artist promised the student to examine himself .,The artist promised the students to examine himself .,The artists promised the student to examine himself .,-4.685279846191406,-6.843528747558594,-5.134307861328125,1,0,0
promised,The artist promised the student to diagnose himself .,The artist promised the students to diagnose himself .,The artists promised the student to diagnose himself .,-4.23193359375,-6.497077941894531,-4.472694396972656,1,0,0
promised,The artist promised the student to embarrass himself .,The artist promised the students to embarrass himself .,The artists promised the student to embarrass himself .,-2.212432861328125,-4.526481628417969,-2.4841690063476562,1,0,0
promised,The artist promised the student to disguise himself .,The artist promised the students to disguise himself .,The artists promised the student to disguise himself .,-1.1981124877929688,-4.559417724609375,-1.6247482299804688,1,0,0
promised,The artist promised the child to make fun of himself .,The artist promised the children to make fun of himself .,The artists promised the child to make fun of himself .,-3.3779678344726562,-5.188568115234375,-4.0233917236328125,1,0,0
promised,The artist promised the child to examine himself .,The artist promised the children to examine himself .,The artists promised the child to examine himself .,-4.0719451904296875,-6.4326324462890625,-4.355003356933594,1,0,0
promised,The artist promised the child to diagnose himself .,The artist promised the children to diagnose himself .,The artists promised the child to diagnose himself .,-3.83380126953125,-6.498069763183594,-4.125205993652344,1,0,0
promised,The artist promised the child to embarrass himself .,The artist promised the children to embarrass himself .,The artists promised the child to embarrass himself .,-2.5837554931640625,-4.897674560546875,-2.7400588989257812,1,0,0
promised,The artist promised the child to disguise himself .,The artist promised the children to disguise himself .,The artists promised the child to disguise himself .,-1.1150283813476562,-4.2514495849609375,-1.3489151000976562,1,0,0
guaranteed,The artist guaranteed the professor to make fun of himself .,The artist guaranteed the professors to make fun of himself .,The artists guaranteed the professor to make fun of himself .,-4.288841247558594,-5.827384948730469,-4.4231414794921875,1,0,0
guaranteed,The artist guaranteed the professor to examine himself .,The artist guaranteed the professors to examine himself .,The artists guaranteed the professor to examine himself .,-4.802345275878906,-6.470619201660156,-5.378440856933594,1,0,0
guaranteed,The artist guaranteed the professor to diagnose himself .,The artist guaranteed the professors to diagnose himself .,The artists guaranteed the professor to diagnose himself .,-4.0393829345703125,-5.6812286376953125,-4.030281066894531,0,0,0
guaranteed,The artist guaranteed the professor to embarrass himself .,The artist guaranteed the professors to embarrass himself .,The artists guaranteed the professor to embarrass himself .,-2.3635635375976562,-4.382484436035156,-2.335693359375,0,0,0
guaranteed,The artist guaranteed the professor to disguise himself .,The artist guaranteed the professors to disguise himself .,The artists guaranteed the professor to disguise himself .,-1.0222702026367188,-3.6010971069335938,-1.1972885131835938,1,0,0
guaranteed,The artist guaranteed the lawyer to make fun of himself .,The artist guaranteed the lawyers to make fun of himself .,The artists guaranteed the lawyer to make fun of himself .,-4.69439697265625,-5.910011291503906,-4.9358978271484375,1,0,0
guaranteed,The artist guaranteed the lawyer to examine himself .,The artist guaranteed the lawyers to examine himself .,The artists guaranteed the lawyer to examine himself .,-5.804527282714844,-7.45428466796875,-6.0906829833984375,1,0,0
guaranteed,The artist guaranteed the lawyer to diagnose himself .,The artist guaranteed the lawyers to diagnose himself .,The artists guaranteed the lawyer to diagnose himself .,-5.002471923828125,-6.3141632080078125,-5.207557678222656,1,0,0
guaranteed,The artist guaranteed the lawyer to embarrass himself .,The artist guaranteed the lawyers to embarrass himself .,The artists guaranteed the lawyer to embarrass himself .,-2.4087066650390625,-3.8783340454101562,-2.5492477416992188,1,0,0
